,SPCD,DO_BH,HT_TOT,TT_DW_CRM
136964,131,11.0,68.0,707.61
108925,12,4.8,40.7,55.01
17820,110,12.7,67.0,980.32
110115,823,8.0,39.0,312.3
69782,621,8.4,65.0,348.29
98783,951,13.9,90.9,1182.82
60195,128,6.3,46.0,157.9
48293,131,9.4,72.0,542.98
62579,128,1.4,13.0,3.87
24024,653,8.4,64.2,367.52
57967,110,10.7,85.0,875.95
26053,316,10.3,69.0,629.98
115677,746,7.7,60.0,247.92
136406,400,6.0,49.0,211.19
49780,802,8.3,44.0,392.65
55703,132,5.3,37.0,94.61
121188,131,24.9,85.4,4581.02
120891,131,11.7,75.0,883.54
97096,950,17.3,105.0,1778.22
112379,131,3.8,22.6,34.14
9563,531,12.6,74.1,1445.4
59533,131,10.1,59.0,515.93
67456,131,15.0,101.0,1949.94
72678,540,2.6,24.0,18.83
56392,531,12.2,66.0,952.59
37718,121,13.5,61.0,1140.52
37037,121,12.4,68.2,1071.59
41322,820,8.4,33.3,257.67
128707,202,15.8,98.8,1951.21
41647,111,3.9,26.0,43.13
76146,833,6.5,54.0,281.06
44182,400,16.7,65.0,1943.98
50878,128,5.2,37.0,76.32
24101,813,19.6,90.3,3753.6
132915,316,21.4,97.1,3689.76
84089,202,14.5,43.6,909.08
70137,621,19.2,117.0,2909.56
116635,15,12.3,69.0,701.84
128847,202,25.1,102.2,4715.4
38532,802,9.1,49.0,506.95
20606,802,14.6,73.9,1682.65
67668,131,11.8,62.0,745.71
116178,461,4.1,46.5,49.65
36220,121,9.0,47.0,387.75
3963,12,12.7,72.0,807.09
108040,202,1.3,12.1,2.73
43198,111,11.3,68.0,847.89
16787,391,2.2,27.0,11.23
101833,108,3.7,27.5,36.49
89237,129,22.0,73.5,2200.46
42869,812,10.3,55.0,599.04
74956,806,12.0,44.0,769.21
12166,131,7.3,46.8,200.9
996,832,9.4,70.0,729.5
33017,12,1.7,13.1,4.37
122714,827,5.8,57.6,233.74
25837,812,14.2,74.7,1477.22
31525,121,16.6,68.7,1937.03
135308,202,24.0,94.6,4148.17
100670,202,4.1,36.5,40.94
86018,93,16.2,91.0,1602.16
109016,202,23.3,120.5,5003.1
33847,111,2.7,16.0,17.64
112964,111,7.0,43.0,188.55
42015,111,8.2,54.0,344.73
10574,131,3.3,33.8,24.26
136533,837,11.1,71.5,998.39
34287,111,6.0,51.0,159.33
46258,611,9.0,63.0,427.41
134456,261,22.0,46.5,2054.5
277,125,11.7,66.2,640.26
19223,611,14.3,89.5,1504.04
12538,131,14.7,80.8,1506.62
67472,370,22.0,74.0,2868.82
135217,202,4.2,45.1,43.39
103485,15,17.1,77.2,1482.87
43696,121,13.2,67.0,1194.06
73906,832,9.8,52.0,542.47
110554,110,9.1,56.1,325.59
103221,117,14.8,67.8,928.76
132609,129,10.3,59.6,454.0
88165,742,16.5,93.0,1394.65
53289,540,6.9,45.0,205.46
51211,621,16.5,74.0,1402.54
23939,121,7.0,57.3,270.97
26956,132,13.9,69.4,1201.13
131108,741,12.2,56.0,489.65
57261,316,12.5,85.0,1078.97
94546,375,3.8,43.3,55.47
60557,131,9.5,62.0,477.64
114584,125,9.1,40.0,327.44
62717,131,10.3,48.0,437.79
82849,42,10.8,66.9,666.58
88008,746,9.4,74.5,397.66
7613,371,16.3,77.9,2547.32
62145,131,16.9,60.0,1498.8
16871,611,6.7,72.0,271.99
101932,263,3.5,29.3,27.54
67466,131,8.4,53.0,313.35
37406,820,2.7,37.0,25.21
112744,111,4.3,30.0,54.69
116942,110,9.2,55.0,415.53
71624,132,6.8,63.0,273.22
66605,131,14.4,45.0,822.4
120451,263,15.6,89.2,1625.85
25569,131,16.4,80.8,1877.6
16330,316,8.4,71.0,446.24
101616,19,2.8,22.0,14.51
15561,316,9.3,78.0,589.3
74879,970,6.4,43.0,177.47
39411,111,7.3,43.0,207.88
131089,318,12.0,71.0,1060.59
121106,131,16.6,89.4,2121.77
82478,42,16.3,113.5,2373.19
38823,111,1.8,20.0,6.6
25540,131,8.4,53.3,315.2
131780,122,8.1,29.1,140.91
10743,131,5.5,38.0,77.15
87910,202,5.2,34.9,49.09
12429,131,10.7,71.6,703.82
40507,694,15.1,54.0,1004.24
51688,802,8.3,62.0,539.41
30413,110,18.0,72.2,2131.63
56008,370,19.7,78.0,2446.23
70957,621,15.5,75.0,1263.99
10992,131,6.1,47.9,135.2
105785,621,5.8,58.1,148.92
17161,111,10.8,78.0,886.24
72803,132,8.1,57.0,352.0
24117,831,18.8,90.3,3142.09
80530,105,12.1,83.0,838.28
102930,122,22.9,127.9,4855.33
37553,222,8.6,75.0,465.2
21374,621,20.4,107.3,3001.51
15910,812,14.1,69.0,1348.8
94896,94,4.2,28.2,44.11
115085,131,10.2,56.4,503.47
36769,111,4.8,29.0,71.47
48811,110,3.1,22.0,20.85
104023,122,13.3,66.2,818.22
128050,131,2.9,21.3,17.75
63419,521,11.3,58.0,838.74
99377,131,9.4,82.0,618.67
85729,122,12.8,72.0,870.26
81974,42,4.4,21.0,33.68
110287,837,44.0,107.9,14867.89
52269,128,8.9,41.0,299.21
36315,111,5.8,52.0,150.22
77208,122,13.1,59.0,843.88
133212,531,5.3,42.6,88.97
69632,802,10.6,65.0,864.71
10682,131,4.9,41.0,63.24
120119,621,21.8,108.5,3444.54
109928,830,2.2,22.5,15.35
123689,131,10.0,87.0,744.43
10646,131,8.5,63.0,384.73
108178,202,14.0,85.8,1225.99
119093,802,19.5,77.9,3062.86
95098,95,3.9,35.1,37.17
83814,263,13.6,79.0,1109.12
107168,122,20.2,44.3,1378.84
23633,128,21.2,74.6,3088.19
88536,105,9.4,55.0,318.97
129540,202,19.3,110.0,3301.65
113716,131,8.3,52.6,302.9
27805,694,18.0,65.2,1645.79
74037,540,4.4,33.0,69.49
46109,131,14.6,97.0,1775.69
12830,131,6.2,31.9,85.5
62344,970,6.7,46.0,206.69
110710,68,6.7,32.9,125.03
130736,544,8.6,42.7,335.97
33111,802,19.3,83.4,2987.48
92920,125,5.3,32.3,72.65
39892,111,8.2,69.0,445.86
40793,107,8.2,50.0,339.6
76879,242,7.8,51.9,196.13
61337,742,16.7,91.0,1690.11
26700,316,10.2,82.6,738.65
7679,371,26.1,75.4,6328.88
59292,131,14.7,84.0,1564.6
75329,621,10.7,64.0,545.61
104477,122,5.1,33.7,61.32
65784,131,14.6,75.0,1382.36
93773,375,7.4,58.0,275.93
11067,131,5.6,44.6,99.87
38323,694,16.1,69.0,1414.56
98043,211,21.2,116.6,2780.19
81807,531,10.6,67.5,871.54
35996,107,6.7,50.0,222.3
32515,202,23.2,132.4,5430.52
87545,93,7.2,32.2,109.96
130593,693,9.2,49.7,318.85
108270,122,11.2,51.9,481.36
1944,833,2.6,36.0,23.87
129764,202,10.3,88.0,851.11
11843,110,3.4,33.0,26.08
33196,802,23.3,109.4,5618.78
128368,122,10.5,74.1,581.86
89226,129,10.2,46.1,308.48
102362,15,8.9,41.3,238.93
60875,131,14.5,88.2,1596.17
42649,131,3.4,24.0,26.08
8550,541,13.0,86.6,1668.57
106866,122,14.0,59.5,869.66
24150,110,9.9,76.1,669.94
57975,110,8.0,62.0,350.06
103299,122,21.0,101.1,3233.23
116320,831,29.7,93.6,7904.12
78354,202,13.6,67.0,1197.78
21543,132,13.2,64.5,1013.91
73731,802,7.2,69.0,469.54
115658,746,8.7,80.2,376.87
73900,832,8.9,66.0,575.69
9803,242,8.0,44.2,182.55
76825,242,17.9,74.5,1264.99
38184,107,6.5,53.0,221.54
81665,261,15.1,78.0,1253.95
92014,68,6.5,31.2,116.0
110339,762,19.1,84.4,2105.48
34490,800,8.2,38.0,278.57
135600,202,17.4,150.0,3720.18
88011,746,9.9,76.5,470.74
123666,131,14.2,96.6,1672.73
10003,111,6.7,58.0,238.53
62802,131,8.3,50.0,287.19
90229,746,13.2,78.7,890.43
128896,202,10.3,94.0,832.34
101127,242,4.6,36.4,54.18
17296,121,14.1,65.0,1323.59
71951,132,1.0,20.0,1.7
96852,371,16.2,81.7,2163.31
124771,621,23.0,107.2,4404.14
101699,19,4.4,29.1,43.99
8485,531,16.4,82.3,3024.45
86667,93,20.5,68.0,1808.88
11483,131,12.6,79.0,1080.2
17711,131,17.2,81.0,2071.2
8874,531,14.1,74.4,2092.34
83415,42,13.9,62.0,972.06
109175,202,24.8,116.6,5365.85
41547,111,6.1,34.0,100.89
64805,110,7.4,48.0,226.35
99443,91,8.1,69.3,282.71
9054,837,2.1,18.0,13.72
64750,131,14.3,52.0,930.87
950,832,14.2,92.9,2069.2
109784,740,1.7,18.8,5.65
94374,833,9.0,61.6,490.31
2022,421,9.1,61.0,400.12
110726,68,6.5,24.4,116.0
87360,746,7.2,64.7,254.25
21469,110,10.0,76.4,686.5
36047,111,9.4,70.0,599.54
28580,400,15.8,69.5,1866.06
111556,241,5.9,31.2,68.83
68277,806,4.7,39.0,96.85
33681,19,6.8,48.1,172.92
56256,132,8.8,63.0,458.57
78809,202,9.5,37.0,281.02
89600,318,9.9,69.7,617.17
81286,110,11.0,58.6,537.21
111656,375,4.1,36.7,66.37
69582,131,5.7,54.0,132.17
76061,833,9.8,48.0,526.43
26074,400,11.6,65.1,957.98
136347,126,5.5,29.2,84.81
30201,131,12.0,97.3,1201.64
57862,126,11.0,58.0,653.73
54374,131,17.1,94.0,2364.1
43222,316,1.0,18.0,2.33
114067,111,9.7,62.5,570.65
44737,111,5.9,32.0,84.94
95125,105,4.9,57.7,54.24
18962,131,9.8,86.0,706.33
6181,318,19.7,76.0,3922.33
75892,129,3.5,24.0,26.86
76651,202,10.0,77.0,640.72
49682,837,20.6,58.0,2321.62
27776,694,6.0,64.2,212.2
94952,95,4.0,32.8,39.41
93736,375,5.7,48.3,145.04
107547,122,36.1,104.8,10856.54
303,125,12.6,70.5,758.72
66016,835,14.1,50.0,1073.09
116886,121,6.0,54.5,178.19
80851,746,7.9,78.6,296.32
77742,93,4.3,17.7,35.42
65274,132,10.1,51.0,486.66
25745,621,14.1,99.3,1389.41
75413,837,7.1,50.0,250.85
2033,421,5.8,49.5,126.1
37919,121,8.3,48.0,326.92
37292,111,11.1,74.0,889.13
102338,15,11.8,49.3,481.23
101528,747,1.6,19.4,2.9
499,94,8.5,42.0,238.65
24622,831,13.9,82.4,1609.28
136388,316,5.9,58.0,156.48
121964,12,8.7,61.5,246.45
16758,611,14.3,94.0,1579.61
123490,131,5.2,45.0,82.82
123201,316,14.6,57.9,1281.58
68986,316,5.7,55.0,173.34
82995,242,6.2,41.6,95.53
132708,129,5.4,34.2,78.03
63635,131,9.1,49.0,344.48
89522,318,14.9,81.3,1712.18
61048,999,1.2,15.0,2.53
95588,105,2.4,23.0,9.71
51326,800,1.7,15.0,9.71
81497,835,12.3,62.1,904.83
1546,131,13.2,79.0,1186.55
27052,126,9.1,65.0,505.88
44004,121,5.3,57.0,138.13
55312,131,9.4,45.0,338.61
129745,202,12.3,107.0,1442.59
98411,621,22.4,96.7,4086.68
84331,202,13.1,54.2,905.41
56665,400,9.0,68.0,612.54
71490,901,8.1,54.0,346.23
96954,371,10.9,60.0,658.25
98249,651,9.6,68.0,589.06
37298,111,10.1,67.0,664.64
59744,131,8.4,43.0,251.53
45881,121,9.3,70.0,616.18
86179,122,17.8,63.0,1328.37
1606,131,7.3,64.0,281.99
110759,68,6.8,25.5,129.7
88695,105,7.5,42.0,149.72
49467,110,10.3,79.0,753.84
120436,263,22.1,126.4,4506.15
19972,110,12.2,57.7,780.5
12613,131,2.9,18.9,17.75
90849,95,9.0,54.1,344.68
104872,122,17.4,78.5,1709.47
36903,121,14.7,72.0,1588.82
121600,97,16.0,71.4,1343.09
119131,833,13.6,79.1,1542.09
94900,94,2.2,22.6,9.98
16748,611,12.4,94.0,1203.39
24351,110,15.9,75.1,1724.81
28761,131,10.2,66.8,595.73
36814,111,10.2,68.0,688.26
30582,400,16.2,86.6,2439.96
117562,351,4.7,36.6,68.1
41036,111,5.4,41.0,92.53
119709,832,21.3,102.9,4623.75
43068,121,10.8,71.0,844.55
51682,731,11.9,75.0,848.78
39677,111,8.1,46.0,283.0
24178,110,14.3,89.2,1647.51
33175,531,5.8,52.0,192.64
13981,827,1.5,21.0,6.09
27408,802,17.9,83.2,2774.19
37272,107,5.7,36.0,109.12
76275,202,9.0,88.6,599.5
118923,544,25.7,99.3,5704.7
126461,108,16.0,77.3,1569.09
127604,131,7.7,53.1,259.6
59576,131,14.5,75.0,1363.33
33643,122,12.4,99.9,1069.34
12788,131,8.3,60.4,350.01
43182,316,8.6,59.0,387.95
19866,837,20.1,91.4,3456.79
32360,621,7.9,57.0,315.63
134179,832,9.4,67.0,670.62
136790,131,9.6,69.0,543.3
106644,122,34.6,84.9,8137.08
127450,131,6.0,42.9,113.65
2743,97,11.0,44.0,498.41
34425,111,9.8,63.2,589.36
73067,832,5.1,45.0,130.02
125839,131,6.3,48.8,149.37
58461,621,7.2,54.0,211.85
19597,544,12.1,74.9,1039.99
26307,121,12.7,65.4,1079.29
63984,693,1.5,22.0,4.37
60017,121,10.6,57.0,655.37
80457,94,5.4,44.3,77.01
112203,129,4.2,35.6,41.76
105311,111,5.8,53.0,153.68
136484,806,15.1,70.9,2101.78
41563,111,12.8,66.0,1060.2
124272,131,8.4,45.8,268.84
4912,371,12.8,68.0,1418.82
41325,111,8.8,42.0,308.57
96239,125,11.8,84.2,787.08
22860,835,12.1,59.2,951.81
94794,122,8.9,57.0,319.58
84469,202,9.6,61.6,538.61
11052,131,9.4,49.8,374.95
78665,122,9.1,67.9,390.73
64148,110,5.4,40.0,87.23
72831,832,5.2,51.0,156.33
6762,541,12.4,72.6,1433.7
91776,823,14.5,59.6,1123.0
64157,121,6.1,48.0,159.07
84111,202,5.7,35.3,88.97
123232,833,20.3,90.3,4167.88
91339,741,9.1,59.6,301.98
93381,316,6.7,59.1,218.52
38928,222,20.0,49.0,1467.42
31727,110,21.2,93.4,3793.53
133069,762,17.1,75.3,2167.94
4417,318,11.3,71.0,1233.86
116137,313,11.2,65.0,604.75
84881,19,8.3,48.0,215.98
123084,131,5.4,46.0,94.41
131812,407,6.6,51.9,245.45
98904,651,6.5,58.6,209.86
101360,108,3.0,38.5,21.93
90734,94,5.5,46.3,88.67
61812,111,9.7,61.0,556.91
66129,131,14.1,81.0,1388.71
114960,108,6.3,54.1,162.28
121463,131,6.0,45.7,122.72
99131,837,8.1,70.4,499.56
50925,694,6.5,45.0,167.97
47363,827,3.0,35.0,32.55
45362,694,12.4,59.0,770.71
130913,129,6.2,50.4,113.96
39784,800,6.7,29.0,140.27
7100,371,25.8,85.4,6636.99
49066,131,9.5,66.0,508.55
101074,263,3.4,25.2,25.64
79193,131,12.7,69.1,962.88
76539,202,18.6,98.1,2612.22
78882,833,11.5,45.0,974.61
32592,202,20.5,144.0,5029.57
106635,122,24.2,81.4,3816.51
28772,693,12.0,81.0,932.99
130176,111,14.6,47.0,996.56
113326,131,5.3,44.5,85.97
21336,611,18.8,103.8,2947.73
31482,122,13.5,50.6,668.61
104858,122,18.3,104.8,2502.02
80143,316,7.6,65.0,361.61
13452,540,1.1,18.0,2.24
75991,540,27.8,82.0,5303.84
31011,812,15.2,78.9,1772.37
132094,71,14.2,80.4,1188.13
74271,832,10.3,52.0,596.49
101819,108,1.8,16.0,6.36
41661,111,1.9,14.0,7.52
104038,122,14.3,70.2,1011.1
51120,128,9.2,46.0,385.96
54907,131,9.6,47.0,369.83
72316,110,9.6,50.0,412.68
15778,827,7.4,76.0,485.74
128828,202,1.1,13.9,1.89
59704,121,12.7,57.0,944.35
77861,93,17.4,88.4,1738.53
133209,531,2.8,35.4,22.58
26604,110,19.3,80.0,2706.77
71125,400,1.5,25.0,5.84
32704,263,16.7,113.6,2809.34
8319,371,18.2,69.5,2940.97
30050,802,6.6,59.1,353.32
107431,122,12.6,42.5,508.32
78695,202,11.1,51.0,521.91
60643,812,3.4,36.0,44.11
70896,812,1.6,24.0,7.12
134693,202,8.9,96.0,694.91
99010,901,18.7,78.4,3273.01
30156,121,17.2,71.3,2155.61
85846,202,21.7,77.0,2667.06
15721,316,1.1,22.0,2.89
132038,621,10.9,70.5,609.28
92273,110,16.7,64.2,1588.52
110382,806,15.8,59.9,1835.08
45698,121,10.2,49.0,522.4
57503,833,7.2,41.0,256.61
101543,747,2.0,22.1,4.81
134843,202,17.7,127.7,3283.87
77077,122,7.8,50.3,243.28
53770,110,13.2,75.0,1183.64
115510,746,8.8,68.4,347.21
107516,122,13.3,61.5,808.5
76785,202,11.6,100.5,1119.19
54595,460,14.0,70.0,1088.73
62912,831,12.4,68.0,1069.08
77235,108,15.7,78.0,1526.76
66031,531,8.1,44.0,300.18
129127,202,8.5,54.3,324.87
97453,105,8.0,42.1,200.35
52193,825,10.6,60.0,779.56
80547,125,11.7,67.2,641.09
86119,122,21.7,101.0,3123.47
48950,832,5.5,30.0,94.09
79111,110,9.6,53.6,442.53
46483,131,8.9,43.0,285.79
65900,611,7.9,66.0,345.68
89448,316,12.6,84.1,1157.78
103000,15,11.4,64.7,570.61
32387,762,3.0,37.5,22.89
72252,812,3.6,37.0,50.68
53874,812,5.1,39.0,107.21
105588,131,4.9,52.0,63.24
126126,131,4.5,38.9,51.44
83818,263,16.4,88.0,1764.94
88949,125,11.7,49.9,492.03
102540,122,18.6,83.6,2089.89
22556,131,21.3,84.6,3317.97
125940,131,7.3,62.2,273.51
80595,125,12.2,66.3,702.15
119637,403,8.5,66.3,560.38
32571,15,24.3,101.9,3843.56
97747,17,27.6,137.2,6371.28
67415,131,6.3,38.0,110.99
35543,694,1.4,19.0,3.69
47110,131,6.4,36.0,108.2
30704,400,17.2,75.0,2373.94
50002,131,13.0,67.0,979.65
26446,131,11.8,65.4,785.78
10206,131,5.6,39.5,85.4
57136,316,12.5,65.0,837.74
54898,131,6.2,47.0,137.54
62687,111,8.5,48.0,329.17
28944,121,11.7,80.3,1119.13
44966,820,1.8,22.0,9.45
33350,746,7.1,32.3,133.12
18505,131,13.6,88.0,1400.2
94443,837,15.2,59.6,1201.06
134967,202,27.0,172.6,9049.29
120911,316,6.5,52.3,207.92
17768,110,14.9,72.0,1452.6
40183,111,10.2,65.0,657.96
44780,121,6.2,56.0,199.16
96025,125,9.5,65.4,382.51
116640,15,10.1,58.1,409.14
69566,110,6.5,55.0,196.7
66632,131,7.6,52.0,246.6
1734,131,11.4,77.1,861.33
72268,832,16.2,64.0,1721.99
40926,111,7.4,64.0,330.63
75062,999,5.0,27.0,56.04
132630,126,9.2,50.6,437.77
63290,131,3.5,36.0,27.97
28954,121,12.3,83.5,1285.18
100476,71,4.3,31.0,42.19
97558,105,9.0,61.0,346.35
88846,105,13.4,51.1,662.06
115893,746,4.8,46.0,66.16
112320,121,4.2,44.8,51.65
115124,131,7.1,56.8,233.2
116952,110,8.4,56.0,349.44
126164,131,3.3,22.5,24.26
41236,611,20.8,84.0,2907.32
39561,131,10.1,49.0,428.9
108625,122,28.3,100.8,6420.6
68581,611,2.9,28.0,19.94
75001,832,5.5,35.0,113.31
1342,131,7.7,45.6,220.41
34791,121,10.8,75.0,891.38
2686,97,12.0,49.2,638.09
49300,621,12.8,78.0,921.76
12065,131,5.8,51.2,129.38
104705,20,13.2,56.8,653.53
44116,316,1.3,18.0,4.23
109922,830,8.5,50.0,376.8
135337,202,4.4,55.7,48.55
79025,202,7.1,47.1,180.53
26603,110,12.0,67.6,881.37
125431,131,6.7,60.5,219.5
130853,317,9.6,74.9,540.05
22147,316,19.4,87.2,2495.01
108882,122,12.9,69.0,848.61
17649,131,6.9,64.0,249.22
64159,121,8.9,75.1,609.17
82832,42,7.2,43.9,195.02
135333,202,10.5,80.0,802.41
31911,110,11.0,82.3,897.15
39012,110,14.1,78.0,1404.87
76321,202,16.1,100.9,2063.56
82631,263,8.0,77.6,442.09
27495,950,20.5,101.2,2355.87
134963,202,13.8,153.2,2517.23
33416,202,12.2,59.7,734.46
117452,202,11.9,77.1,978.27
8585,541,11.3,85.6,1243.86
15260,611,19.1,96.0,2812.85
34970,121,10.6,60.0,689.23
106171,15,17.0,65.0,1197.94
58743,111,8.4,52.0,349.03
33627,122,4.8,33.9,36.68
89048,125,6.5,36.7,117.08
130763,602,6.8,44.4,169.69
43526,128,7.4,36.0,174.15
136708,131,9.4,67.7,510.43
30829,110,16.9,92.5,2386.24
7172,371,27.5,72.6,6883.25
86006,93,11.8,85.0,811.03
131152,261,6.8,31.7,99.13
95628,105,4.4,38.1,41.8
73258,400,10.4,58.0,687.92
100317,19,3.7,43.7,28.73
118247,211,168.9,300.5,420615.07
75815,400,7.8,68.0,463.45
136393,316,8.4,51.0,365.69
69313,316,6.1,40.0,142.03
48925,611,12.7,70.0,936.36
34249,111,5.3,37.0,76.16
136470,806,8.1,68.0,553.97
35203,111,5.3,52.0,119.96
12689,131,4.8,33.0,60.16
26665,611,11.8,90.9,1058.61
120503,131,5.7,54.6,133.93
78423,15,13.0,44.3,611.86
51877,131,11.6,83.0,959.48
85964,93,6.7,58.0,199.66
128371,122,20.0,107.3,3030.29
130784,741,6.7,44.5,131.22
80434,71,8.3,58.2,339.75
124424,131,9.2,74.3,536.2
63648,311,5.7,53.0,184.87
32522,202,12.7,61.6,877.59
131271,241,7.0,39.7,116.74
20376,110,20.2,66.0,2467.68
18287,121,8.8,71.0,561.19
71373,316,12.3,63.0,790.51
48913,131,5.5,43.0,90.86
17891,110,13.5,78.0,1286.98
99989,621,12.9,71.0,854.66
46437,820,10.5,54.0,645.12
133196,261,4.1,22.6,38.35
102494,122,15.1,73.8,1191.35
83037,242,11.5,49.7,369.65
15603,611,11.2,104.0,1098.42
55886,812,15.2,49.0,1114.97
19151,837,18.4,87.8,2801.44
71904,833,14.4,58.0,1276.64
20181,833,12.6,80.6,1367.58
101590,93,2.5,15.3,10.31
7275,371,17.5,66.8,2667.56
99013,951,13.4,78.8,1037.48
58515,731,10.4,72.0,656.9
3680,97,4.7,45.0,57.22
83148,263,31.2,121.1,8398.72
66842,131,11.3,84.0,920.81
6742,531,9.7,67.2,789.88
1531,131,6.7,65.0,237.49
81900,42,9.5,47.0,368.33
68423,802,5.4,46.0,208.65
97236,950,16.8,76.0,1285.05
44000,121,11.9,65.0,941.31
97490,105,8.8,69.0,379.38
114986,95,2.5,13.1,13.36
47477,316,4.4,45.0,73.81
129404,833,21.0,64.0,3547.13
54193,131,9.5,71.0,547.18
42332,131,7.6,34.0,154.89
10179,131,5.6,43.7,97.32
98509,316,15.2,87.6,1818.79
45183,111,8.0,63.0,384.58
62130,131,13.8,52.0,865.6
103759,20,15.9,61.3,982.93
85034,202,9.2,54.7,437.39
19889,837,12.2,86.2,1252.06
128527,202,12.3,74.5,920.96
89429,316,9.6,66.6,551.69
49398,693,21.4,72.0,2437.11
102523,202,6.9,46.4,218.0
85753,202,13.6,68.0,1027.84
74244,832,5.3,48.0,151.55
109460,316,1.9,24.0,10.23
97688,125,10.1,57.0,425.47
18985,131,9.9,83.8,702.62
106100,129,13.1,101.0,1089.99
36876,121,11.9,62.0,898.87
85118,122,16.3,54.5,1181.22
76683,202,10.6,93.0,870.21
9339,93,11.1,67.3,582.17
85906,93,10.9,57.0,484.34
84632,202,11.3,55.6,683.7
24669,621,7.3,66.0,269.99
62988,110,5.7,44.3,113.29
59709,121,15.0,64.0,1476.35
86275,15,7.0,50.0,194.11
111867,125,4.0,35.8,37.1
101172,93,3.5,27.1,22.11
26095,806,11.0,66.2,974.69
24355,110,16.8,82.5,2110.3
44625,121,11.5,67.0,905.19
24772,802,10.4,61.0,786.86
135293,202,6.9,49.6,202.16
116806,121,4.3,43.3,54.69
11702,110,10.1,48.0,440.61
123574,611,9.0,67.9,463.21
84002,242,10.8,90.0,577.09
73163,802,5.2,51.0,216.02
54713,132,10.7,45.0,485.03
19896,110,7.0,64.8,275.92
41752,111,9.2,75.0,615.0
32904,129,12.7,77.3,820.93
32772,12,5.3,40.6,68.88
69047,621,5.2,51.0,101.48
452,837,17.6,73.0,2127.61
122504,131,7.5,63.5,296.57
5841,531,13.2,73.0,1806.06
27507,950,17.4,95.1,1620.51
8135,318,16.3,71.1,2577.34
77775,122,30.6,136.8,8172.64
109880,762,5.8,39.9,109.35
129535,202,12.7,100.0,1430.71
109391,318,2.0,27.0,13.08
80414,12,8.0,61.9,247.52
10814,131,4.5,26.1,51.44
111522,12,2.0,17.1,6.46
59144,131,16.2,79.0,1792.38
11959,131,11.7,86.8,1020.31
7733,371,17.6,82.2,3078.44
111276,12,8.7,44.0,220.41
132898,531,28.1,78.4,7418.84
31398,318,13.0,67.9,1408.25
127050,202,20.2,123.0,4104.22
99410,746,5.3,20.7,46.32
95655,105,4.8,42.7,51.6
25881,827,11.5,79.7,1121.37
104787,122,14.1,98.1,1345.83
25987,129,10.2,66.0,457.39
128438,122,23.4,114.3,4384.81
114777,108,1.2,13.8,2.4
30293,802,19.8,96.9,3901.85
63846,611,10.3,63.0,559.18
117248,202,3.1,31.7,20.88
113972,111,10.5,58.1,624.39
100968,19,4.3,34.3,41.57
32613,15,19.0,75.4,2197.63
1897,131,11.6,85.0,982.28
31166,202,8.9,52.0,379.35
129718,202,8.1,66.0,390.88
13466,540,1.7,24.0,6.57
110111,823,7.9,40.0,302.99
86056,122,4.3,23.0,28.17
134237,68,15.2,53.1,1026.43
73003,806,8.8,40.0,388.35
22956,330,12.3,82.0,782.01
125955,131,3.0,25.5,19.26
82893,98,15.9,88.3,1344.95
21579,802,11.6,81.3,1205.12
75309,400,7.2,59.0,338.82
100684,263,3.9,37.2,35.95
66164,131,7.0,47.0,183.31
26151,111,10.2,67.3,681.19
26179,111,10.5,69.9,750.5
31693,121,10.7,66.9,781.77
104388,81,13.6,64.8,625.43
55933,110,8.5,61.0,391.11
22609,132,13.9,67.6,1171.89
30578,400,14.9,88.8,2129.15
50909,131,8.3,61.0,353.64
48758,131,12.7,71.0,988.74
78052,122,12.4,76.0,805.92
60852,131,7.7,45.0,217.27
57509,833,19.6,57.0,2221.53
98219,802,7.5,66.0,407.43
56367,123,8.3,52.0,395.72
90493,837,13.0,69.4,1049.24
2511,740,12.3,73.0,946.17
66670,370,18.4,80.0,2203.11
91842,837,17.8,71.9,2306.93
57144,318,23.6,71.0,3708.17
100193,119,3.1,28.1,16.28
65821,131,13.0,64.0,936.93
82134,263,3.0,22.7,18.85
105641,131,9.1,42.0,294.73
13963,611,1.7,22.0,5.34
85911,93,24.2,110.0,4021.0
31648,121,3.6,27.8,35.5
41839,111,4.9,48.0,75.15
74912,400,6.7,45.0,214.43
97890,211,11.2,52.6,376.62
74994,832,6.3,38.0,165.15
96811,371,14.6,77.0,1687.18
133340,241,23.3,70.8,1948.3
3618,740,5.2,49.0,109.29
41218,121,9.7,66.0,632.85
90494,837,20.3,89.7,3384.7
111283,12,6.2,41.0,103.07
65861,131,8.8,63.0,414.08
120003,541,15.1,78.2,1698.52
9762,122,20.6,85.5,2386.62
54568,110,15.1,79.0,1632.83
124324,131,27.7,106.3,6995.29
43500,111,12.6,71.0,1103.18
74214,621,8.1,53.0,261.94
112441,121,4.9,47.4,75.15
83770,42,29.0,104.0,5917.97
32665,122,11.8,83.2,828.9
43283,111,5.7,43.0,113.78
99643,807,8.7,24.6,330.44
117731,131,1.9,16.7,6.41
75530,837,12.3,50.0,736.68
8772,318,25.0,83.6,6696.05
4062,97,12.4,69.0,823.15
37340,121,5.7,36.0,90.98
7535,318,18.7,79.1,3661.63
15726,611,2.0,25.0,7.97
92084,68,8.3,33.1,212.66
84187,202,15.9,64.0,1575.89
122249,975,7.4,49.0,229.97
27079,126,11.4,76.2,903.21
81963,42,4.3,25.1,32.0
34309,111,5.3,40.0,84.92
34517,827,5.9,52.0,216.65
42909,835,13.7,57.0,1152.89
