,SPCD,DO_BH,HT_TOT,TT_DW_CRM
129305,746,2.8,34.8,18.37
10245,131,5.4,51.0,107.64
106407,122,13.6,55.0,760.12
90476,833,20.0,81.8,3062.34
49791,400,6.6,41.0,185.75
112549,111,3.8,34.0,40.49
7486,318,17.0,78.7,2998.65
114933,81,22.8,81.0,2047.73
47721,111,7.3,55.0,272.53
101452,747,2.5,38.5,8.06
82599,263,15.6,88.4,1611.3
40203,111,7.9,57.0,336.71
36856,121,11.8,75.0,1064.61
53373,621,18.7,94.0,2236.98
31282,202,12.2,88.5,1208.05
136204,202,27.0,140.9,7468.35
61694,611,7.7,61.0,300.43
90729,94,13.2,72.2,840.44
30338,827,14.6,83.1,1780.65
117840,802,6.0,62.7,320.89
85392,202,25.3,85.0,3971.01
64454,261,27.6,126.0,6248.78
57403,90,8.7,38.0,215.7
69623,621,10.2,75.0,584.85
114576,125,11.2,59.8,602.48
71777,491,5.3,30.0,90.02
34053,107,6.4,61.0,248.37
108018,202,10.2,47.2,375.14
131285,105,8.9,60.1,311.32
41172,107,1.2,15.0,2.66
113701,131,9.9,51.6,433.08
108377,122,33.0,106.5,9211.17
79137,110,16.7,100.0,2513.62
66879,802,9.6,57.0,640.82
111797,95,6.8,31.5,129.1
81953,42,7.1,27.0,118.27
58965,694,9.5,60.0,475.81
105050,111,13.1,69.0,1160.5
87082,121,9.1,46.0,388.3
80458,94,6.3,56.6,150.47
129836,126,10.7,36.0,447.54
132405,375,6.1,45.2,174.27
76447,263,12.7,57.6,841.73
76099,370,5.3,37.0,130.57
90002,743,14.0,68.3,819.01
123040,316,7.9,57.5,324.19
70781,132,6.9,43.0,192.28
106949,122,12.6,35.5,429.01
130460,110,7.7,59.7,209.34
80487,95,6.4,53.8,151.17
1842,131,9.6,80.0,630.03
101705,19,3.1,23.6,18.61
88899,125,7.2,50.4,196.51
12235,131,9.3,57.3,422.2
73950,521,6.7,44.0,231.42
103224,15,13.9,56.8,749.79
10656,131,7.3,42.5,180.62
29800,611,12.2,84.9,1052.99
20565,621,19.2,109.9,2737.4
9816,202,7.5,44.6,218.91
101014,242,2.0,12.1,8.42
126624,132,4.3,28.0,59.5
123924,812,10.5,62.3,703.65
86564,122,20.1,65.4,1977.51
96278,125,10.9,87.9,692.71
91037,105,11.7,58.6,515.68
51276,731,15.3,85.0,1453.82
51252,825,6.9,50.0,316.66
9698,17,2.3,15.9,8.99
32942,12,12.1,64.4,654.41
63999,835,7.3,50.0,310.94
16821,827,8.7,51.0,437.67
57543,370,8.6,84.0,581.75
39773,694,13.0,55.0,784.84
98327,806,10.9,69.7,1048.72
98091,318,5.5,57.0,202.19
129466,202,9.4,66.0,531.71
126343,131,18.0,88.2,2463.58
75834,531,16.9,89.0,2243.54
44412,121,9.7,65.0,623.35
133244,129,17.0,45.1,1117.75
91383,743,12.8,90.5,878.89
78112,122,12.8,80.0,902.95
56517,129,1.2,11.0,2.08
10854,131,5.0,42.9,69.39
42378,111,4.0,29.0,45.87
129185,202,6.9,51.4,193.31
32889,833,15.4,57.5,1751.25
126021,131,6.4,46.8,147.75
36457,838,2.9,21.0,27.88
77815,93,12.0,67.0,631.99
99446,91,13.2,73.0,785.88
61968,802,14.4,56.5,1264.38
27695,131,17.2,85.8,2189.61
72924,400,5.7,35.0,107.05
78007,122,15.8,58.0,1176.23
98733,540,16.5,94.4,2709.31
105752,131,15.5,95.0,1961.64
78659,122,23.1,133.0,4674.04
6676,97,8.1,58.5,304.3
90232,746,13.3,75.1,793.08
22410,901,20.4,92.4,3196.27
75228,762,7.5,69.0,340.36
136923,131,6.0,48.6,132.1
115990,822,9.5,44.7,477.73
69738,132,6.0,61.0,205.24
84007,242,17.1,74.0,1136.26
52251,121,13.1,62.0,1090.62
1114,117,41.7,113.7,12690.92
40918,827,14.6,52.0,1152.28
128976,202,5.1,58.5,87.49
61983,999,5.5,44.0,126.83
19868,837,21.0,85.5,3523.6
26933,132,9.9,76.7,683.7
81488,835,15.2,63.0,1511.78
129469,202,6.5,53.0,186.16
107977,15,22.8,92.0,3005.28
104756,15,25.0,122.1,4860.62
59575,131,6.7,48.0,169.52
72616,132,3.4,26.0,33.58
31700,121,10.0,70.2,715.34
79293,94,17.5,85.0,1870.59
58342,129,17.3,57.0,1111.08
107892,15,30.1,98.4,5604.88
14933,621,24.0,147.0,5573.7
129870,126,8.7,49.0,331.16
8796,318,12.0,81.5,1545.85
80001,12,5.4,35.8,65.72
103697,15,15.0,74.7,1112.55
106583,122,22.3,78.9,3144.74
112746,111,6.9,42.0,177.45
86874,122,10.5,53.0,418.23
19947,110,19.5,66.1,2301.63
82185,42,11.2,98.2,1052.58
81001,94,6.3,47.4,131.82
90384,833,6.0,50.0,175.52
94757,202,3.2,24.9,22.53
14411,694,4.7,40.0,73.78
123894,131,14.0,94.7,1594.53
12639,131,4.7,36.9,57.16
35623,111,12.9,80.0,1300.67
67141,827,9.9,59.0,644.96
23747,694,20.8,89.2,2903.2
79032,119,16.0,114.0,2067.55
2141,832,6.1,41.0,196.51
16716,802,2.9,30.0,29.62
130668,693,5.7,38.3,93.72
23198,110,13.6,71.5,1199.91
116463,544,1.4,18.5,4.06
95353,129,3.5,24.0,26.86
36607,800,2.6,22.0,27.26
61221,128,10.9,47.0,544.29
52537,131,16.4,92.0,2129.19
74743,621,6.5,66.0,215.43
16741,391,6.3,58.0,234.91
65903,611,8.5,72.0,440.32
35526,611,6.9,35.1,120.53
103044,20,7.0,30.3,106.81
12585,131,9.2,71.6,516.6
103514,117,23.8,115.2,4074.78
16177,611,1.0,22.0,1.48
125575,111,8.8,72.4,543.54
109301,202,21.8,119.4,4414.3
70082,132,6.0,46.0,154.11
124551,131,11.1,51.6,549.26
104578,81,5.8,22.4,60.66
56018,540,2.0,22.0,9.82
72365,132,5.5,47.0,131.37
61399,131,5.2,31.0,48.31
7776,371,18.0,94.4,3455.43
49292,837,7.5,51.0,285.94
90261,802,5.7,26.5,102.97
6802,97,5.7,21.2,60.14
45119,820,11.7,67.0,960.77
129287,202,6.3,50.9,152.06
125429,131,8.2,61.9,349.89
129926,128,11.0,43.0,510.83
30859,131,19.1,83.6,2635.43
42547,121,7.7,60.0,352.51
86899,122,14.4,47.2,738.0
55847,400,7.5,38.0,224.64
4185,97,9.2,49.0,377.89
89351,316,11.7,62.9,772.82
76746,202,22.9,144.5,5676.46
100446,108,3.1,21.8,23.74
100114,263,4.9,24.2,63.12
62913,831,9.1,68.0,594.57
24115,831,16.4,81.8,2192.08
30675,110,14.6,67.1,1302.06
51914,131,8.3,72.0,420.08
126826,746,11.2,58.3,570.86
70522,316,6.4,58.0,224.25
58208,261,35.2,111.0,9055.5
22986,370,6.5,64.7,286.16
20770,110,11.9,66.2,848.86
95993,94,3.5,32.8,28.95
70654,802,9.1,68.0,689.62
131515,837,7.1,58.5,230.4
29338,460,21.2,92.5,3103.94
118747,830,23.5,94.2,4503.82
33296,202,10.2,54.6,483.92
130666,317,6.5,59.8,155.07
21696,806,13.4,76.9,1628.19
95708,105,4.1,29.2,35.24
77100,122,5.6,18.5,38.48
95617,105,3.6,35.1,25.74
41318,111,9.9,45.0,428.3
6253,371,23.4,82.0,5366.11
66441,611,12.3,71.0,893.18
6298,371,14.4,66.0,1777.41
24332,970,16.0,79.5,1811.98
127651,131,6.7,54.2,194.31
2791,531,14.0,60.6,1776.88
32242,110,13.1,76.6,1189.93
3075,375,9.8,80.5,846.75
113062,111,5.4,47.0,110.68
86331,93,8.4,47.0,215.71
111890,105,7.3,54.1,200.79
37960,131,10.9,68.0,694.54
131893,741,8.1,41.2,182.35
89221,129,7.0,42.6,137.2
22194,802,17.0,92.9,2801.56
92760,105,5.3,51.8,85.77
93748,375,6.4,50.6,202.99
113660,131,11.1,60.0,637.12
21019,132,11.6,65.5,800.26
6118,97,7.9,56.5,285.8
67138,827,5.1,45.0,141.03
45614,111,6.1,56.0,184.86
34298,111,6.2,48.0,160.51
90732,94,14.5,72.4,1013.96
33317,93,12.4,69.0,737.02
68254,802,5.1,45.0,189.0
116344,461,18.1,76.8,1920.62
6269,371,7.4,54.0,375.38
51816,621,13.0,90.0,1087.91
97329,950,18.0,87.0,1654.77
134951,202,7.0,66.0,280.52
47135,812,5.7,37.0,126.69
7096,97,7.6,60.5,259.19
50538,131,10.4,42.0,391.44
107073,122,23.1,55.7,2414.64
137050,922,4.8,32.3,75.51
86446,93,14.5,68.0,938.28
10708,131,7.4,40.5,176.72
104889,121,19.6,83.6,3263.6
25876,827,12.1,80.2,1232.33
127404,131,6.9,56.8,218.75
46601,970,14.2,69.0,1254.37
39399,111,10.3,45.0,465.32
42812,111,11.1,69.0,829.58
58267,126,13.1,72.0,1121.29
135365,202,5.0,56.8,83.44
49667,131,8.0,70.0,377.41
8159,371,18.7,74.7,3291.62
39690,111,8.6,71.0,507.7
93126,125,6.5,37.4,113.22
93111,125,6.3,34.2,107.37
52402,131,5.6,40.0,86.82
33851,111,8.3,65.0,429.81
102942,20,14.8,60.4,854.34
109838,97,4.6,32.7,54.44
5102,531,15.5,78.3,2629.17
99428,91,13.7,69.4,822.96
107194,122,25.1,91.0,4573.74
132378,741,12.7,76.2,973.88
2980,97,8.2,47.7,274.58
42364,111,8.3,41.0,264.17
37128,222,14.4,83.0,1261.6
103723,20,16.6,93.8,1801.88
49133,110,10.3,44.0,421.01
125886,131,4.1,26.1,41.04
27236,330,11.3,70.5,578.74
82952,264,13.3,63.0,834.38
84844,108,10.5,56.7,555.77
74770,316,5.8,44.0,142.83
98944,400,9.9,76.9,895.75
26724,316,14.6,88.4,1486.8
63987,762,2.4,33.0,13.18
58885,131,16.0,69.0,1534.15
72272,832,7.8,58.0,393.07
119491,621,11.7,65.4,662.33
24743,621,7.6,69.0,305.86
22086,400,19.6,102.0,4149.61
60239,131,18.2,93.0,2651.15
73804,132,5.8,36.0,111.65
110851,802,13.2,68.5,1089.97
101814,108,3.1,28.0,23.74
16927,611,16.7,88.0,1991.99
23458,131,14.3,67.6,1198.65
61598,131,8.7,51.0,324.79
47399,131,8.8,51.0,332.9
90314,809,9.6,72.7,696.61
80277,743,13.8,83.3,988.33
29355,460,22.3,77.6,2884.45
8964,531,17.0,73.5,2980.23
83688,263,16.5,76.0,1550.39
60348,611,1.5,20.0,3.93
118753,837,20.9,82.0,3222.99
76876,242,17.1,81.3,1275.36
124553,131,8.7,70.6,454.47
32123,131,2.8,23.9,16.3
130579,693,11.7,79.7,596.05
105801,202,3.2,25.6,22.53
41449,694,9.5,44.0,346.14
128372,122,10.2,55.7,413.28
29920,131,20.2,90.3,3175.91
74146,901,7.5,55.0,305.82
76165,202,11.0,88.5,887.95
83978,242,24.2,88.0,2618.49
81053,105,5.8,43.4,94.57
135310,202,4.1,54.5,40.94
24228,131,5.8,56.6,145.77
39344,111,3.5,21.0,33.15
116307,611,15.6,80.9,1607.04
99729,621,11.4,88.0,838.47
62696,128,10.9,38.0,448.97
93222,125,10.2,75.9,518.42
80554,125,7.8,56.1,264.63
45449,111,10.5,81.0,869.14
75266,901,5.9,38.0,132.5
24465,131,9.9,62.9,527.67
116915,211,255.1,336.3,1066745.59
6274,371,13.0,63.0,1396.06
26345,131,10.0,62.5,535.3
113020,111,8.6,63.0,448.56
19246,400,14.0,69.0,1464.92
100999,19,4.8,32.8,54.51
82553,263,9.9,86.9,669.48
28558,131,20.3,85.0,3026.3
31128,129,17.5,88.5,1697.11
44660,316,1.1,16.0,2.89
100015,621,9.1,97.0,612.38
136316,371,20.3,50.9,2691.31
66110,131,6.4,48.0,152.15
106626,122,36.2,117.0,12146.85
14283,540,1.3,26.0,3.38
56421,832,10.2,71.0,801.24
46675,131,9.1,66.0,465.3
81713,318,10.2,60.0,832.09
124490,131,6.7,53.1,189.91
38680,121,11.9,77.0,1111.06
16538,691,7.0,60.0,270.24
15691,740,1.8,23.0,6.46
45860,111,4.7,34.0,67.91
43565,694,1.1,12.0,2.04
27715,222,13.8,50.8,748.58
29532,822,23.8,101.8,5602.29
120707,131,16.0,100.0,2197.52
14564,802,5.8,52.0,257.76
18173,131,8.2,56.0,315.07
121012,131,15.5,64.5,1348.42
68728,806,9.1,51.0,527.76
46239,131,8.0,44.0,231.14
96573,129,19.0,96.0,2167.06
41793,316,7.3,45.0,220.57
65062,131,14.2,67.0,1171.59
122942,261,14.1,82.8,1100.69
20281,833,12.7,97.0,1654.5
95754,105,4.3,27.9,39.54
98703,651,10.9,92.0,872.54
14721,611,5.3,55.0,114.59
130892,371,8.4,68.6,489.35
19578,544,34.9,105.3,10956.41
76161,202,19.6,105.5,3095.44
49898,132,5.5,45.0,125.6
26212,111,12.7,60.4,956.73
122322,121,14.2,79.8,1638.35
114771,108,4.8,39.7,68.7
88155,742,23.2,91.5,3206.66
100986,19,3.9,28.8,32.7
31483,122,7.3,41.5,146.69
49586,131,6.0,42.0,110.74
102980,15,27.0,112.5,5203.96
92003,68,6.3,33.9,107.38
115277,131,5.0,28.5,36.44
119552,835,11.1,45.9,639.91
101793,108,2.0,21.5,8.2
130842,804,16.7,83.8,2319.95
112663,111,6.2,47.0,156.57
123756,131,14.9,92.4,1763.99
114106,111,3.6,30.8,35.5
38617,115,9.0,46.2,323.16
136719,131,8.0,49.9,264.33
87475,93,9.5,67.7,393.73
2286,802,3.2,29.0,37.6
3040,97,12.2,73.8,809.48
43670,111,13.9,67.0,1271.13
135065,202,9.4,78.0,630.16
44282,111,7.3,42.0,202.49
54419,131,6.3,54.0,167.84
30928,400,15.1,84.5,2078.59
88603,105,5.6,52.2,112.58
68989,316,10.2,54.0,486.51
104736,15,17.0,113.7,2146.76
65840,131,8.1,65.0,358.67
117228,202,6.1,44.6,131.28
109615,15,3.6,15.0,26.86
134030,317,2.7,29.1,23.34
105028,111,3.8,32.0,40.49
110074,802,6.5,37.0,196.64
813,541,21.2,104.7,3180.41
38995,838,9.8,47.0,579.12
114136,131,5.1,44.1,76.33
127814,131,9.2,68.9,497.0
63459,835,9.0,47.0,435.11
101685,19,1.6,12.2,3.75
59935,611,11.6,60.0,672.9
107818,15,9.8,51.0,315.01
105204,111,6.5,39.0,140.83
93836,375,13.5,73.1,1025.59
97401,950,22.0,99.0,2706.82
17788,110,12.5,77.0,1087.97
67931,131,6.4,61.0,199.75
130450,975,7.1,53.2,166.46
102132,108,1.9,23.2,7.25
33494,73,21.0,98.2,2991.6
118946,802,19.0,96.4,3588.3
40147,835,7.7,47.0,322.81
90081,746,12.7,75.1,739.26
97107,950,23.0,95.0,2842.56
112927,111,8.0,55.0,333.16
15737,827,1.1,18.0,2.91
129208,202,20.4,129.0,4091.03
123474,131,8.6,46.6,288.29
72804,400,15.5,80.0,2069.69
114580,125,9.9,47.0,415.92
23224,611,19.0,93.0,2698.35
50090,128,8.8,56.0,401.07
78555,15,4.0,27.4,34.8
117158,202,9.3,66.4,523.69
91261,375,10.5,77.9,704.51
96457,105,8.0,40.1,163.97
3922,375,5.4,47.0,117.53
32517,202,38.9,145.2,14216.15
118286,212,86.2,212.3,72929.88
33198,951,18.6,82.6,1547.34
44803,812,7.9,52.0,342.76
15550,221,7.5,72.0,363.59
73182,832,6.1,36.0,145.5
90788,95,10.2,54.9,404.61
47752,131,7.2,31.0,122.12
74129,833,3.2,33.0,39.51
76507,263,11.7,82.8,1043.78
109719,202,13.1,83.3,1261.35
28033,111,14.0,85.4,1634.67
128709,202,9.8,48.8,390.41
117145,202,9.3,45.6,355.54
94507,972,11.4,72.4,767.62
131684,68,12.2,45.0,551.67
127068,131,7.0,48.7,190.7
88748,105,8.8,46.9,280.76
84071,202,8.8,30.7,221.52
111848,125,5.9,44.6,124.42
81695,316,11.4,67.0,910.53
94113,746,9.9,73.6,462.34
123731,827,8.3,45.1,353.93
8107,371,18.5,82.1,3417.59
124350,131,6.8,42.7,153.68
28392,611,7.9,69.0,363.05
108189,202,26.7,94.0,4866.04
18057,131,15.5,88.0,1820.9
113775,131,4.4,38.8,48.71
58768,131,7.1,54.0,220.69
33204,951,8.9,44.4,234.74
35594,825,15.0,73.0,1772.52
64861,131,7.9,49.0,252.15
41685,222,1.1,12.0,2.83
58733,111,7.4,50.5,255.97
9697,17,1.1,8.9,1.57
82030,42,10.2,50.0,447.97
35977,970,16.8,70.0,1754.47
105960,131,4.6,21.7,54.26
75548,123,7.6,41.0,265.96
65347,131,7.3,48.0,206.55
105289,111,6.2,53.0,180.2
30828,110,15.8,89.6,2021.43
50196,68,8.8,42.0,304.91
106751,122,19.0,75.1,2017.5
103687,122,15.8,78.2,1386.38
75556,123,9.7,43.0,443.28
129675,202,26.6,142.0,7335.42
17951,131,14.0,65.0,1105.49
30989,812,15.5,77.2,1800.45
19363,541,13.6,89.0,1585.31
42672,316,5.2,31.0,82.43
26995,802,8.5,71.0,638.37
69325,400,4.9,50.0,102.37
14340,540,3.6,37.0,42.23
17764,110,13.1,64.0,998.34
54593,460,14.4,68.0,1115.36
78169,122,14.0,84.0,1126.83
133817,602,10.7,64.9,711.0
87036,121,11.5,88.4,1188.36
34150,121,8.0,49.0,307.96
35872,111,6.1,44.0,139.06
30883,131,11.4,71.2,796.33
78453,15,13.3,62.8,894.38
41889,400,13.3,72.0,1384.43
136774,131,8.0,65.8,353.78
76973,263,15.8,124.5,2797.42
45882,121,9.2,75.0,645.73
101670,93,3.6,28.1,23.58
75105,531,6.8,61.0,302.17
11247,131,4.9,29.1,63.24
18189,131,14.5,74.0,1345.7
70032,802,4.1,40.0,68.64
125868,131,3.5,37.9,27.97
37847,827,1.3,26.0,4.33
71597,802,3.7,32.0,53.49
88817,105,11.1,62.6,494.36
124752,372,12.9,79.4,1585.07
73957,731,12.9,64.0,844.57
127525,131,5.4,49.1,102.61
74352,806,7.2,42.0,280.1
100984,19,1.7,12.9,4.33
126527,108,20.0,101.0,2820.71
113009,111,4.9,36.0,75.15
90593,972,11.8,64.5,659.5
133499,602,17.2,85.9,2168.96
30683,110,14.2,69.9,1280.78
46441,835,5.1,42.0,126.63
70629,400,2.6,28.0,21.99
4365,318,5.7,52.0,231.17
22441,110,19.9,73.5,2653.69
55104,110,5.7,39.0,97.15
75579,126,7.6,30.0,150.34
73875,832,10.6,49.0,593.54
20743,837,18.5,81.9,2643.28
72897,261,6.7,43.0,130.73
40766,121,6.3,54.0,198.22
88926,125,9.2,55.4,330.25
15463,835,5.9,42.0,170.24
97633,371,25.8,82.3,5411.5
42892,827,9.6,55.0,567.62
23110,129,20.4,80.1,2094.83
45187,111,10.1,72.0,714.19
53850,540,2.0,21.0,9.82
61925,611,14.7,63.0,1117.03
13458,540,2.1,27.0,11.09
54135,110,6.5,49.0,173.22
28358,121,15.8,84.9,2153.79
89753,375,9.3,64.3,457.3
26416,131,12.5,63.4,857.19
96720,371,14.1,78.7,1538.64
41587,111,6.1,47.0,150.51
83159,42,7.4,42.6,201.2
108090,202,7.2,41.6,167.52
113113,111,5.6,37.0,89.17
97257,950,26.1,97.0,3706.95
35824,111,8.0,67.0,410.29
109560,122,7.3,42.5,149.78
46394,131,7.4,37.0,159.78
134877,202,19.3,126.6,3786.1
95118,105,3.1,39.0,17.95
104412,122,11.3,87.1,742.09
44856,121,13.7,76.0,1454.25
70869,802,17.0,73.0,2214.84
29333,460,19.4,70.2,2008.38
31548,121,19.2,94.7,3533.31
106377,122,7.7,35.0,143.52
3315,375,12.9,71.0,1388.95
36028,111,6.5,47.0,175.31
69899,132,11.5,49.0,601.93
35612,838,33.1,84.0,9847.92
120072,975,14.0,85.0,1305.88
20692,835,18.3,76.0,2616.38
24731,611,15.7,95.0,1909.08
32478,122,14.1,53.3,759.74
62738,131,18.8,92.0,2799.84
76138,833,9.7,60.0,643.26
134195,762,20.8,106.6,4352.88
126917,108,7.1,63.3,270.82
628,125,13.2,53.5,643.95
66428,611,8.3,63.0,363.04
87779,122,16.6,91.4,1860.21
31111,129,3.0,16.9,18.5
63173,813,10.1,52.0,675.86
76397,202,13.9,126.5,1988.67
69873,110,8.0,54.0,303.37
74666,132,8.2,37.0,236.53
23413,131,13.8,60.6,1003.27
97422,950,19.8,87.0,1971.37
3537,97,5.6,45.7,109.96
23192,110,14.9,67.0,1354.75
122454,611,8.0,36.1,177.6
132146,241,3.8,19.6,31.99
54207,131,19.2,92.0,2920.54
92481,837,19.8,74.9,2831.01
55250,831,7.2,48.0,266.06
83484,263,14.4,76.0,1191.97
31420,202,5.0,34.3,50.84
68609,621,9.0,65.0,397.68
12760,131,5.1,35.5,55.9
69442,540,14.8,67.0,1305.6
18949,131,11.7,85.9,1009.88
43589,111,5.0,39.0,69.03
122604,131,14.4,65.9,1186.08
70652,802,14.6,61.0,1397.07
125675,131,6.2,48.8,143.74
124380,131,6.6,46.1,156.26
15301,694,14.6,81.0,1377.07
14599,611,16.8,92.0,2105.97
3220,97,8.7,42.0,304.7
81321,400,10.6,52.2,710.64
90867,105,7.3,40.6,156.1
8380,371,18.4,71.4,3078.56
57453,371,8.3,64.0,482.33
116789,12,4.7,36.8,52.22
54961,316,5.3,40.0,110.55
63070,68,7.4,36.0,193.6
112329,121,2.0,23.0,8.52
9484,746,1.7,17.3,5.65
136574,131,8.9,54.0,361.85
7220,371,17.4,73.9,2820.72
125630,131,5.0,42.9,69.39
15715,316,1.1,24.0,2.89
107886,15,18.8,73.0,1636.61
26812,832,9.5,68.5,675.94
113008,111,6.0,38.0,111.25
42955,111,8.1,55.0,342.26
117102,202,7.2,48.8,220.09
18218,110,5.5,46.0,108.55
26522,831,16.5,73.7,2000.87
42199,111,4.9,43.0,75.15
55360,540,21.0,94.0,3527.07
129478,202,6.4,70.0,237.18
118848,621,14.2,98.5,1396.74
131590,835,10.5,56.3,616.68
104728,15,25.0,123.6,4921.62
91297,741,7.3,66.9,223.25
115583,746,5.8,51.3,130.38
121484,131,6.0,48.7,132.43
25225,129,20.6,90.4,2388.5
6962,318,10.8,67.0,1062.78
46645,832,13.0,74.0,1309.75
110212,830,22.7,127.8,4153.08
82007,42,6.8,34.8,136.31
16730,802,7.6,63.0,471.93
84939,108,12.7,81.0,1069.12
59964,694,11.3,65.0,717.82
106207,122,13.5,58.1,789.19
106834,122,10.2,64.9,489.08
22311,400,17.1,89.0,2783.45
129917,128,13.4,41.0,717.33
53686,132,3.6,39.0,38.6
112247,132,1.7,17.0,6.21
60404,831,23.0,60.0,3111.67
115040,122,14.7,48.7,765.46
100518,108,1.7,14.6,5.54
41175,111,9.3,55.0,459.91
112639,111,5.9,49.0,145.83
135429,202,9.5,83.5,689.36
73470,68,7.3,36.0,188.9
41223,121,9.3,43.0,379.85
33285,202,11.2,63.8,680.33
54035,611,9.7,66.0,521.47
82338,263,15.5,106.2,1922.0
62911,831,8.5,61.0,468.12
72895,261,2.4,15.0,10.32
39478,111,4.5,32.0,61.09
32493,15,15.2,65.7,1016.03
5405,318,19.1,90.0,4130.86
8503,531,18.2,75.9,3489.78
118939,531,17.5,67.1,1835.14
28796,812,10.2,70.4,752.94
6337,531,14.2,73.0,2090.66
33251,202,11.1,69.7,740.0
65818,131,10.6,71.0,684.73
4319,97,9.2,65.5,416.09
37533,131,17.0,107.0,2649.88
110516,110,14.5,65.8,1106.19
96595,129,12.6,75.0,757.8
100913,93,2.8,20.9,13.31
43616,111,14.3,74.0,1482.92
26413,131,21.4,89.9,3550.41
87407,15,13.4,77.5,949.75
129942,128,11.1,43.0,519.81
48931,621,10.8,80.0,696.12
83075,98,27.3,133.8,5739.99
46438,820,27.9,91.0,6504.18
92437,835,17.2,54.3,2036.5
79776,762,13.0,93.0,1637.28
113472,131,3.9,38.3,36.36
111502,972,1.9,25.3,7.4
95258,125,4.0,24.0,37.1
106097,129,9.9,66.0,432.45
54265,400,10.2,75.0,863.28
16864,611,5.1,55.0,103.82
116814,121,6.0,51.6,166.77
68814,832,16.6,64.0,1803.82
21317,400,12.7,71.7,1260.63
100994,19,3.7,26.2,28.73
39620,835,7.7,35.0,236.88
7296,371,22.0,69.0,4244.35
91982,68,5.8,32.2,87.57
112538,111,4.2,41.0,51.65
78963,122,9.5,47.0,307.73
13207,131,8.6,50.6,314.17
20643,812,22.9,77.5,3817.02
62569,121,15.7,69.0,1739.6
107979,15,17.1,82.5,1519.95
9118,541,3.2,44.0,31.52
93875,742,20.2,82.8,2112.3
34021,827,12.7,74.0,1245.27
83542,42,9.2,54.0,397.53
119742,132,20.2,82.5,2952.43
76867,242,7.7,57.1,209.73
60292,131,7.2,39.0,158.85
20738,837,20.8,85.7,3466.83
103919,15,11.5,55.6,506.98
92793,105,8.0,57.8,238.57
98406,400,8.5,84.0,789.64
47104,131,13.8,76.0,1249.8
89810,543,18.2,78.4,2043.48
96616,129,21.8,100.0,2868.08
107736,15,18.0,61.5,1275.64
123146,110,16.0,66.5,1553.16
71589,802,16.4,65.0,1848.9
23073,110,13.3,59.9,965.31
72550,132,2.9,27.0,22.8
53710,602,14.3,58.0,897.07
110569,802,11.4,72.1,762.61
18153,131,13.8,70.0,1153.75
67123,802,10.0,58.0,699.84
33492,202,7.6,37.3,184.89
78690,202,14.6,90.0,1597.94
130535,543,7.5,52.2,204.23
112694,111,6.2,52.0,176.26
90587,972,10.0,62.5,447.69
128519,202,6.5,40.1,130.91
34255,111,5.9,55.0,167.32
83983,242,26.2,107.0,3682.64
101122,19,4.6,44.7,49.08
74204,126,5.1,34.0,68.17
85196,93,18.4,75.2,1820.15
75699,129,9.1,49.0,285.35
50441,128,1.4,11.0,3.87
70460,833,11.0,70.0,941.92
23993,121,14.9,80.5,1819.13
80127,316,15.9,81.3,1625.12
107911,15,18.9,86.0,1933.23
96317,125,10.0,66.0,460.17
94920,105,3.4,38.4,22.43
8516,531,18.9,71.2,3560.56
126935,108,4.7,21.8,65.27
57958,832,5.7,45.0,163.07
121035,131,8.3,55.1,318.0
121448,131,17.0,97.1,2411.21
112442,121,1.4,12.8,3.59
129796,202,8.0,61.0,351.06
133892,12,12.7,58.4,701.62
69548,110,5.9,52.0,148.23
28284,693,16.1,75.0,1483.28
64868,132,7.7,57.0,317.86
106678,122,24.6,94.0,4534.04
49462,833,10.7,68.0,871.97
118622,131,13.9,74.1,1237.29
97467,105,10.0,67.0,464.52
129830,126,15.3,48.0,1096.79
128240,131,9.5,57.5,442.87
128672,202,7.2,53.2,221.19
113418,131,6.0,54.3,150.55
115932,746,6.0,71.5,170.87
91765,802,28.2,64.9,5541.03
40037,121,9.2,68.1,586.58
57362,833,11.3,86.0,1197.52
4678,371,14.9,67.1,1954.57
86482,93,9.3,42.7,245.87
23431,131,16.5,92.4,2164.4
107115,122,25.2,71.6,3656.86
30188,131,14.1,62.3,1076.47
128621,202,8.6,98.5,609.13
74365,832,16.6,60.0,1694.06
38267,121,10.5,77.0,864.54
32424,202,16.4,89.1,2016.09
44580,111,8.8,68.0,509.53
119949,802,14.3,89.3,1946.43
76547,202,6.5,59.5,192.64
58231,531,10.2,60.0,638.93
17246,111,7.8,59.0,339.77
91424,746,9.6,61.1,368.76
81087,129,7.5,23.1,114.9
111127,375,11.0,60.8,890.71
103270,122,25.9,101.2,5022.86
83757,42,21.0,82.0,2651.65
112377,131,3.2,27.6,22.52
15723,611,1.4,19.0,3.32
92942,125,5.9,37.2,105.53
128005,131,10.1,64.2,561.19
117091,202,13.2,82.0,1258.81
109150,202,24.1,104.7,4517.62
89840,743,7.5,68.2,260.33
108471,122,19.2,47.5,1447.25
5013,371,13.4,82.0,1791.03
7989,371,19.2,78.3,3563.3
82038,42,5.0,30.5,47.12
44123,653,1.6,19.0,4.85
57617,833,13.7,67.0,1335.62
26458,827,21.9,95.9,4338.16
20167,802,12.2,82.2,1336.55
132478,621,15.1,68.9,1429.81
12047,131,9.0,69.8,481.21
64714,110,11.5,50.0,600.8
97568,105,10.0,60.2,459.55
