,SPCD,DO_BH,HT_TOT,TT_DW_CRM
29240,121,6.4,46.8,173.72
10576,131,4.7,37.5,57.16
38089,121,8.4,43.0,298.13
94726,999,1.1,10.8,2.04
22059,131,14.6,77.6,1428.85
25783,731,13.2,84.6,1121.27
35821,111,5.0,44.0,82.11
53677,132,7.9,46.0,271.12
29620,970,26.1,92.0,5374.24
74249,832,7.0,35.0,186.65
134336,802,25.8,100.0,6415.84
117806,999,3.8,20.3,43.51
11922,131,10.9,83.6,852.03
70842,611,8.5,45.0,262.27
101381,747,2.3,29.8,6.64
19741,131,8.0,68.0,366.16
116075,831,17.0,94.8,2716.99
119454,833,11.2,77.8,1072.87
133221,318,25.6,78.1,5570.43
70576,802,18.0,86.0,2895.71
76985,263,11.8,95.0,1224.06
114102,111,4.9,37.3,75.15
84060,202,7.8,29.5,160.28
34445,121,10.5,63.0,709.39
119368,835,14.0,58.6,1232.23
130689,602,16.7,69.8,1523.61
56285,531,16.0,81.0,1857.62
52922,68,9.5,44.0,341.84
32451,108,13.3,65.8,873.19
15192,837,13.7,85.0,1540.16
106112,129,17.5,114.0,2150.93
60005,111,6.0,46.0,140.84
98251,651,11.4,60.0,727.79
129053,202,16.1,106.9,2189.21
6865,97,6.5,50.0,172.5
70689,833,9.4,72.0,726.92
69145,68,8.2,50.0,312.67
110125,833,9.2,30.0,474.24
130353,123,9.7,46.0,469.76
19298,531,14.0,70.5,1284.96
20067,400,6.8,68.3,355.2
18542,110,18.0,81.0,2381.33
90754,95,9.6,48.8,315.27
42034,121,4.4,52.0,57.84
96203,125,13.6,95.0,1175.13
89990,743,12.7,84.5,821.77
123044,611,8.0,65.0,348.69
107611,122,18.5,56.2,1447.21
66619,131,14.7,83.0,1546.48
52583,131,13.7,81.0,1310.5
125444,131,6.9,59.2,228.91
70838,540,4.0,31.0,54.85
135713,202,16.3,121.8,2714.42
21454,820,10.4,49.0,574.77
79554,531,18.2,84.0,3223.37
123209,316,6.8,54.1,263.0
91944,68,8.6,34.2,232.26
78713,202,12.0,79.0,978.68
94233,802,12.9,59.9,915.16
4272,97,4.9,48.5,63.02
88639,105,6.4,48.5,117.18
89564,318,6.9,67.3,338.21
508,125,8.5,70.1,348.57
68091,611,12.9,62.0,854.05
26830,832,17.7,97.9,3088.95
135949,202,15.5,119.6,2439.89
6818,97,7.1,54.2,219.52
40551,540,10.6,58.0,608.28
92119,68,9.5,38.3,297.35
87170,110,11.3,59.9,692.18
49370,131,6.1,42.0,115.49
32057,131,1.9,19.8,6.41
15267,621,14.4,93.0,1355.97
73279,400,9.7,35.0,352.17
2518,375,10.3,80.0,869.35
70209,110,11.3,63.0,727.5
24147,110,9.2,69.0,522.43
31319,202,17.5,102.0,2597.3
59836,111,5.6,33.0,76.2
74195,126,9.8,48.0,441.12
28921,121,6.7,63.6,275.82
63622,131,5.6,39.0,83.98
74127,833,7.0,75.0,444.87
65590,131,10.0,70.0,599.32
21069,806,19.8,81.5,3610.69
107616,122,21.5,74.5,2765.58
131736,122,10.1,46.7,388.2
119741,132,11.3,66.8,774.81
73657,318,10.0,53.0,561.61
83841,98,25.0,124.3,4494.26
75777,806,10.8,66.0,939.68
35982,107,7.6,47.0,272.17
52259,121,11.7,63.0,882.38
4656,318,27.2,94.0,8582.11
43234,800,1.7,17.0,9.71
94435,837,22.3,68.0,3348.15
59499,111,6.3,29.0,89.64
8777,318,19.0,86.3,3989.4
108394,122,26.2,101.4,5535.31
33765,95,8.6,53.4,293.03
74438,316,1.8,13.0,9.01
86425,93,13.2,83.1,941.73
103736,20,10.9,48.7,393.22
53970,806,9.3,60.0,646.71
70205,110,10.1,65.0,596.22
68725,802,6.8,48.0,306.9
328,125,10.8,68.2,567.38
5743,371,23.1,79.0,5154.78
107483,15,26.5,104.0,4977.42
122882,837,14.1,65.2,1234.13
65425,820,8.8,61.0,522.73
101138,263,4.0,36.0,38.26
94744,202,2.8,20.0,16.36
40973,800,5.6,23.0,73.0
86176,122,5.5,50.0,86.53
110417,110,12.5,61.0,751.65
104732,15,18.1,104.9,2228.28
65089,621,10.1,57.0,433.93
108170,202,6.0,30.3,90.68
43630,111,6.4,45.0,160.6
79312,125,11.5,79.0,764.37
48687,835,6.2,42.0,187.89
45571,762,2.0,19.0,8.4
60897,762,5.9,43.0,124.23
132974,43,10.0,51.2,306.56
4293,97,8.0,55.5,284.03
108235,202,22.9,69.0,2673.03
50506,121,3.3,19.0,28.74
25193,837,16.0,85.1,2075.74
54873,110,6.5,47.0,165.39
8395,371,16.6,89.2,2902.63
129784,202,15.1,114.0,2222.7
89039,125,6.4,46.6,139.54
47033,802,2.5,25.0,20.67
101166,93,2.5,14.4,10.31
44646,121,15.6,73.0,1813.62
94092,746,9.1,66.7,354.1
72324,131,6.8,50.0,183.71
74437,316,6.3,44.0,165.51
37285,111,5.7,40.0,103.72
80474,95,6.7,50.5,168.1
68468,110,8.5,40.0,253.3
116244,742,26.1,137.9,5934.38
48668,621,11.5,77.0,749.75
122633,404,14.0,91.5,1884.53
20825,400,15.4,90.6,2315.03
36100,131,11.9,80.0,974.33
118754,837,22.0,89.8,3640.96
13858,833,7.0,71.0,421.23
95684,105,4.5,27.2,44.14
104190,20,16.8,89.3,1722.25
91452,746,11.0,74.1,570.22
78622,122,15.0,85.0,1300.65
80741,375,12.8,65.5,961.02
123023,318,20.5,92.7,4102.5
4874,371,16.0,75.0,2388.66
70294,832,16.4,67.0,1843.11
123857,611,7.2,37.0,143.22
13462,540,1.6,23.0,5.65
54814,621,7.7,82.0,375.84
130002,128,6.7,44.0,172.9
11699,110,6.1,54.0,167.03
29268,121,18.3,75.5,2578.78
133516,407,14.4,78.8,2341.64
37209,838,12.1,62.0,1089.73
111094,316,10.5,58.5,760.47
79494,371,15.4,74.0,1878.83
105334,111,8.9,66.0,505.94
122324,121,13.9,88.0,1727.09
136695,131,7.8,59.7,302.44
93024,125,5.1,50.0,83.16
63898,110,7.1,42.0,178.72
129814,126,11.8,48.0,634.56
130113,107,6.2,41.0,152.29
4906,371,19.6,76.0,3631.33
102721,20,20.3,67.5,1682.31
105544,131,6.7,56.0,201.51
71522,132,8.1,45.0,279.19
36448,827,4.0,37.0,65.45
30853,131,20.0,81.6,2824.31
106675,122,36.8,105.3,11334.94
95803,105,4.2,32.5,37.36
77407,122,7.2,39.6,138.02
125470,131,5.4,44.5,90.43
70800,132,7.0,56.0,257.61
66085,837,19.8,72.0,2655.84
79272,94,15.4,91.0,1430.19
82200,42,18.4,87.0,2235.6
37777,121,8.0,56.0,355.85
31389,122,9.9,52.2,372.1
45112,611,12.3,72.0,905.87
93428,316,11.7,64.1,690.31
54161,131,13.1,86.0,1269.68
80523,105,8.0,39.1,170.02
11750,110,5.2,42.0,84.07
65426,820,8.8,54.0,461.93
121547,827,14.8,104.3,2264.53
59732,131,6.4,34.0,100.88
112941,111,3.3,24.0,28.74
14077,827,4.1,44.0,69.5
123438,131,5.8,36.9,86.0
60090,611,3.0,33.0,21.68
17364,121,16.2,71.0,1904.17
126568,126,16.2,68.3,1617.03
963,318,14.7,76.3,2073.43
6811,97,4.1,31.5,41.72
112612,111,3.0,27.0,22.79
114274,131,4.5,32.9,51.44
132684,261,4.3,25.2,43.13
128072,131,10.9,52.0,533.02
29226,111,15.2,77.8,1760.49
45734,652,12.0,64.0,758.52
100448,108,2.1,20.4,9.23
88621,105,6.0,41.9,110.94
53005,611,12.0,67.0,803.33
70019,621,9.6,60.0,414.64
27545,111,11.9,92.0,1269.2
93412,316,8.9,50.5,332.54
74207,316,6.7,51.0,214.04
118949,802,16.3,84.2,2350.51
37266,107,7.4,54.0,296.66
100507,71,3.0,24.8,18.87
14805,831,1.0,21.0,2.33
49530,611,8.1,53.0,284.97
109811,743,3.7,37.6,35.62
20777,131,14.2,81.1,1410.31
104043,122,17.8,72.2,1658.76
13813,611,5.8,56.0,146.17
119452,833,11.7,70.3,1053.8
87735,93,7.9,72.0,277.49
11446,131,11.2,66.4,717.07
2344,375,6.7,60.0,282.07
32774,12,1.6,13.4,3.78
83347,98,17.4,97.0,1752.54
114032,131,5.9,42.3,107.01
125247,15,14.5,83.2,1153.24
117622,361,6.2,41.0,272.42
59302,131,8.7,62.0,397.57
103795,20,20.6,85.1,2274.12
58689,131,7.7,64.5,319.17
98810,400,19.8,87.8,4326.41
55266,970,2.1,30.0,9.48
115793,746,7.5,71.8,264.1
15838,611,8.2,80.0,459.37
49276,806,16.4,77.0,2385.11
122272,131,10.8,63.7,638.96
81253,68,11.9,41.2,518.93
17799,110,17.5,73.0,2035.57
41667,111,2.3,17.0,11.95
65946,694,5.7,59.0,174.9
80619,129,14.2,83.7,1003.6
16695,970,1.2,18.0,2.4
89127,125,9.2,36.4,229.58
31197,122,8.9,52.0,268.69
4845,371,16.2,73.2,2445.69
107192,122,26.7,98.7,5599.61
53674,132,6.9,36.0,161.1
83735,263,18.3,106.0,2623.17
9989,111,7.7,60.0,336.37
66489,806,16.8,78.0,2528.42
36889,121,12.4,63.0,991.87
101139,263,4.7,40.8,56.95
44992,820,14.2,65.0,1320.5
6912,97,5.8,38.0,108.09
72469,491,2.0,19.0,9.78
69888,110,13.2,64.0,1013.87
49980,812,6.8,54.0,268.48
136324,371,2.4,28.5,18.69
123019,318,18.1,81.3,2983.83
135806,202,7.3,71.0,333.73
54507,110,6.0,38.0,107.1
86515,93,5.0,20.0,29.4
18265,111,13.6,72.0,1304.88
95454,129,4.4,38.4,46.74
33887,111,6.3,59.0,211.44
89948,743,9.8,81.0,487.13
15654,740,1.3,18.0,3.02
125381,15,22.8,104.5,3476.72
91794,823,14.2,64.2,1170.27
51336,611,16.8,102.0,2333.35
134231,621,3.9,35.2,47.01
56629,126,5.9,26.0,71.54
78215,122,19.1,92.0,2229.77
80444,71,8.7,62.2,390.02
40056,131,15.5,75.0,1559.53
98572,951,8.5,68.6,354.65
47309,131,9.1,51.0,358.69
72411,693,5.0,26.0,56.36
38204,111,8.7,63.0,459.66
85270,108,8.2,53.6,310.52
35801,694,12.4,65.0,841.39
132766,12,5.2,49.8,81.01
51144,800,1.9,13.0,12.72
21379,621,15.2,84.7,1370.0
1644,121,3.4,28.0,30.9
57322,832,12.0,67.0,1023.1
98238,531,14.5,75.0,1902.43
109239,202,23.8,115.2,4929.12
33707,19,5.1,31.0,38.16
62833,611,22.6,108.0,4375.67
115552,746,8.4,77.4,344.03
21894,121,18.4,70.4,2437.43
61179,121,5.4,47.0,112.7
61931,621,6.1,47.0,129.49
7519,318,13.6,75.7,1878.74
57469,621,6.2,47.0,133.98
67029,621,13.5,60.0,791.5
105668,97,17.0,75.5,1565.96
6915,97,6.2,41.0,134.52
80719,318,7.5,52.3,347.74
69510,832,6.3,51.0,228.02
126522,108,10.3,51.2,408.41
76179,202,14.0,96.1,1518.09
25057,132,11.7,85.0,1039.82
76533,202,11.6,89.4,992.49
50395,111,4.7,47.0,67.91
125618,131,4.9,41.4,63.24
6595,97,10.3,56.5,471.4
92107,68,8.9,34.6,252.9
14114,491,1.1,15.0,2.23
38882,121,5.8,31.0,77.25
120157,98,15.4,86.6,1241.59
1717,121,12.9,83.0,1405.21
48729,400,1.1,14.0,2.8
95999,94,3.4,34.4,27.08
96941,371,21.7,76.0,3608.74
20507,400,12.2,67.4,1095.0
88811,105,11.0,52.2,395.41
21562,132,12.1,67.8,896.93
82992,98,16.4,76.5,1243.61
15643,740,2.4,23.0,12.75
105000,111,4.1,47.0,48.71
87484,93,4.6,34.1,41.35
125889,131,5.9,35.1,84.44
116738,122,7.9,32.8,140.03
92835,105,5.9,50.4,111.51
53717,611,4.1,32.0,47.0
93132,125,6.7,48.3,165.28
24403,802,17.5,84.4,2695.04
31445,202,5.4,30.7,61.46
22895,837,14.8,77.5,1628.9
44302,222,2.0,12.0,10.87
33880,111,7.5,54.0,283.63
24183,110,12.7,87.9,1279.41
19204,531,14.3,83.2,1555.14
62300,611,18.0,105.0,2742.03
91662,746,11.6,74.0,649.43
135129,202,12.2,85.0,1130.14
17814,110,10.8,81.0,850.87
7682,371,17.4,77.9,2900.22
116286,822,26.8,92.0,6384.15
36364,121,12.9,78.0,1322.39
83782,42,11.5,58.0,647.71
93065,125,5.6,39.9,92.11
5726,371,9.7,67.5,834.72
74568,731,10.0,65.0,554.79
111477,746,7.4,74.1,262.49
99998,621,9.7,74.0,524.23
106606,122,27.8,86.7,5353.94
91695,746,13.0,54.2,642.74
96757,371,20.0,83.3,3189.55
90736,94,8.7,51.3,283.28
107928,15,14.8,68.0,946.4
104811,81,9.2,34.7,194.97
13735,812,5.2,41.0,118.17
66649,131,11.1,81.0,856.77
56594,832,12.1,55.0,856.76
76966,263,19.4,147.5,4821.78
86398,93,8.7,49.1,242.21
73712,621,10.1,79.0,605.1
126560,123,3.0,24.1,24.76
86493,93,22.5,73.2,2420.92
129315,746,3.9,43.0,40.37
31266,15,15.6,79.0,1265.69
89601,318,10.1,64.3,619.34
48772,802,11.5,48.0,712.98
93589,318,11.6,66.0,789.42
37157,694,14.9,77.0,1362.26
57592,806,16.6,65.0,2068.3
123138,131,14.1,78.0,1338.62
9214,802,9.8,63.7,738.05
131161,261,8.3,34.6,167.2
96294,125,10.0,95.6,620.4
127576,131,9.1,61.6,434.03
92378,802,11.0,61.7,699.0
95152,105,4.8,57.4,51.6
12886,131,6.7,53.9,193.11
79411,318,14.3,82.0,2034.3
988,372,8.2,64.8,532.46
133472,804,13.9,81.1,1737.11
27815,107,7.8,51.2,313.53
117754,837,4.4,30.8,82.51
50264,731,10.7,72.0,691.52
57001,693,16.4,52.0,1084.66
105791,800,7.5,56.9,356.45
122367,131,5.2,39.3,68.77
110403,110,12.2,65.3,705.29
41080,222,4.1,45.0,54.88
77650,122,17.2,63.2,1248.39
89010,125,5.8,33.7,83.09
136839,131,8.4,56.5,334.98
35979,999,3.1,30.0,26.26
73105,837,9.8,45.0,424.95
80766,375,6.5,49.7,217.86
72200,491,1.5,17.0,4.8
21693,806,15.4,78.6,2160.52
133620,541,11.3,73.4,1123.19
59827,111,9.4,48.0,409.92
128525,202,5.5,52.4,104.32
15304,694,15.2,83.0,1515.62
104279,122,17.9,94.3,2159.17
118079,802,12.8,79.5,1413.83
135277,202,18.1,87.1,2343.73
132167,746,14.0,73.8,1157.94
23164,110,5.4,40.7,89.15
39572,131,2.8,39.0,16.3
113757,131,7.0,36.5,137.64
135715,202,17.0,115.8,2782.17
80688,316,10.7,61.6,521.75
73308,540,1.3,10.0,3.38
38980,694,2.1,22.0,10.02
22274,901,13.5,81.8,1317.21
36666,111,6.1,51.0,165.78
29429,611,19.5,127.9,3890.15
66563,802,7.2,47.0,329.97
33836,746,8.0,57.2,258.13
128560,202,6.3,71.4,213.12
45547,121,12.1,63.0,944.17
25719,611,11.4,104.5,1141.36
106226,122,28.0,112.0,6963.45
12995,131,7.0,30.6,111.98
101120,93,4.6,30.1,41.35
77877,17,8.4,65.3,365.15
71186,802,7.6,59.0,444.03
101285,202,1.0,13.0,1.55
84288,15,12.9,54.1,728.19
31762,110,7.2,56.6,254.02
4204,371,15.4,63.0,1980.05
40287,121,7.6,48.0,268.16
5106,531,15.0,84.8,2602.07
27490,837,12.4,75.6,1132.4
69839,835,7.3,58.0,363.09
131961,371,6.2,35.3,137.98
35152,111,7.9,62.0,368.08
21772,261,26.9,99.8,4770.75
135648,202,17.1,137.5,3320.2
5352,318,19.4,74.9,3794.53
106693,122,27.5,75.5,4584.45
39783,800,5.9,23.0,82.16
63790,110,13.3,43.2,703.73
131090,371,7.6,57.3,350.93
72891,261,4.0,25.0,36.09
35726,121,14.0,78.0,1557.55
38606,111,5.9,40.0,113.59
96439,12,5.5,38.0,68.25
59639,128,12.8,67.0,1032.91
40930,111,8.0,49.0,294.59
45446,111,12.0,67.0,944.03
36285,111,5.5,44.0,106.69
102039,351,3.7,47.7,38.52
62789,131,18.5,87.0,2568.63
18924,131,8.2,77.8,443.7
35700,111,13.9,74.0,1400.55
3381,97,8.6,49.0,299.86
106205,122,13.5,48.7,666.54
76786,202,17.2,117.5,2722.39
67044,812,11.9,69.0,981.13
56846,693,16.3,80.0,1614.52
87518,202,11.9,44.0,512.33
78790,122,9.7,67.0,445.86
25867,827,14.8,78.0,1719.42
64515,110,13.7,62.4,1066.76
55275,110,8.0,58.0,326.72
112565,111,4.0,39.0,45.87
23001,370,12.9,81.3,1157.56
125204,202,12.5,69.9,947.73
37153,694,17.2,79.4,1822.49
100527,108,1.6,14.9,4.78
54209,131,13.5,82.0,1287.57
50167,221,13.0,76.0,1007.75
98519,531,9.4,67.5,752.11
133674,318,14.3,86.2,1970.29
37200,827,8.7,49.0,420.39
3287,12,10.4,45.0,419.84
53925,621,10.6,99.0,833.26
105324,111,1.8,26.0,6.6
44937,111,8.0,66.0,403.86
91798,823,15.9,59.0,1319.11
84241,202,9.7,46.6,417.17
89667,371,16.3,59.7,1384.82
99438,91,10.0,72.6,453.15
22685,802,14.7,57.5,1336.58
42474,827,5.9,61.0,256.13
48288,131,9.5,62.0,477.64
94313,809,13.0,60.4,975.05
44647,121,16.6,72.0,2026.66
126693,621,7.5,43.0,179.42
25324,833,18.4,85.0,2889.35
104075,122,16.8,73.0,1481.76
71234,832,6.9,32.0,164.33
117034,132,8.1,55.0,339.87
63259,131,6.1,56.0,162.26
72211,621,2.2,32.0,11.38
26486,831,19.9,87.9,3414.35
128574,202,24.6,112.2,4993.92
127868,131,5.8,31.9,70.83
116370,828,18.1,100.4,3357.12
60193,128,16.1,80.0,1914.74
61906,221,10.2,82.0,697.63
80940,951,10.7,74.4,516.3
11059,131,10.0,67.3,576.28
5677,371,24.5,86.7,6183.71
124421,131,13.1,74.8,1107.76
112618,111,6.5,43.0,158.07
83354,98,16.6,100.0,1653.09
132519,693,11.4,80.4,915.69
22982,370,8.2,69.3,447.13
35857,111,6.9,59.0,259.63
31228,202,12.7,86.0,1245.69
60864,131,7.8,46.0,229.05
23213,611,14.7,96.7,1712.98
134841,202,15.5,140.5,2851.25
55938,131,11.2,45.0,489.29
80177,318,9.7,77.0,791.67
48035,131,9.7,67.0,538.9
99548,91,12.2,80.4,724.21
3804,12,8.0,52.0,252.52
16514,691,7.1,60.0,277.42
136184,202,12.6,100.3,1414.39
95275,125,4.8,40.0,57.72
18331,131,17.4,65.0,1716.1
55641,999,2.3,25.0,12.54
6075,97,6.9,44.5,183.44
8655,541,4.8,46.2,86.24
32830,833,12.1,80.6,1341.73
74982,832,5.1,29.0,75.79
64833,131,13.0,82.2,1196.12
20297,833,18.8,95.8,3376.68
2783,531,15.0,76.0,2380.62
43427,121,13.2,78.0,1384.63
11318,131,10.0,70.2,601.03
121828,318,10.7,76.1,792.77
5448,318,23.3,74.9,5471.52
67563,813,8.3,74.0,669.75
84840,108,11.5,61.7,712.9
118718,131,6.8,55.0,204.27
63885,835,7.6,60.0,405.78
32626,202,11.3,77.0,811.12
37505,121,11.0,72.0,888.41
34040,107,7.9,59.0,371.67
36785,111,7.6,67.0,367.72
102285,15,19.4,109.0,2649.04
49638,621,19.7,93.0,2444.17
42712,121,8.2,60.0,404.33
133208,12,20.0,82.1,2154.56
132555,131,9.4,62.9,466.62
25614,131,15.0,70.9,1382.5
22583,132,9.7,65.9,570.54
103326,20,19.1,77.0,1769.51
66227,521,16.4,79.0,2405.63
14203,762,1.4,22.0,3.5
50596,611,10.8,85.0,837.86
122578,131,7.9,51.6,266.43
56260,132,7.7,51.0,284.84
113531,131,6.6,47.3,160.92
122890,837,14.5,63.7,1322.28
31140,108,2.5,30.5,14.09
12436,131,9.7,71.2,572.69
18820,222,13.4,73.0,978.9
20697,835,11.6,68.2,1009.41
96095,105,10.4,70.6,487.77
38017,111,5.2,53.0,117.03
62183,611,10.0,65.0,545.03
118957,316,15.8,84.4,1645.91
95566,95,4.1,36.4,41.72
116110,544,13.1,67.8,1093.03
54432,131,10.5,81.0,765.47
114277,131,1.9,21.5,6.41
47936,999,1.4,22.0,3.68
33852,111,3.8,22.0,40.49
4193,97,7.8,53.0,269.96
127566,131,6.9,36.6,133.29
24585,802,12.0,74.8,1182.72
119133,68,8.7,37.5,269.92
72520,812,14.4,72.0,1463.09
126171,131,4.2,39.7,43.51
37244,107,6.3,48.0,186.65
30096,110,13.2,94.3,1481.51
129476,202,8.9,75.0,542.36
130524,835,6.1,47.2,169.61
93986,746,9.4,68.4,394.85
36990,820,3.3,32.0,41.02
72192,491,1.5,18.0,4.8
42550,121,11.0,62.0,767.08
31997,131,20.0,108.1,3704.15
36693,111,6.0,49.0,151.94
33789,316,1.5,25.8,5.89
73525,731,18.0,91.0,2071.35
108593,122,22.7,81.6,3366.33
67516,131,7.6,41.0,190.56
76667,202,11.0,71.9,718.89
33419,73,12.5,84.1,990.49
75250,832,8.4,79.0,620.37
575,105,11.6,82.8,738.89
72267,832,16.3,53.0,1450.66
35684,111,10.0,65.0,631.81
66402,370,9.7,56.0,489.31
102530,202,12.5,70.2,952.53
129872,126,7.4,50.0,231.51
103368,20,24.3,93.7,3391.45
52555,531,14.6,75.0,1465.78
117071,202,8.1,73.8,437.93
106003,819,3.2,22.0,40.89
33562,122,6.0,32.2,72.42
44236,111,11.8,72.0,979.48
27839,107,8.3,47.0,327.19
78918,122,23.6,72.0,3224.04
50610,812,2.2,19.0,15.35
123002,531,9.0,78.0,764.73
106545,122,31.6,84.2,6728.74
42493,111,5.2,48.0,102.95
89558,318,6.4,39.2,158.76
35269,121,11.2,62.0,795.48
60055,131,26.9,96.0,5982.18
113315,131,8.1,48.7,264.75
128,746,11.5,72.5,641.83
89318,316,5.7,55.9,163.44
18519,131,18.9,94.0,2889.17
117929,372,6.8,60.4,368.69
5399,318,17.0,72.9,2879.45
8693,541,15.9,73.6,2063.42
78429,15,18.0,77.1,2011.93
43717,131,13.8,78.0,1281.82
106541,122,25.5,84.0,4368.43
14556,802,4.4,42.0,81.49
96339,125,10.0,95.7,619.39
72334,131,5.4,48.0,99.7
58082,832,7.9,70.0,488.78
103343,15,13.8,68.0,866.86
118545,108,2.1,15.6,9.23
108515,122,23.9,70.5,3251.02
104871,117,15.3,73.8,1076.66
18771,222,12.1,61.0,689.16
121599,97,13.3,71.0,914.15
55411,110,9.5,54.0,436.21
135336,202,4.2,52.7,43.39
108045,202,8.6,42.5,243.7
3418,97,21.1,48.0,1994.96
53147,812,5.8,45.0,162.91
40257,111,5.5,49.0,122.36
62081,831,8.3,46.0,334.75
116143,313,4.8,54.9,96.29
80098,125,12.3,70.0,716.25
32849,241,6.1,41.9,92.58
9561,531,9.5,72.8,772.68
1478,131,1.8,12.0,5.63
85356,15,27.5,97.0,4608.65
46658,827,12.7,42.0,746.74
85577,122,27.0,103.0,5968.38
2734,97,11.8,51.8,621.87
121113,131,10.0,81.4,696.63
23623,121,11.4,75.8,1003.9
39696,111,8.8,65.0,486.35
63836,131,7.4,45.0,198.51
75368,621,13.0,107.0,1285.76
80714,318,6.3,40.3,212.0
22136,693,24.6,97.2,4251.23
66618,131,11.0,62.0,645.95
11185,131,5.6,42.9,95.05
101399,747,2.7,37.3,9.64
77847,93,16.7,92.0,1664.76
9833,111,6.9,63.0,278.96
94041,746,5.5,41.8,77.6
19018,131,9.2,72.4,522.4
92318,462,7.0,32.5,169.83
133020,43,5.4,30.6,56.8
70837,540,12.0,57.0,756.55
115182,202,8.1,73.8,399.37
46886,131,12.9,87.0,1244.98
136417,400,13.5,78.0,1836.68
117794,999,2.8,17.7,20.41
86845,122,6.1,34.0,75.82
3912,375,5.0,36.0,77.29
77030,263,13.9,76.8,1338.01
8954,531,14.1,75.7,2121.79
43648,316,1.7,23.0,7.89
79257,131,11.9,58.4,715.54
28717,802,8.5,75.8,679.2
98953,621,8.5,69.7,445.05
129403,833,17.5,71.0,2620.96
573,241,12.2,57.5,481.41
95311,129,4.6,45.9,52.06
27929,121,13.1,87.2,1520.76
41419,555,3.0,26.0,22.89
135645,202,14.5,129.0,2332.35
114344,131,8.5,45.4,273.41
57521,999,11.7,66.0,788.84
21036,802,14.7,75.2,1733.46
41440,653,2.0,20.0,8.4
86037,93,17.2,77.0,1543.52
1956,832,4.1,28.0,64.57
76958,263,9.4,102.5,844.17
116347,461,14.2,83.8,1328.02
33589,73,12.1,74.3,803.14
126318,131,24.2,79.7,4050.33
130139,107,7.1,57.0,287.66
88784,105,9.8,54.9,354.22
117160,202,6.5,47.1,164.92
21701,806,19.1,69.2,2872.51
111485,833,7.2,61.4,322.62
90963,105,7.6,75.2,258.08
1841,131,8.7,82.0,529.9
38033,111,11.2,58.0,711.51
58779,531,8.2,45.0,314.59
90362,833,18.1,66.2,2367.85
113283,131,9.2,56.0,403.35
9918,111,7.0,62.0,282.97
135618,202,27.4,188.0,10048.02
91284,543,13.2,68.1,858.98
63596,68,8.7,43.0,304.82
6924,97,5.8,41.0,117.46
40470,540,15.5,90.0,1898.57
108053,202,28.4,104.0,6062.62
74610,837,1.6,11.0,7.12
30402,110,11.9,66.0,846.34
66667,370,7.7,47.0,281.55
61228,131,14.6,70.0,1292.97
128995,202,28.5,126.4,7380.09
9158,541,3.8,43.0,48.29
100387,375,3.3,44.2,39.76
20070,400,9.0,67.5,607.83
77293,108,8.5,60.0,377.32
7119,371,22.0,76.3,4553.93
136527,837,7.2,59.3,344.87
38711,131,10.0,69.0,590.79
34419,111,13.3,67.0,1162.67
84513,740,7.7,56.8,245.21
102538,202,8.0,28.4,159.98
101057,263,2.8,18.3,15.92
110789,68,6.3,28.5,107.38
92387,802,12.1,63.3,881.85
79926,837,20.2,94.3,4235.86
26869,832,14.1,82.8,1703.34
58140,837,24.2,78.0,4242.17
77438,122,7.7,47.8,192.98
201,125,11.5,70.0,654.27
59152,131,9.5,42.0,323.12
40784,694,2.9,35.0,22.28
12116,131,8.7,60.7,388.96
113885,131,12.5,73.7,993.05
71551,132,7.8,46.0,264.18
3509,12,8.1,41.0,215.36
38361,107,4.7,36.0,73.89
61412,131,12.9,67.0,964.42
122148,131,11.3,60.2,663.05
15486,837,5.0,45.0,105.08
63142,611,3.8,32.0,38.93
86883,122,6.6,47.0,127.84
15794,611,4.9,63.0,73.1
114487,7717,1.7,17.1,5.94
16443,806,10.7,68.0,951.33
103430,122,12.9,90.9,1032.41
8270,371,19.8,73.5,3621.42
71837,802,1.8,19.0,9.34
97571,105,13.0,77.2,893.27
46513,110,12.2,70.0,943.22
4790,371,22.6,66.9,4434.22
109546,202,9.4,52.4,366.86
123428,131,8.9,36.1,238.09
92445,837,16.0,65.9,1684.78
119019,131,12.8,63.7,903.71
109976,602,19.2,61.2,2117.71
103618,122,7.8,34.6,143.17
13215,131,11.2,73.1,788.39
132851,762,10.7,52.6,661.73
70413,316,10.4,61.0,568.25
107579,122,40.1,112.8,14393.28
34182,611,11.1,64.0,659.93
71662,621,12.1,90.0,954.35
99370,131,12.8,82.0,1156.55
48546,812,13.5,69.0,1242.69
89957,743,10.2,72.3,516.0
14051,653,10.5,88.0,759.6
6177,318,18.0,75.0,3266.76
44685,111,10.8,74.0,841.07
5879,541,13.3,81.7,1760.64
86003,93,6.1,53.0,156.89
82701,263,12.2,92.6,1061.75
70425,611,7.6,43.0,195.09
133282,316,17.3,50.6,1608.14
35795,694,8.1,64.0,375.4
62640,611,17.1,106.0,2508.08
122901,837,14.7,71.0,1367.69
131165,125,5.9,54.1,131.14
108915,12,2.2,20.1,8.14
10395,131,4.6,42.7,54.26
13433,827,1.0,19.0,2.33
23976,121,13.5,79.5,1475.45
109701,122,18.5,64.0,1639.1
3116,97,20.5,59.0,2124.34
52394,131,6.7,59.0,213.5
99996,621,12.7,87.0,1008.95
47957,400,17.6,60.0,1988.65
71006,901,11.8,66.0,844.03
30904,131,15.5,88.0,1820.9
115648,746,7.9,68.0,281.64
