,SPCD,DO_BH,HT_TOT,TT_DW_CRM
96585,129,20.8,102.3,2698.6
131605,693,7.0,35.8,157.62
131144,316,10.1,77.1,635.71
31370,202,18.8,113.5,3315.64
66374,132,7.5,60.0,317.12
24865,129,14.4,102.5,1328.34
25181,837,7.3,58.5,314.18
27984,107,7.6,59.8,347.9
122930,261,13.4,45.0,708.25
9666,101,6.4,38.4,139.2
111096,316,5.4,47.8,99.55
131029,261,7.4,47.8,179.88
50614,825,12.4,66.0,1132.79
135076,202,6.0,72.4,204.73
73953,621,8.0,66.0,322.17
29282,460,8.6,49.3,317.09
45034,111,6.4,39.0,135.5
125767,131,7.4,44.7,197.05
103256,122,13.7,74.0,968.4
57073,806,8.4,50.0,445.71
115988,544,13.4,66.0,1110.51
113780,131,7.0,36.2,136.33
9620,73,2.2,14.5,11.58
36482,111,6.0,40.0,118.65
35508,611,9.2,53.0,370.65
32216,110,9.4,48.0,378.91
71436,316,13.5,75.0,1101.44
42513,111,2.1,29.0,9.59
44098,121,9.9,68.0,679.26
117989,121,6.8,37.7,155.6
36063,111,2.6,24.0,16.1
98830,693,12.5,66.0,907.97
793,318,7.2,71.7,262.87
30313,812,14.3,77.6,1553.78
85452,15,16.9,69.0,1360.35
41027,111,4.2,38.0,51.65
36143,838,6.4,39.0,250.91
88524,105,8.7,48.5,255.92
107066,122,17.8,46.0,1106.59
1670,121,7.0,57.0,269.39
2833,375,9.8,71.0,744.08
33437,108,14.2,71.9,1137.51
79260,131,8.0,60.0,321.15
4120,97,12.7,51.0,717.37
97872,202,17.6,124.3,3297.47
16750,611,10.5,58.0,532.58
96799,371,12.7,68.5,1152.92
130239,115,15.2,90.0,1684.3
102699,20,7.0,42.1,159.65
128889,202,21.6,128.4,4518.63
134941,202,8.8,68.7,484.72
133438,950,18.5,102.0,2246.69
90497,837,7.0,32.2,158.79
35174,111,8.4,63.0,426.73
88041,317,12.2,60.7,717.71
41874,111,6.7,58.0,238.53
72400,531,1.0,17.0,1.98
109484,318,10.2,56.0,621.66
76871,242,10.4,70.5,462.67
27888,121,10.3,58.0,628.98
111018,132,2.9,15.8,22.8
95139,105,4.4,47.2,41.8
11685,110,3.0,22.0,19.26
60668,111,6.2,39.0,125.07
52859,611,5.7,40.0,87.61
72862,126,8.7,39.0,261.85
91642,746,11.0,76.4,577.59
125850,131,5.2,46.2,85.78
17661,131,12.2,81.0,1037.19
12141,131,13.9,68.0,1138.25
55523,131,19.4,78.0,2544.11
65476,812,2.8,28.0,27.54
69496,806,8.8,65.0,632.56
39691,111,8.0,67.0,410.29
35419,111,9.0,63.0,492.9
35850,111,8.7,60.0,436.98
54899,131,7.4,51.0,227.55
120923,827,10.2,75.0,866.35
5376,318,21.3,73.4,4497.06
32528,202,14.9,83.7,1597.7
11077,131,7.2,48.7,203.38
94420,833,20.5,81.9,3220.7
82836,42,7.8,48.6,256.66
121801,125,13.4,77.9,912.68
47169,121,7.1,50.0,240.13
75625,316,7.0,56.0,254.03
63273,131,12.9,58.0,838.17
31451,202,24.1,149.0,6489.93
137049,922,2.4,28.1,14.5
58286,129,9.7,53.0,343.31
26424,131,12.3,65.7,858.89
31610,121,12.4,77.6,1215.69
96562,129,17.6,49.0,964.85
19132,131,8.3,37.7,212.89
136444,762,10.3,58.5,681.06
109144,202,25.5,133.6,6581.21
100442,108,3.3,25.9,27.64
76847,242,9.5,63.0,349.85
29509,822,29.0,95.2,7691.88
31844,110,4.0,53.5,38.66
101156,19,4.0,38.6,34.8
111517,12,2.4,20.7,10.05
42091,111,8.3,54.0,353.89
91165,375,7.4,63.6,304.22
62161,316,41.8,95.0,11938.47
86926,108,5.6,26.1,50.91
116231,461,2.4,28.5,13.18
45568,521,1.1,17.0,2.23
111212,375,7.3,45.6,248.3
32458,108,15.5,67.8,1200.44
83862,98,23.5,139.3,4503.03
72958,802,17.9,65.0,2182.52
47894,611,2.3,33.0,11.24
26769,400,14.7,89.7,2095.53
63943,131,10.2,73.0,650.73
9104,837,5.4,54.0,157.87
99185,621,20.9,105.1,3815.62
93869,701,6.1,44.7,163.97
86587,122,11.9,41.2,438.58
35332,838,20.5,64.0,3001.32
130352,123,7.7,45.0,297.95
64613,110,6.5,47.0,165.39
98451,901,8.0,52.0,389.61
103816,20,15.7,66.4,1059.14
111772,95,4.9,25.9,63.02
44365,111,11.2,71.0,869.07
122418,802,5.0,42.7,176.09
76692,202,10.9,83.1,818.21
13122,131,8.3,47.6,272.69
49609,132,6.0,66.0,222.28
60330,131,16.8,75.0,1834.2
82500,42,18.2,117.8,2986.98
97840,202,26.6,148.1,8088.87
105383,131,5.1,46.0,80.84
60417,121,8.8,73.0,577.64
41169,107,3.2,29.0,28.97
49068,131,12.5,62.0,838.73
19891,110,7.0,52.5,220.42
47853,131,17.2,78.0,1997.19
68644,812,9.2,51.0,448.34
108016,202,11.2,48.3,461.12
4653,318,12.5,71.0,1533.53
31167,202,9.0,55.0,413.29
68627,802,8.8,48.0,469.58
47436,131,6.5,48.0,157.85
126648,261,3.9,22.6,33.91
119563,110,17.3,88.2,2387.92
123969,835,9.0,64.2,597.72
87816,746,5.1,50.8,67.97
57128,316,5.2,61.0,163.94
55917,110,9.1,50.0,368.76
22534,110,13.7,73.4,1249.35
34877,111,6.7,41.0,160.87
132593,621,11.9,96.1,1106.99
38800,43,10.2,50.0,334.12
97478,105,10.0,63.0,476.81
98269,833,5.8,63.0,232.83
83225,264,20.6,91.2,2759.86
94556,740,4.0,47.6,42.87
92720,95,5.6,35.6,85.01
102584,20,18.9,68.6,1513.26
52992,132,17.8,74.0,2074.51
15912,812,16.7,72.0,1937.99
11725,110,6.3,42.0,135.47
95732,105,3.7,27.9,27.5
39506,111,5.5,37.0,84.76
39573,131,10.0,55.0,471.28
106793,122,8.0,42.8,189.89
96484,105,12.0,62.0,675.04
73125,837,13.6,58.0,1037.85
43981,111,1.9,16.0,7.52
104304,15,12.2,77.4,769.96
126358,131,10.4,85.6,793.12
74419,132,7.6,49.0,266.66
72709,693,2.2,32.0,11.24
98052,211,31.7,126.0,6644.83
116263,611,10.5,65.0,600.19
87166,110,8.8,55.8,384.07
92791,105,7.8,51.4,210.48
132683,129,25.2,84.1,3530.98
31861,110,3.1,38.8,20.85
71061,132,3.6,35.0,38.6
89611,318,11.1,86.6,1015.62
53701,602,13.2,67.0,888.29
94112,746,9.9,66.3,424.12
42455,762,2.5,28.0,14.58
76108,531,11.3,52.0,679.44
21181,121,11.6,82.1,1124.3
101698,19,4.4,25.3,43.99
4740,371,20.0,67.2,3483.77
36545,222,13.0,64.0,821.51
47237,131,2.1,22.0,8.15
18427,131,14.2,94.0,1628.71
129707,202,8.2,69.0,419.92
56814,318,13.5,69.0,1255.72
53141,802,9.4,64.0,689.05
106836,122,10.2,52.1,396.15
17782,110,10.8,55.0,579.72
27595,121,16.9,65.7,1923.41
135142,202,7.0,76.3,324.9
70901,812,2.5,34.0,20.92
47304,131,4.6,36.0,54.26
96066,125,6.1,39.9,108.72
8101,371,24.3,80.9,5786.17
96461,105,11.0,49.0,466.6
123998,131,8.2,55.6,312.71
52524,128,10.5,67.0,703.46
91927,68,7.7,35.8,176.51
130917,94,7.5,45.5,193.35
22195,802,17.1,89.0,2716.59
72783,837,12.6,65.0,1003.77
119744,132,10.9,56.8,621.74
39689,111,5.7,58.0,164.08
85704,122,27.8,100.0,6147.99
89744,375,8.5,64.1,379.19
19688,828,14.6,80.8,1838.5
103472,15,10.4,46.4,356.82
45059,111,7.5,58.0,306.33
98485,650,9.0,72.0,481.51
99360,131,11.3,76.0,834.17
95646,105,4.9,40.0,54.24
32703,108,12.1,65.8,729.53
108536,122,35.0,81.0,7978.96
69054,621,5.0,36.0,58.77
130940,531,6.6,68.8,360.76
91223,375,7.3,59.0,280.37
59243,121,9.0,73.0,601.31
39754,400,13.4,65.0,1266.69
82387,42,22.2,129.2,4636.57
117336,202,7.9,57.4,320.89
134272,621,9.9,63.5,557.55
46550,400,3.7,32.0,51.74
82538,263,10.2,88.1,718.95
20681,833,14.7,69.5,1571.65
118069,129,29.0,142.0,6059.28
136512,833,9.4,75.0,753.24
11713,110,5.0,39.0,68.59
92640,12,8.7,57.2,253.76
311,125,12.9,72.1,792.81
6293,371,17.0,78.0,2731.57
85596,122,29.9,87.0,6215.51
82845,42,9.7,51.0,415.6
135858,202,29.4,178.0,10758.58
49798,835,11.5,43.0,641.38
40979,111,14.7,86.0,1815.2
45671,111,10.2,59.0,597.35
51540,694,6.5,43.0,159.68
13009,131,7.4,55.9,251.26
48370,131,8.4,68.0,406.08
65241,802,10.1,53.0,654.19
24411,802,12.1,80.5,1289.89
132896,531,16.6,70.1,2374.14
82150,263,1.3,11.8,2.49
93356,316,5.4,63.4,162.97
47179,131,13.0,68.0,993.89
58108,802,11.1,54.0,748.25
132811,261,12.9,54.7,714.51
135775,202,16.8,126.5,2969.74
83233,42,12.7,59.5,794.49
79376,316,14.8,89.9,1882.44
10724,131,4.9,44.5,63.24
1339,131,4.5,37.7,51.44
63555,832,10.1,65.2,721.81
46941,131,5.7,39.0,88.14
18804,222,14.6,68.0,1079.28
70253,611,6.2,49.0,143.88
88818,105,11.1,79.0,647.34
88223,833,25.2,93.3,5176.42
94928,105,3.4,36.4,22.43
130960,741,12.0,67.4,604.71
85861,202,3.9,24.0,36.28
50133,694,10.2,48.0,434.27
36011,111,10.7,68.0,758.82
27481,833,12.7,77.4,1334.98
102512,122,5.8,43.4,98.68
60718,128,9.5,79.3,680.12
39207,999,2.8,30.0,20.41
41854,111,6.2,53.0,180.2
130090,107,17.5,61.0,1781.13
56465,110,17.4,93.0,2543.09
50202,68,9.7,43.0,348.58
16618,316,1.3,17.0,4.23
54341,970,7.1,57.0,285.4
97652,125,12.6,86.4,915.41
56772,837,3.2,24.0,38.07
83918,242,35.3,114.0,7020.07
20665,812,18.8,71.3,2407.31
55997,316,11.4,62.0,680.76
41052,121,10.9,54.0,657.72
121582,94,17.5,92.4,1799.45
32071,131,1.1,10.0,1.76
118133,812,11.7,61.4,847.96
54123,970,34.3,83.0,8285.61
77570,15,15.9,64.6,1135.02
98082,316,6.5,65.0,263.24
38519,800,1.6,12.0,8.38
71218,812,36.1,80.0,9558.97
49540,621,6.2,54.0,156.96
87188,122,13.2,70.9,913.25
22945,316,18.0,81.6,2032.63
56841,621,5.7,43.0,100.75
51927,221,13.1,67.0,914.76
33345,746,5.7,32.8,87.55
108063,202,34.6,108.4,9380.58
119139,68,7.7,33.0,193.04
10533,131,5.5,41.1,85.65
54111,131,7.0,42.0,161.56
35144,838,5.3,34.0,175.53
13486,740,1.2,19.0,2.51
37120,222,5.2,47.0,103.92
5856,531,13.2,73.1,1800.4
42224,111,5.7,50.0,137.25
33560,108,8.5,65.4,381.99
98246,318,8.8,64.0,562.13
24344,110,15.9,78.7,1804.85
6863,97,5.5,20.0,53.13
40424,121,7.1,60.2,295.57
59310,131,20.8,95.0,3536.51
85653,122,9.9,34.0,248.3
77479,202,16.1,76.5,1574.42
449,837,14.8,76.0,1390.73
44995,970,2.5,32.0,14.58
22649,621,9.1,62.6,390.74
134273,806,6.5,57.3,321.26
81570,12,8.5,41.2,235.99
89206,129,6.8,43.2,139.16
89639,318,17.3,71.2,1952.08
21018,132,13.8,64.3,1102.61
97935,211,26.2,160.6,5690.91
59619,111,9.2,65.0,532.34
27561,111,15.5,86.8,2037.06
132422,832,10.4,55.4,744.5
136326,531,2.4,32.0,15.57
47690,131,1.9,19.0,6.41
128546,202,13.7,92.3,1399.57
8615,541,11.3,70.8,1155.26
131501,110,7.8,57.8,216.6
37904,121,8.9,48.0,381.29
76353,202,7.9,97.3,502.42
15807,611,5.5,52.0,116.35
80234,375,5.7,52.4,143.66
99036,370,16.3,57.1,1686.48
32523,202,13.5,67.3,1073.51
68000,802,14.8,58.0,1365.03
115599,746,5.4,67.0,131.5
12691,131,5.0,36.5,54.74
107922,15,22.9,88.6,2924.94
108735,122,10.1,59.9,443.27
48999,131,12.6,55.0,758.67
124292,131,16.7,87.2,2096.28
23441,131,21.3,97.4,3799.16
28706,693,8.8,63.4,422.72
95940,105,4.6,32.2,46.55
74814,621,7.0,79.0,301.52
101027,242,2.2,13.9,10.4
101215,202,2.3,21.2,10.24
11121,131,7.2,54.7,230.93
93652,371,6.9,54.0,255.92
87308,122,13.1,59.6,760.47
122316,121,14.1,78.7,1593.68
21795,370,12.9,92.6,1311.41
18647,131,12.0,81.0,1003.13
120322,242,29.8,106.0,4690.69
3596,740,5.0,35.0,75.2
38961,694,1.1,16.0,2.04
52024,128,9.4,75.0,632.32
59689,222,11.7,50.0,545.22
26381,131,15.2,69.2,1387.07
51112,121,12.2,65.0,989.64
110636,68,9.3,40.0,282.06
39592,621,8.4,49.0,258.97
115644,746,8.3,64.0,275.59
134930,202,58.8,212.0,39873.33
135820,202,16.6,104.5,2412.41
21234,121,11.4,66.8,886.83
122284,131,13.8,59.2,980.86
97804,202,16.0,134.6,3095.45
77117,122,20.1,67.5,2203.13
126617,129,1.6,11.9,4.09
128283,131,11.1,76.0,804.47
17760,110,11.7,63.0,781.06
17836,110,19.0,84.0,2749.17
14401,694,2.3,34.0,12.55
86882,122,29.8,112.0,6943.45
65404,802,6.6,46.0,281.87
136387,316,5.2,46.0,82.13
4494,531,6.1,58.0,257.85
122377,131,5.0,49.8,85.17
64064,131,5.6,49.0,112.36
50515,121,13.1,53.0,937.0
72295,970,3.2,24.0,26.86
2779,531,12.3,76.0,1569.41
63542,806,2.9,33.0,29.98
42872,820,19.8,87.0,3231.89
17591,131,10.8,60.0,602.27
121065,131,11.4,73.1,817.26
72387,400,8.9,53.0,460.82
126740,802,17.1,79.4,2430.39
12042,131,9.5,68.9,530.95
61254,131,4.6,45.0,54.26
112948,111,4.6,41.0,64.44
33650,108,4.6,31.6,61.94
22093,621,23.6,103.6,3834.69
28543,110,14.0,98.9,1746.84
95807,105,4.3,32.5,39.54
91093,125,8.0,55.6,259.05
19587,544,8.2,73.8,497.74
92216,110,11.3,59.7,576.66
29056,316,13.0,71.5,983.19
3189,97,13.6,56.0,895.22
23948,121,20.2,85.0,3522.34
14494,400,19.1,100.0,3870.48
104704,15,17.6,53.6,1140.91
45392,827,10.6,79.0,980.19
67405,131,19.1,111.0,3466.22
105551,131,4.4,32.0,48.71
40133,820,16.2,72.0,1852.08
85979,93,22.6,121.0,3862.58
38850,111,2.4,20.0,13.25
42802,111,11.9,58.0,805.36
57882,129,14.2,71.0,920.74
44251,111,15.8,71.0,1741.26
81621,129,13.9,85.2,1077.12
133528,762,25.0,96.4,5782.55
100376,108,3.0,28.7,21.93
31284,202,20.2,87.0,2777.14
136974,221,2.1,16.9,12.13
65085,540,7.3,52.0,267.28
30142,115,20.1,90.0,2929.51
132370,375,5.1,46.0,113.15
115756,746,5.7,57.6,135.09
93833,375,13.0,66.4,934.18
68553,132,7.1,39.0,185.1
135371,202,5.9,61.4,164.92
118373,121,8.6,64.0,479.54
136213,202,7.6,76.3,393.63
36464,111,4.5,29.0,61.09
26630,129,7.1,54.0,191.4
99659,95,4.8,46.6,60.08
113635,131,4.4,35.3,48.71
134164,832,30.9,91.2,8908.34
30196,131,17.4,80.6,2109.79
114824,202,9.4,55.8,427.96
134228,621,20.8,87.5,3219.18
134538,202,9.2,87.5,677.61
120705,131,22.1,85.0,3589.08
88893,125,6.7,38.7,130.43
38594,111,7.1,48.0,220.44
39321,694,3.5,27.0,35.51
3348,375,9.4,68.0,692.26
118234,211,119.3,305.0,212752.52
16361,621,8.4,68.0,365.03
94676,611,2.8,33.8,18.28
91918,68,7.3,27.7,154.63
84508,740,8.0,61.2,286.93
29928,131,11.8,88.3,1055.66
91491,746,13.4,83.3,878.15
107434,122,22.7,69.9,2898.87
54178,131,5.1,51.0,92.72
12125,131,7.0,36.9,139.38
133283,125,12.4,75.8,849.17
36261,820,9.0,52.0,463.87
77884,108,8.3,81.0,457.38
7167,371,20.4,70.3,3747.8
124583,802,7.2,71.3,484.13
113287,131,9.0,64.2,442.26
80976,951,5.0,44.4,57.48
26161,111,9.8,64.8,604.31
126638,132,15.9,73.2,1643.82
123065,131,7.6,73.0,353.61
109064,202,24.7,119.6,5485.61
4637,318,11.2,73.7,1254.98
13917,833,23.6,116.0,6265.06
9936,111,6.7,43.0,170.0
69144,999,6.3,58.0,225.01
36466,111,8.4,39.0,257.21
70642,621,8.4,66.0,353.87
118735,541,4.0,38.0,54.85
75915,370,10.4,57.0,562.32
102461,117,11.8,41.7,371.8
45121,820,1.8,16.0,9.45
61328,694,13.9,78.1,1218.47
19973,110,13.2,59.2,939.79
117599,351,19.7,82.0,2354.89
128383,122,4.1,23.7,25.13
58754,121,10.0,68.0,693.17
127926,131,7.6,40.3,186.99
69883,110,8.9,48.0,337.36
51788,825,7.1,52.0,343.61
107183,122,30.3,98.2,7176.49
118918,407,19.3,103.1,4270.89
33674,17,4.7,24.7,51.75
16971,812,8.8,71.0,576.11
52467,820,8.2,61.0,457.9
14097,400,2.5,49.0,20.0
47410,827,16.8,80.0,2220.26
127541,131,6.7,49.6,175.92
59297,131,13.4,82.4,1274.47
28162,694,11.5,76.3,855.29
11384,131,4.0,20.9,38.66
65012,132,5.2,35.0,85.58
51062,221,1.7,14.0,7.54
45912,121,2.4,30.0,13.25
8808,318,17.0,74.1,2915.76
32094,131,19.3,58.0,1898.82
99204,316,12.4,82.3,1191.52
135091,202,8.9,79.5,575.28
39736,222,16.0,75.0,1405.37
113177,131,8.9,41.5,275.42
133924,318,4.6,33.3,98.87
1793,131,6.7,41.3,142.73
112366,131,1.0,13.8,1.41
107152,122,12.5,45.7,535.7
98571,951,8.9,74.4,427.15
110365,742,24.0,93.7,3478.23
134748,202,10.5,104.0,1042.86
10291,131,5.4,46.3,95.2
103735,20,7.8,43.8,199.59
41608,121,4.6,35.0,64.44
49384,131,5.7,50.0,120.43
61118,316,3.5,39.0,43.02
121645,125,11.9,63.1,558.72
108399,122,22.3,88.4,3511.17
47256,110,7.4,43.0,201.24
32100,131,3.1,40.9,20.85
100533,108,2.0,16.6,8.2
48213,110,11.8,71.0,893.9
134687,202,16.0,119.0,2568.12
127917,131,6.3,40.0,118.1
640,125,12.9,74.8,840.51
101841,108,4.6,28.6,61.94
135168,202,6.3,75.6,245.59
10941,131,7.5,46.7,213.12
107082,122,19.4,53.2,1511.46
77536,15,10.7,48.1,401.47
91390,746,5.7,61.4,101.39
120011,802,17.3,89.8,2801.49
90583,972,20.3,76.3,2185.2
133536,802,24.0,117.3,6410.32
65608,131,15.9,74.0,1620.54
96860,371,17.2,80.0,2369.75
46050,820,5.0,41.0,115.33
101647,93,4.3,32.2,35.42
106429,122,15.8,74.2,1375.33
30195,131,11.3,57.5,633.81
75742,540,12.2,49.0,674.26
109165,202,20.4,108.7,3534.83
118655,131,16.3,82.7,1896.83
115144,131,2.2,23.1,9.11
38201,111,8.1,64.0,401.51
84465,202,8.4,54.9,361.64
80002,12,6.9,46.2,128.84
115984,922,18.7,119.0,2635.03
64332,621,6.0,49.1,131.58
92209,110,10.7,45.7,499.44
786,837,27.0,105.6,5838.21
96861,371,17.1,84.6,2453.69
69602,316,6.5,59.0,234.46
55328,131,6.8,44.0,159.02
116323,831,25.0,83.7,5064.05
114237,131,6.6,37.2,121.69
14696,540,4.1,36.0,58.32
72396,491,1.3,15.0,3.37
16768,391,2.8,32.0,20.41
80798,741,6.6,56.0,151.54
19489,404,19.4,80.0,3096.32
115234,111,1.3,7.3,3.0
49032,131,6.7,32.0,105.54
34671,800,2.0,13.0,14.4
43806,111,6.5,43.0,158.07
121233,131,6.0,53.0,146.35
70399,132,11.9,74.0,942.72
50857,128,13.6,55.0,966.88
81651,261,12.1,77.6,795.96
70617,316,1.2,17.0,3.52
119883,544,14.1,75.2,1386.21
108523,122,17.8,64.0,1640.96
11089,131,8.9,54.4,364.62
121972,125,6.2,53.0,143.48
5395,318,21.9,88.0,5336.03
78365,202,6.1,36.5,110.9
73689,400,18.0,82.0,2833.29
24426,813,13.2,80.2,1625.36
116513,461,12.1,65.4,782.72
82582,263,9.1,91.9,607.46
114844,122,11.7,55.1,558.46
77549,15,14.6,66.9,1023.88
9977,111,7.6,59.0,321.14
126427,131,24.0,96.2,4768.48
43134,111,8.0,45.0,268.88
69316,316,5.3,30.0,82.51
15965,812,14.8,77.0,1645.43
110977,742,18.3,69.4,1799.68
31830,110,11.3,53.9,623.84
24219,835,12.8,61.5,1094.06
92777,105,6.4,44.3,126.4
94693,693,2.2,26.2,11.24
56775,901,11.0,59.0,672.21
125838,131,8.0,51.9,275.58
117934,935,3.9,32.0,46.4
113316,131,8.6,48.5,300.59
91672,746,12.0,74.0,655.98
54446,316,9.2,59.0,438.83
33900,111,4.0,26.0,45.87
58062,806,5.9,40.0,183.26
105869,711,4.6,53.6,69.88
56253,132,10.9,58.0,633.86
10772,131,6.0,36.5,92.94
120530,131,11.1,73.8,781.46
54274,611,11.0,85.0,865.39
71286,110,5.7,46.0,118.46
20391,110,21.6,84.9,3592.81
93512,318,6.2,59.9,248.19
80342,951,11.7,81.5,633.85
25445,832,19.2,74.0,2744.03
10955,131,6.7,55.9,201.11
4918,371,17.3,72.0,2731.46
129430,833,13.8,54.0,1105.95
58657,111,6.6,50.0,195.06
22959,330,11.7,70.4,615.9
54171,131,13.8,88.0,1441.9
25455,833,11.7,65.1,980.95
127819,131,4.8,36.9,60.16
95541,375,2.2,29.5,15.3
22145,316,20.1,88.8,2715.35
123744,131,11.5,69.1,787.06
107438,15,16.0,84.0,1469.89
16230,621,6.1,55.0,155.03
52469,820,6.2,52.0,229.03
62646,611,16.9,100.0,2314.1
2268,832,2.4,23.0,17.63
64923,131,11.0,73.0,758.99
70918,999,1.5,16.0,4.36
11930,131,8.0,72.2,389.78
113585,131,8.0,45.6,240.14
92807,105,10.0,53.9,336.71
21888,121,9.9,47.2,473.68
112762,111,6.0,36.0,103.86
87162,110,11.2,61.4,696.48
52640,131,6.6,42.0,140.33
83315,263,25.2,113.0,5168.7
50779,802,3.0,27.0,32.15
65406,802,9.1,60.0,612.7
49022,110,5.7,24.0,51.48
23156,802,16.0,96.5,2592.96
47019,611,1.2,16.0,2.29
92646,94,5.1,33.5,68.88
51023,128,14.3,72.0,1372.82
90949,105,7.1,59.4,196.21
99622,91,11.6,75.5,626.21
52190,825,14.0,74.0,1580.07
107035,122,19.5,90.0,2532.75
105150,111,5.0,39.0,69.03
84273,15,20.8,80.0,2680.46
52194,825,6.1,49.0,256.36
53508,833,14.4,77.0,1668.1
49355,131,8.6,66.0,413.81
60568,131,10.0,36.0,309.1
97381,12,5.8,54.0,100.93
85368,15,24.7,93.0,3566.74
46004,111,6.2,36.0,113.25
63256,131,6.9,43.0,160.37
39778,800,1.7,15.0,9.71
40569,800,8.2,46.0,339.09
89942,743,9.5,61.4,417.15
54737,132,8.8,58.0,422.95
134587,202,7.7,85.8,456.12
131047,972,8.4,67.1,338.93
48184,611,7.0,47.0,180.64
20149,693,14.9,77.8,1331.02
24065,131,17.7,85.5,2311.43
91431,746,10.0,69.9,449.23
16247,621,15.0,80.0,1265.17
134040,318,17.4,69.7,2503.57
21297,131,17.1,85.6,2159.25
69251,831,4.1,44.0,69.5
19250,400,12.0,63.1,991.3
122379,131,5.6,61.6,148.11
92354,742,24.1,94.4,3512.98
125051,802,5.2,32.8,95.83
24586,802,13.2,76.0,1432.7
133368,901,12.8,76.2,1480.01
107777,15,11.4,62.0,513.11
94983,95,4.9,51.5,63.02
108862,122,16.5,74.0,1497.2
94066,746,7.8,66.6,273.13
52457,694,9.2,56.0,416.98
20531,400,13.4,84.5,1651.06
125511,131,7.9,56.7,294.43
93365,316,6.0,58.8,157.04
95912,105,3.9,31.2,31.23
102712,81,7.4,18.7,83.37
103464,117,10.1,68.4,420.44
23964,121,13.3,73.5,1326.57
104053,122,15.1,74.0,1194.38
109707,122,18.0,52.6,1285.58
48134,611,1.2,17.0,2.29
114355,131,6.4,60.4,197.56
21616,110,11.0,70.6,770.69
40340,43,12.1,57.0,499.55
90144,746,8.7,72.7,336.85
104413,122,21.5,92.5,3122.55
73814,318,12.3,64.0,985.06
77978,122,15.5,48.5,956.42
132419,403,11.3,59.5,1035.32
70118,531,11.4,65.0,837.84
82519,263,12.5,97.2,1170.1
104212,202,10.9,80.0,886.7
130844,544,7.2,52.0,229.48
29001,131,17.5,102.0,2680.42
119163,68,4.7,26.5,51.51
23644,128,16.0,71.0,1689.35
125735,131,5.9,39.3,97.61
136079,202,4.3,36.7,45.93
26308,121,12.4,62.6,985.74
13294,121,5.8,51.0,151.04
104359,202,15.6,71.8,1426.08
8815,318,15.4,73.4,2377.54
5891,541,13.4,92.9,1946.75
37503,121,13.6,65.0,1231.04
33675,73,10.0,81.7,639.31
33605,17,3.6,24.0,26.86
83218,263,19.9,99.2,2879.33
97916,211,27.9,145.2,5873.24
57345,832,12.4,55.0,896.92
58124,832,10.7,64.0,790.17
27455,833,10.2,80.0,937.04
119306,621,18.4,102.9,2368.5
3380,97,14.7,60.0,1046.69
85074,122,22.3,47.0,1940.93
50688,831,1.0,12.0,2.33
108571,122,14.3,61.0,930.03
73037,832,6.8,43.0,220.17
16228,611,17.1,83.0,1967.31
41447,653,1.8,18.0,6.48
93291,261,17.2,70.7,1346.37
83461,242,43.0,123.0,11180.48
80689,318,5.3,51.6,120.98
121464,131,7.5,62.8,293.09
38119,611,13.3,69.0,1008.63
2865,375,6.9,55.0,267.84
67302,611,5.1,30.0,35.45
29349,460,25.3,91.5,4311.94
131955,741,9.5,57.2,327.03
115327,131,4.3,25.6,46.07
71179,693,11.5,56.0,612.16
57963,837,18.6,74.0,2417.17
137052,922,4.9,30.9,79.32
38507,694,6.4,46.0,166.84
20381,110,19.9,84.6,3037.5
119253,316,9.4,74.1,571.28
86241,15,3.6,22.0,26.86
107033,122,35.1,99.8,9787.85
125367,15,12.3,55.4,576.7
104189,20,18.1,83.6,1789.28
9781,17,7.7,54.0,245.86
108419,122,15.2,64.0,1102.49
51950,531,8.2,43.0,300.14
72297,970,4.8,35.0,73.39
69718,132,10.5,61.0,618.09
63536,802,7.3,54.0,382.91
16130,316,1.0,18.0,2.33
128665,202,20.0,126.1,3854.78
136264,97,6.2,41.4,128.89
39272,111,11.2,58.0,711.51
63516,400,11.3,73.0,1023.85
70552,621,8.5,67.0,367.71
101650,93,4.6,27.1,41.35
127515,131,6.5,45.8,149.55
18545,110,19.7,83.0,2922.32
35576,820,1.4,25.0,5.17
111250,746,1.9,21.3,7.34
32931,12,3.4,41.4,23.55
85486,202,18.4,91.0,2431.57
131641,742,12.1,60.9,648.62
109630,122,15.0,52.3,884.26
48914,131,5.5,48.0,104.57
2228,832,7.6,37.0,250.34
76269,202,12.7,111.5,1476.38
87190,122,17.4,78.5,1764.29
110889,68,3.6,25.1,28.35
40221,111,10.5,71.0,762.26
34194,800,5.4,33.0,103.86
84370,740,8.2,52.0,252.83
122482,131,6.6,46.7,158.59
98290,833,8.3,65.0,566.46
11512,131,6.8,44.0,159.02
55209,611,7.4,53.0,235.38
78942,122,5.1,23.1,23.8
12414,131,13.6,78.4,1250.85
54940,131,9.9,59.0,495.03
9706,73,2.9,18.1,21.51
69757,316,9.6,51.0,411.31
127545,131,11.1,50.0,532.53
118914,131,12.7,68.2,950.64
104632,202,7.2,76.8,379.47
89500,318,8.2,76.4,472.99
126282,131,22.8,91.8,4113.37
43984,111,6.7,56.0,229.39
96106,125,12.0,75.5,698.04
64125,806,13.0,88.0,1756.36
124261,131,17.1,93.1,2342.15
108561,15,14.8,67.0,1011.58
47528,131,9.0,76.0,524.35
7662,371,14.2,84.1,2034.93
68362,316,5.1,46.0,119.06
53528,68,14.0,40.0,673.86
