SPCD,DO_BH,HT_TOT,TT_DW_CRM
531,19,87,4221.1
531,15.2,68.5,2256.56
531,15,78.2,2427.59
531,18.7,75.3,3680.2
531,7.6,62,470.76
531,12,68.7,1415.83
531,19.6,69.8,3794.97
531,17.2,80.5,3278.1
531,16.1,76.9,2774.1
531,10.3,70.8,1060.32
531,15.7,80.9,2724.67
531,16.7,70.8,2765.22
531,22.1,80.3,5353.29
531,15.8,73.9,2483.99
531,10.9,68.5,1158.22
531,17.5,77.4,3264.61
531,14.9,78.7,2310.61
531,15.1,74.5,2382.26
531,14.5,80.3,2319.08
531,10.8,77.6,1238.6
531,12,73.7,1454.6
531,12.2,71.1,1492.65
531,15.2,74,2395.43
531,11.7,83.7,1539.93
531,18.5,70,3441.99
531,11.6,74.6,1411.86
531,15.3,84.5,2683.59
531,15.2,71.4,2351.25
531,14.8,77.7,2359.31
531,16.1,80.6,2861.71
531,16.2,79.3,2866.45
531,11.9,67.3,1385.52
531,10.7,66,1088.96
531,16.7,78.7,3027.03
531,22.3,87.3,5798.42
531,12.4,70,1511.95
531,14.8,78.8,2384.34
531,17.2,84.8,3393.09
531,10.5,72.3,1110.95
531,19.5,81,4207.24
531,17.4,71,3046.52
531,16.5,75.5,2887.99
531,11.7,72,1387.97
531,15.1,78.9,2477.49
531,15.3,64.3,2163.58
531,15.9,69.7,2506.04
531,16.8,73,2919.21
531,15.7,77.2,2648.76
531,12.9,69.4,1650.31
531,18.4,74.8,3532.69
531,16.2,86.7,3069.18
531,21.7,77.7,5032.09
531,19.2,79.5,4032.01
531,28.6,80.4,8929.93
531,18.4,83.7,3825.89
531,16,80.1,2778.1
531,24.6,77.2,6470.98
531,19.7,81.1,4294.69
531,23.1,82.5,5983.16
531,15.9,73.4,2621.55
531,16.2,69.4,2619.89
531,16.3,71.7,2679.26
531,14.5,99.8,2648.35
531,15.6,65.1,2304.94
531,21,85.3,5052.21
531,24.1,81.7,6377.51
531,19.8,84.7,4490.63
531,11.2,75,1325.33
531,12.9,66.5,1622.48
531,15.1,78.6,2472.78
531,16.1,81.8,2869.61
531,16.3,81.4,2930.19
531,11.7,63.6,1280.31
531,16.9,70.1,2862.52
531,20.9,79.4,4736.17
318,17.9,70.5,3080.35
318,17.5,76.1,3142.64
318,18.8,83.9,3848.67
318,19.4,74.9,3794.53
318,21.5,73,4552.54
318,23.6,82.5,5926.23
318,15.8,85,2757.88
318,20.7,81,4542.47
318,19.5,86.9,4213.08
318,18.3,77,3425.5
318,16.4,72.4,2657.78
318,16.5,77.7,2835.82
318,16.7,83.4,3009.11
318,20,81,4248.78
318,17.3,80,3181.79
318,15,79,2369.51
318,15.7,76,2521.32
318,16.6,88,3102.08
318,20.1,76,4102.91
318,18.7,85,3854.1
318,20,83.4,4314.31
318,18.9,79.1,3713.58
318,20.5,88.7,4726.26
318,16,78.3,2679.84
318,20,84.1,4368.51
318,19.5,84,4165.2
318,16.4,62.3,2411.86
318,21.3,73.4,4497.06
318,15.2,77,2391.68
318,21.2,82,4844.88
318,20.8,86,4783.18
318,23,78.1,5385.08
318,18,75.4,3263.67
318,17.7,67,2900.12
318,20.8,85.5,4763.92
318,15.5,64,2189.13
318,22.4,80.2,5264.13
318,20.2,76,4157.39
318,22.6,83,5456.22
318,18.1,79,3422.21
318,22.4,85,5484.36
318,21,87,4903.15
318,17.7,81,3276.49
318,19.2,86,4099.89
318,20.2,69.1,3878.26
318,21.4,77,4653.13
318,21.9,88,5336.03
318,18.5,68,3182.89
318,20.4,90,4744.45
318,14.1,86,2226.44
318,17,72.9,2879.45
318,16,74,2583.63
318,18.2,79.7,3473.85
318,22.3,89,5625.16
318,19,73.4,3574.13
318,21.7,84.5,5159.39
318,19.1,90,4130.86
318,22.8,87.5,5802.54
318,21.2,69,4229.5
318,20.8,81.2,4592.56
318,15.2,75.3,2357.97
318,18.8,90,4048.58
318,23,90.5,6015.93
318,20.4,86.8,4641.6
318,17.6,69.3,2973.48
318,16.4,77.3,2767.28
318,17.8,82,3403.34
318,23.8,84,6094.08
318,22.9,78.8,5440.58
318,23.2,80.4,5690.6
318,16,79.9,2704.22
318,19.5,83.4,4106.65
318,16.2,68,2487.18
318,17.8,89,3585.35
318,19.9,85.3,4355.25
318,15.1,75,2268.13
318,16.3,66.6,2481.65
318,15.1,87,2556.85
318,20.5,80.6,4431.78
318,19.5,82.4,4092.81
318,17.8,78.4,3255.13
318,18.9,77.6,3646.67
318,17.2,82.6,3155.16
318,15.8,75.4,2537.31
318,20.2,89.9,4655.7
318,16.8,81.4,2977.32
318,15.8,81.3,2685.43
318,18,68.7,3087.84
318,22.2,85.9,5399.24
318,18.7,80.5,3694.08
318,17.5,84.9,3342.94
318,22.6,96.8,6091.24
318,22.5,92,5819.11
318,17.4,89.6,3452.58
318,14.9,80.4,2279.45
318,19.8,90,4456.53
318,15.7,76.3,2523.71
318,22.3,73.3,4912.22
318,21.8,89.7,5364.33
318,23.3,74.9,5471.52
318,16,68.6,2444.62
318,16.3,87.7,3011.12
318,22.3,97.6,5974.41
318,18.7,77.9,3609.4
318,23.2,73.3,5316.64
318,22.1,86.1,5330.86
318,15.9,70.6,2423.3
318,19.9,83.3,4287.42
318,22.1,76.4,4963.93
318,19.7,74.3,3907.72
318,23,79.5,5500.88
318,19.7,78.2,4048.98
318,17,68.8,2754.72
318,16.6,86.5,3084.45
318,17.5,83.7,3331.67
318,15.4,73.4,2398.48
318,19.4,74.6,3712.37
318,15.6,72.4,2431.58
318,16.3,76.3,2720.01
318,17.8,70.2,3090.92
318,21.8,76,4817.47
318,17.3,66.7,2812.35
318,17.6,78.5,3235.48
318,19.1,77.5,3758.46
318,16.4,73.2,2678.82
318,19.4,85.8,4171.84
318,23.4,83.8,5922.3
318,16.2,84.2,2872.21
318,20,87.2,4450.93
318,16.3,77,2753.15
318,15.5,80,2548.66
318,23.6,80,5831.32
318,19.2,81.9,3936.09
318,22.4,90.6,5695.62
318,18.7,84.4,3809.65
318,20.1,83.5,4374.02
318,17.5,79.5,3220.68
318,20.5,88.5,4752.2
318,22.6,86.6,5651.15
318,17.3,80,3164.99
318,23.5,73.5,5470.65
318,16.3,75.4,2681.5
318,20.8,81.1,4592.56
318,16.2,81.2,2828.09
318,18.4,84.7,3684.53
318,22.6,83.4,5515.54
318,16.4,83.5,2917.33
318,14.7,84,2355.27
318,16,72.5,2543.61
318,15,69.2,2176.86
318,20.2,69.7,3905.86
318,15.7,61.4,2176.39
318,16,72.1,2533.55
318,18.3,77.4,3457.06
318,16.1,69,2494.42
318,22.6,91.9,5877.8
318,18.5,88,3874.32
318,23.1,82.1,5695.99
318,16.7,82.1,2983.05
318,18.3,78.4,3497.87
318,23.4,73.5,5410.54
318,17.2,70,2863.48
318,19.2,78.5,3847.7
318,22.4,91.3,5765.11
318,16.6,79.6,2907.73
318,15.9,69,2418.24
318,19,84.3,3914.16
318,18.3,76,3361.9
318,18.4,84,3699.98
318,15.3,85.8,2592.89
318,18.5,92,3965.51
318,14.3,81.7,2181.01
318,15.9,84.1,2758.06
318,14.1,82.2,2177.4
318,21.5,74.6,4639.18
318,20.7,86,4708.59
318,17,78,3036.91
318,15,86,2508.18
318,19.8,85.3,4323.98
318,19.1,91.7,4221.16
318,17.7,65,2893.84
318,16.3,75.1,2709.76
318,17.2,68.1,2769.63
318,21.7,90,5354.12
371,23.8,76.5,5351.86
371,29.1,82.5,8354.95
371,11,72,1085.4
371,8.3,67.2,597.14
371,10.9,74.7,1071.8
371,9.5,76.4,825.36
371,7.9,65.8,535.9
371,9,72.8,722.84
371,10.3,64.5,895.84
371,12.1,65.5,1260.93
371,11.5,65,1117.38
371,11.4,68.5,1162.65
371,27.5,78.6,7228.56
371,11.4,67.5,1131.86
371,24.1,73.8,5380.28
371,25.6,76.5,6161.91
371,11.6,68.7,1178.55
371,11.7,70.5,1219.09
371,10.6,61.2,901.49
371,23.6,73.4,5100.51
371,10.7,66,963.93
371,11.1,71.4,1129.19
371,11.4,66.8,1140.89
371,10.4,68.4,954.08
371,23.8,91,5981.85
371,25,73,5722.6
371,24.7,83,6061.08
371,24,84,5686.71
371,9.1,61,671.32
371,10.7,52.8,852
371,11.9,71,1191.16
371,11.9,61.4,1174.04
371,24,77.5,5487.15
371,27.1,78.2,6983.79
371,23.4,72,4975.24
371,28.4,86,8206.26
371,25.7,84.8,6651
371,11.3,69,1134.91
371,9.8,72.5,864.41
371,27.7,82,7567.52
371,24.7,81,5961.63
371,25,86.5,6395.08
371,11.7,77.8,1175.9
371,11.9,77.5,1363.55
371,24.7,83,6095.67
371,25.9,80,6529.15
371,11.8,72,1237.28
371,34,91,12068.64
371,26.4,80,6752.72
371,24.5,77.8,5650.05
371,24.5,79.9,5829.28
371,6.9,58,356.83
371,23.7,79.5,5444.09
371,23.4,84.5,5513.65
371,24.8,72,5603.03
371,11.9,89.7,1468.3
371,32,82,10026.95
371,28.2,88.8,8225.63
371,30.7,80,9097.72
371,26.8,79,6911.32
371,27.8,80,7464.34
371,24.8,81.8,6038.54
371,10.3,66.2,906.8
371,28,79,7530.61
371,10,67,869.79
371,11.2,75.4,1173.66
371,11.8,72,1261.61
371,31.1,80,9337.7
371,32,84.4,10197.42
371,25.9,78.8,6457.76
371,38,88,14745.05
371,31.7,91,10536.02
371,9.9,66,834.45
371,9.5,65.9,757.9
371,26.6,73,6435.12
371,11.6,68,1186.5
371,10.2,72,954.79
371,24.2,83.6,5854.79
371,12.1,54.2,1111.54
371,11.8,88.4,1452.84
371,23.6,88,5658.91
371,11.2,51,915.5
371,28.5,88.5,8396.35
371,25,92,6631.79
371,25,81.3,6117.74
371,28,78.7,7517.82
371,28.4,85.7,8161.67
371,11.3,61,1032.97
371,26.6,78.8,6805.91
371,12,64,1232.94
371,26.9,85,7161.09
371,10.3,70,937.13
371,11.5,63,1087.81
371,10.1,64,877.57
371,11.6,65,1146.42
371,27.7,78.8,7337.19
371,31.2,83,9621.92
371,11.9,68.1,1236.17
371,10.5,68.7,947.68
371,10.2,57,806.77
371,12,64.6,1252.85
371,10,61.4,800.39
371,10.4,59.6,839.95
371,10,62,812.18
371,24.3,72,5336.25
371,12.1,69,1247.89
371,11,59,941.57
371,27.4,83.9,7481.67
371,9.9,58.3,752.49
371,10.4,61.6,892.91
371,10.2,63,866.74
371,10.3,62.6,893.63
371,10.2,61,840.37
371,9.9,61.7,788.78
371,11,54,906.38
371,26.7,78.2,6761.82
371,8.4,56,471.55
371,10.9,65.5,1005.04
371,12.1,55,1102.23
371,24.5,68,5224.23
371,12,60,1147.02
371,11.1,61,993.97
371,11.8,68.3,1200.29
371,26.1,88.7,7026.17
371,11,57.4,959.54
371,10.2,66,883
371,24,78.1,5525.47
371,26,69,5954.73
371,10.9,62.3,986.75
371,32.8,82,10427.04
371,9.5,66.5,774.11
371,27.3,77.3,7034.97
371,12.2,60,1210.53
371,11.2,58.7,985.75
371,24.4,72,5399.15
371,11.1,62,1004.22
371,27.7,78.5,7330.91
371,25.9,78,6380.38
371,26.2,79.1,6473.15
371,31.7,91.6,10574.54
371,31.1,79,9267.49
371,26.5,84.5,7074.53
371,28.2,86.2,8081.9
371,31.6,86.4,10115.41
371,24.5,86.7,6183.71
371,24.5,76.9,5705.14
371,24.3,78,5625.32
371,10.3,61,844.42
371,24.6,81,5920.03
371,25.5,77.3,6071.98
371,25.3,84.6,6452.19
371,23.5,80,5364.91
371,11,68,1062.57
371,11.3,78,1232.1
371,27.1,88,7516.47
371,11,74,1138.45
371,9.7,73,833.76
371,25.5,83,6462.21
371,8.2,71.5,577.41
371,11.2,73.2,1097.6
371,9.9,67,840.57
371,23.8,80.5,5539.87
371,10.5,63.6,939.77
371,11.8,55.3,1058.94
371,11.9,52.8,1065.28
371,11.7,57.3,1066.77
371,11.9,67,966.13
371,24.4,89.2,6220.05
371,27,88.4,7531.74
371,25.8,77.2,6332.77
371,24.4,91.1,6295.07
371,25.5,76,6104.57
371,25.6,84,6564.17
371,28.3,81,7792.07
371,8.4,56.5,465.39
371,24.1,72,5261.66
371,9.2,60.8,671.97
371,8.9,67.8,675.38
371,8.9,65.8,646.99
371,7.8,64,450.33
371,30.6,80.5,9047.67
371,23.8,83.8,5678.59
371,28,82.7,7758.84
371,27.7,82.3,7586.02
371,34,88.2,11855.46
371,29.3,82.8,8466.9
371,11.6,71.2,1218.05
371,11,68,1048.02
371,11.1,62.7,1006.78
371,11.1,64.9,1049.69
371,11.4,71.6,1179.15
371,10.3,73.4,918.78
371,29.3,91.2,9053.2
371,9.7,67.5,834.72
371,25.8,79.7,6431.42
371,23.7,78.9,5360.17
371,24.9,84.8,6251.41
371,26.4,82.2,6860.38
371,25.2,77.8,6061.37
371,23.6,78,5311.96
371,24.9,74,5704.65
371,27.9,82.8,7711.4
371,9.9,68.5,842.6
371,10.6,72,987.3
371,25.1,81.4,6139.39
371,24.8,73.7,5670.83
371,10.9,67.2,1044.66
371,29.4,83,8557.68
371,26.8,81.5,7057.41
371,11.2,77,1185.68
371,23.1,79,5154.78
371,23.5,72.4,4973.63
371,11.5,70.8,1170.08
371,26.3,86.2,7015.63
371,11.9,68.2,1223.6
371,9.4,71.5,754.47
371,26.4,75,6476.4
371,34.6,86.5,12109.7
371,27.5,84.5,7583.07
371,24.1,77.7,5521.71
371,25.4,78.3,6170.79
371,32.4,84.2,10422.46
371,25.4,89,6711.97
371,29.1,83.4,8395.55
371,27.2,78.6,7094.56
371,11.9,68,1238.95
371,8.7,65,546.16
371,10.6,67.8,939.12
371,9.3,66,714.77
371,10.3,70,940.35
371,11.3,73.9,1166.15
371,9.9,75,868.83
371,9.6,69.6,797.91
371,10,67.8,855.32
371,6.7,60.8,320.41
371,8,66.5,515.97
371,9.4,69.7,764.7
371,8.9,69.1,661.7
371,8.7,67.6,652.63
371,9.4,69.6,766.55
371,11,75,1137.28
371,26.5,77,6646.6
371,11.1,72.3,1135.18
371,8.2,68.4,561.81
371,9.9,78.2,948.89
371,9.8,70.9,815.89
371,9.4,75.6,816.59
371,9.4,69.5,786.77
371,10.8,70.4,1050.12
371,9.2,71.5,717.01
371,9.9,71.4,887.73
371,10.1,70,909.88
371,10.7,64,967.46
371,8.8,72.8,704.92
371,9.2,64.9,691.47
371,9.5,63.4,739.55
371,11.1,70.3,1098.98
371,10.1,69.3,869.13
371,8.6,66.3,610.69
371,9.3,72,726.84
371,9.4,72.2,810.31
371,10.9,65.4,1030.35
371,11.7,73.4,1279.77
371,28.8,78.5,7879.62
371,11.5,70.3,1195.95
371,9.9,69.9,850.72
371,9.4,73,786.77
371,9.5,73,800.42
371,9.1,69,714.18
371,9.7,57.4,727.65
371,8.5,69.9,615.16
371,9.7,71.3,826.01
371,9.4,70.2,784.03
531,13.7,78.7,2048.11
531,13.2,81.5,1942.94
531,13.6,75.4,1955.24
531,14.2,64.2,1896.45
531,13.5,77.6,1960.87
531,14.5,70.9,2123.86
531,14.8,69,2173.03
531,13.3,86.4,2062.09
531,13.8,81.4,2090.59
531,13.5,74.9,1904.57
531,14.3,69.8,2070.51
531,13.2,77.5,1864.01
531,13.2,74.4,1819.22
531,13,74.3,1778.11
531,13.8,75,1985.97
531,13,80.6,1876.79
531,13.7,62.8,1719.99
531,13,71,1697.14
531,13.8,71,1853.26
531,14.3,78.4,2215.98
531,14,67,1887.42
531,13.3,77,1896.6
531,13.5,79.1,1787.35
531,14.1,75,2060.55
531,14.2,76,2137.8
531,14,77.3,2097.34
531,12.7,82.9,1842.55
531,13.5,77.7,1980.1
531,13.4,85.2,2040.19
531,14.5,63,1973.69
531,13.4,73,1840.99
531,12.9,80.2,1778.99
531,13.6,77.6,2010.04
531,12.9,82,1798.51
531,14.1,69.2,1978.9
531,13.2,73,1806.06
531,14.4,76.3,2221.76
531,14.2,73.4,2069.06
531,14,74,2034.88
531,13.2,72,1768.17
531,14.7,78.1,2035.68
531,14.5,72.3,1971.34
531,14.8,67.9,2105.93
531,13.4,70.7,1801.82
531,13.9,68,1876.81
531,14.6,69,2108.01
531,13.2,80,1906.44
531,13.4,71,1809.69
531,14.8,67.6,2127.62
531,14.1,77.8,2153.11
531,13.2,73.1,1800.4
531,14.3,67.9,1999.21
531,13,86.6,1912.03
531,14.9,61.1,2016.62
531,13.6,79.1,2015.87
531,13,65,1583.5
531,14.3,71.8,2035.02
531,14.2,74,2086.35
531,14.7,69,2116.81
531,13.2,70,1756.72
531,13.3,70.4,1756.84
531,13,79.9,1834.05
531,14.5,78.8,2295.14
531,14.3,73.9,2123.19
531,14.1,79,2054.16
531,13.8,69.4,1895.23
531,13.6,80.4,2035.23
531,13.4,70.6,1815.58
531,14.6,69.3,2114.97
541,18,81.9,3250.06
541,11,78.7,1174.31
541,18.7,84,3513.21
541,9.6,68,829
541,13.3,81.7,1760.64
541,24.8,81.3,6094.28
541,15.5,75,2282.93
541,16.2,91,2793.14
541,10.7,90,1213.96
541,18.6,96.6,3888.57
541,16.6,88,2859.81
541,24.4,92.9,6405.23
541,7,58.3,363.32
541,16.7,85.2,2837.62
541,12.9,76,1576.47
541,15.7,91.5,2611.4
541,13.4,92.9,1946.75
541,12,90.9,1549.4
541,14.6,97,2231.12
541,13.9,89.4,1990.22
541,15.6,92.3,2639.89
541,15.4,89.5,2493.6
541,15.7,82.3,2475.03
541,12.2,64.5,1255.72
541,15.7,85.7,2539.45
541,14.9,79.3,2177.18
541,12.3,79,1476.86
541,13,81,1694.89
541,11.8,79.6,1362.11
541,10.6,81,1103.54
543,27.6,107.5,7464.7
543,19.6,94,3490.76
543,10.7,71.5,839.87
543,13.1,77.5,1380.87
543,21.4,87.6,3927
543,17.3,86.7,2585.94
543,26.9,102,6835.27
543,30.8,101,8843.98
543,12.9,67,1227.25
543,23.4,111.5,5533.05
543,15.2,74.3,1815.7
543,13.7,76.6,1495.98
543,18.2,84,2776.77
543,14.8,82.1,1814.2
375,8.3,76,545.31
375,11.2,78,981.08
375,7.3,71,408.64
375,7,63.3,342.35
375,6.8,65,269.29
375,7.9,79.2,491.42
375,9.8,68,665.12
375,6.6,71.3,292.72
375,5.7,64,207.86
375,7.6,67.2,447.42
375,8.3,68,540.6
375,6.5,64.4,265.32
375,7.3,65.5,358.5
375,13,76,1348.69
375,7.2,64,358.72
375,12.1,85.5,1167.28
375,10.4,74,794.16
375,6.4,62,235.74
375,10.3,75.4,812.04
375,6.3,62,219.36
375,6.7,65,271.34
375,7.2,63,363.25
375,9,65,541.47
375,7.2,63,324.89
375,6,58.5,192.82
375,7.5,65.5,382.86
375,9.6,75,738.64
375,5.6,57,167.51
375,6.2,55,222.35
375,6.2,58.7,197.19
375,9.7,76,740.68
375,7.5,61.5,337.21
375,6.8,68.5,319.57
375,5.7,63,202.14
375,5.7,56,154.85
375,6.8,64.5,288.74
375,10.1,77,810.46
375,6.8,62.3,309.12
375,12.3,62,1083.82
375,10.9,79.3,1014.8
375,9.3,75.5,643.03
375,5.5,61.5,166.98
375,6.8,71,321.64
375,7.9,75.5,486.45
375,7.4,64,369.35
375,6.3,61.2,240.4
375,7.1,63.5,346.89
375,6.2,69.5,224.78
375,4.8,45,96.29
375,8.2,71,458.89
375,8.2,69,459.6
375,8.4,62.6,426.86
375,6.6,67.5,288.7
375,7.1,63.5,332.81
375,8.6,68.5,532.97
375,6.4,60.5,254.44
375,8.6,60.5,441.72
375,10.4,76,807.48
375,10.6,75,797.01
375,6.4,63,249.46
375,6.9,60,285.26
375,10.9,72.5,871.21
375,8.1,70.5,484.81
375,8.8,66.5,538.69
375,7.1,67,333.38
375,6.6,70.2,335.65
375,8.6,69.4,517.1
375,7.6,67.5,396.03
375,8.1,66,465.89
375,7.9,66.2,446.97
375,7.6,70.3,418.81
375,7.5,69.5,404.63
375,6.5,67.2,271.36
375,5.9,58.2,197.98
375,8,71,491.38
375,6.5,65,278.8
375,8.8,69.5,579.96
375,6,68.4,223.41
371,7.8,55,434.78
371,10.9,62,1006.25
371,11,58,936.4
371,12,56,1124.62
371,8.8,62,619.07
371,8.9,57,588.99
371,4.9,40,100.62
371,7.8,55,412.8
371,17.8,67,2772.84
371,4.2,39,69.92
371,9.5,57,683.98
371,13.4,69,1584.39
371,8.9,56,591.73
371,8.7,57,560.38
371,8,56,480.94
371,6.5,55,275.44
371,9.4,55,659.72
371,9.9,55,738.36
371,11.9,65,1217.99
371,9,55,611.5
371,9.9,64,821.1
371,10.5,62,876.35
97,5.8,56.5,145.84
97,8.3,59.5,315.21
97,7.6,60,272.17
97,8.2,59,315.37
97,6.1,49,142.23
97,7.3,53,214.14
97,7.9,55.5,281.76
97,9.9,59.5,448.95
97,11.6,61,636.31
97,11.1,57,560.22
97,6.7,56.5,198.39
97,11,65.6,591.64
97,6.6,34.5,150.98
97,13.8,62.5,897.65
97,8.1,55,284.94
97,6.4,41,133.25
97,9.4,60.5,416.03
97,7.6,55.5,259.19
97,9,58.5,364.4
97,8.3,59,314.11
97,8.9,58.5,362.53
97,9.1,60.5,401.82
97,8.2,57.5,301.09
97,4.9,45.5,63.02
97,6,59.5,152.36
97,8.7,53.5,317.98
97,9.4,60.5,413.35
97,7.6,53.5,234.74
97,11,65.5,609.53
97,6.2,43,144.64
97,7.6,60.5,263.92
97,9,60.5,378.4
97,6.4,54.5,164.66
97,8.4,54,321.78
97,6.4,60.5,184.67
97,6.8,60.5,206.9
97,9.3,60.5,424.06
97,4.8,50.5,60.08
97,5.4,48.5,103.45
97,6.1,48.5,140.37
97,5,54.5,81.58
97,7.8,54.5,263.76
97,10.6,66.5,555.67
97,4.8,50.5,60.08
97,6.9,54.5,208.29
97,10,56.5,446.72
97,10.8,56.5,516.31
97,9.8,51.5,408.88
97,5,45,78.54
97,10.2,59.5,483.2
97,7.1,47,194.91
97,7.1,48,202.24
97,7.8,52.5,266.54
97,7.2,52.5,223.27
97,6.9,55.5,214
97,5.3,49,100.04
97,6.9,44.5,183.44
97,8,60.5,295.47
97,5.2,49.5,99.69
97,7.4,60.5,261.81
97,7.2,55,221.74
97,6.2,45,146.57
97,7.1,50,211.41
97,7.6,54,253.69
97,7.7,55,266.04
97,10.4,60,505.07
97,10.7,59,531.51
97,8,55,278.26
97,8.1,57,299.78
97,4.7,45,57.22
97,5.5,47,107.41
97,10.6,60,531.98
97,6.4,50,163.03
97,6.2,50,151.37
97,5.5,48,117.26
97,7.2,53,218.01
97,6.1,55,150.14
97,8,53,268.55
97,9.3,59,407.51
97,8.8,50,345.2
97,5.9,50,135.74
97,4.8,45,60.08
97,6.2,45,142.41
97,6.7,51,182.26
97,8.3,50,304.36
97,6.1,50,146.89
97,8.7,50,346.22
97,5,42,48.68
97,5.7,41,109.52
97,6,43,128.35
97,9.6,56.5,419.6
97,7.9,54.5,274.85
97,8.5,61.5,340.46
97,9.6,60,414.73
97,6.5,52.5,173.31
97,7.9,56.5,273.09
97,5.1,48.5,79.81
97,6.1,49.5,136.27
97,8.2,55.5,308.34
97,7.9,56.5,285.8
97,12.3,55.5,647.53
97,10.1,57.5,469.35
97,11.8,58.5,629.88
97,8.3,52.5,290.96
97,7.2,55,219.57
97,5.9,30.5,97.54
97,8.7,55.5,335.21
97,13.5,60.5,834.28
97,7.6,56.5,255.32
97,7.6,46.5,234.02
97,6.7,45.5,169.58
97,6.2,44.5,144.64
97,9.3,60,403.13
97,6.2,48.5,141.84
97,5.8,47.5,117.72
97,10,60,444.58
97,9.2,46.5,321.9
97,8.2,53.5,302.19
97,6.1,52.5,154.03
97,4.8,51,60.08
97,6,37.5,115.27
97,7.8,57.5,279.59
97,10.2,61.5,485.31
97,9.6,56.5,404.25
97,7.7,54.5,254.61
97,4.7,40.5,57.22
97,6,50,142.48
97,8.4,61.5,334.96
97,8.3,57.5,311.15
97,5.9,39.5,112.72
97,10.8,64.5,561.94
97,10.6,54.5,492.38
97,4.8,32.5,60.08
97,4.6,28.5,54.44
97,11.6,64.5,647.4
97,10.5,56.5,482.79
97,8.9,50.5,321.71
97,5.7,45,120.85
97,9.1,59,380.57
97,4.6,41.5,54.44
97,5,40.5,69.59
97,7.2,51.5,218.32
97,7.1,55.5,216.26
97,6.8,52.5,189.16
97,7.2,52.5,220.82
97,8.4,55.5,297.71
97,7.1,47.5,192.16
97,11.2,69.5,631.93
97,7,50,200.05
97,10.6,62.5,531.42
97,6.4,50.5,151.01
97,11.1,64.5,595.16
97,8.4,57.5,318.76
97,14,64.5,973.22
97,10.8,61.5,551.13
97,9.7,65.5,457.83
318,21,79,4593.21
318,28,86,8544.91
318,18,75,3266.76
318,27,82,7714.32
318,18.3,77,3431.82
318,26.3,88,7723.11
318,19.7,76,3922.33
318,19.3,87,4117.41
318,19.8,72,3845.45
318,17.4,79,3174.35
318,32,84,10964.86
318,18.4,75,3390.61
318,17.1,77,3012.85
318,22.5,85,5531.6
318,18.9,78,3693.58
318,18.1,81,3477.17
318,18.2,80,3480.03
318,18,80,3407.43
318,18.1,80,3431.4
318,18.5,84,3691.54
318,18.6,84,3767.68
318,18.6,70,3311.18
318,17.4,78,3154.39
318,19.4,77,3844.08
318,20.7,69,4081.23
318,30.4,82,9753.81
318,33.2,90,12296.07
318,18.2,79,3467.67
318,23.2,75,5381.58
318,27.2,86,8071.23
318,20.2,70,3925.51
318,18.3,79,3504.12
318,18,76,3322.18
318,19,72,3532.59
318,23,88,5891.75
318,23,79,5452.79
318,18.2,78,3377.31
318,18.8,82,3754.77
318,19,78,3744.52
318,22,80,5084.66
318,18.3,73,3317
318,17.2,78,3049.28
318,17.5,80,3226.42
371,10.9,71,1089.3
371,13.5,73,1680.4
371,6,56,202.53
371,9.2,62,674.78
371,7.7,58,422.39
371,8.6,62,576.7
371,6.7,60,296.7
371,4.1,42,66.05
371,7.8,62,463.44
371,3.4,40,42.46
371,5.3,50,137.59
371,18.9,69,3135.45
371,6.5,62,248.06
371,10,64,827.05
371,7.3,68,431.46
371,5.8,58,181.76
371,8.8,64,634.51
371,9.9,64,811.78
371,8.7,64,627.97
371,9.8,68,808.84
371,7,58,354.65
371,2.7,36.5,24.66
371,19.5,76,3602.45
371,26,83,6720.6
371,18.6,76,3246.03
371,23.3,74,4999.27
371,16.3,76,2530.97
371,16,75,2406.92
371,14,74,1837.43
371,16,75,2420.57
371,18.3,69,2986.96
371,11,63,1007.42
371,13.8,69,1710.62
371,18.8,74,3266.89
371,11.9,70,1285.76
371,23.4,82,5366.11
371,22.5,82,5017.06
371,11.5,62,1106.67
371,6,52,200.88
371,15.6,74,2259.12
371,12.7,76,1523.72
371,17,74,2677.97
371,18.2,74,3082.09
371,3,44,31.61
371,14.5,64,1754.38
371,15.2,64,1960.21
371,12.8,72,1470.85
371,6.5,48,229.34
371,12.6,60,1287.7
371,13.7,71,1720.63
371,12.3,71,1359.12
371,7.4,54,375.38
371,19.6,73,3531.55
371,11.7,72,1241.7
371,19.7,81,3795.66
371,32,83,10108.33
371,13,63,1396.06
371,27.5,75.1,7022.5
371,26.1,78,6498.63
371,21,74,4081.1
371,18.9,78,3451.43
371,24.2,72,5323.96
371,13.4,71,1640.31
371,13,68,1468.95
371,15.8,68,2205.26
371,19.9,77,3779.27
371,22.1,81,4782.19
371,13.3,69,1562.2
371,13.6,71,1681.53
371,18.6,78,3344.47
371,15.6,82,2399.16
371,14.5,69,1880.07
371,16,78,2476.99
371,25,79,5999.68
371,17.5,75,2870.57
371,17,78,2731.57
371,19.1,84,3690.49
371,22,80,4720.53
371,12.3,68,1337.22
371,17.2,70,2658.97
371,14.4,66,1777.41
371,16,70,2310.16
371,10.9,74,1095.1
371,14.1,85,2023.63
371,15.2,72,2044.83
371,16.5,72,2486.2
371,5.3,42,107.13
371,17.2,74,2754.03
371,22.7,75,4797.85
371,12.5,68,1375.25
371,19.8,75,3685.84
371,13.4,63,1509.85
371,12.4,63,1280.53
