SPCD,DO_BH,HT_TOT,TT_DW_CRM
371,25.8,82.3,5411.5
371,20,85.2,3381.79
371,19.6,88.5,3303.03
371,20,85.2,3395.94
371,21,88.5,3840.27
371,20.6,87,3583.18
371,20.6,73,3138.43
371,20.6,71,3069.05
371,20.6,71,3069.05
371,21.2,82,3667.16
371,21,84.9,3731.34
371,19.8,71,2836.09
371,24.4,73,4364.51
371,21.7,76,3604.51
371,21.7,76,3608.74
371,22,81,3924.31
371,21.6,85.5,3972.72
371,19.8,71,2839.66
371,20.2,75,3084.52
371,22.8,84.3,4341.99
371,22.8,83,4263.55
371,22.8,84.3,4341.99
371,23,89,4592.16
371,23,88.7,4573.52
371,10.7,71.5,702.13
371,11.1,69.1,859.74
371,10.6,64.2,840.64
371,10.9,60,658.25
371,11.3,72,778.52
371,11.2,56,602.65
371,11.1,61,654
371,11.3,61,816.74
371,11.4,63.2,862.28
371,10.6,69.8,837.47
371,11,74.7,798.24
371,10.8,76,755.33
371,11,78,826.63
371,9,64,548.06
371,9.4,70.9,620.05
371,9.2,72.6,584.18
371,9.4,70.9,656.24
371,9.4,69.6,550.72
371,9.4,69.6,549.79
371,9.3,75.1,630.48
371,9.1,75.1,593.68
371,9.3,64.8,549.44
371,10.2,63,693.6
371,9,70.7,562.04
371,9,66,516.98
371,9,66,523.77
371,9.2,72.6,593.5
371,9,70.7,563.67
371,33.6,83.6,9175.61
371,6,65.9,209.06
371,3.9,32,58.7
371,3.2,29,36.81
371,8,46.7,372.47
371,8.5,47.2,375.35
371,8.2,58.7,457.04
371,8.3,59.1,414.21
371,8.2,64.2,421.51
371,33.5,87,9479.23
371,9.1,58.3,531.41
371,9.3,64.3,595.45
371,9.1,58.3,532.28
371,9.3,64.3,580.6
371,9.3,56.6,531.27
371,9.8,60,591.26
371,10.4,57,553.75
371,12,57,892.35
371,11.8,61,811.33
371,12.3,59,904.1
371,11.6,64,823.3
371,12.3,71,1129.27
371,12.3,73,1144.65
371,11.7,66,957
371,12.4,72,1128.39
371,11.9,71.7,1058.84
371,10,64.2,710.48
371,11.6,72.9,1012.52
371,12.4,69.4,1142.68
371,12.4,69.4,1144.11
371,12.2,72.3,1136.47
371,11.9,74,1083.7
371,11.6,74.9,1037.35
371,11.6,74.9,1033.64
371,11.7,68.6,966.13
371,12.3,74.8,1155.78
371,11.7,68.6,973.93
371,10.1,60.3,606.37
371,11.9,74,1075.87
371,11.8,70,975.21
371,11.9,74.2,1094.09
371,11.9,74.2,1094.09
371,12.3,71.3,1092.61
371,12.4,72,1128.39
371,11.6,72.9,1018.75
371,12.3,73,1144.65
371,12.3,66,1061.24
371,10,64.2,710.48
371,12.2,72.3,1136.47
371,12,71,1130.08
371,12,71,1124.84
371,11.9,75.8,1091.49
371,12.4,78.5,1227.04
371,12.1,83,1217.75
371,12.4,78.5,1229.81
371,12.1,83,1220.34
371,12.3,79,1094.03
371,11.9,75.8,981.51
371,10.2,70.3,731.48
371,12.3,79,1056.94
371,12.2,77.5,1144.66
371,12.4,80,1228.43
371,12.4,80,1228.43
371,12.2,77.6,1158.26
371,12.2,76,1169.09
371,12.1,76,1031.26
371,10.3,68.7,785.33
371,10.3,68.5,631.73
371,9.7,68.7,651.2
371,9.9,70,731.54
371,10.2,70.3,769.46
371,10.2,63,690.49
371,10.3,71.3,773.23
371,10.5,72,748.77
371,9.9,70,712.83
371,10.3,74.7,717.62
371,10.3,74,810.24
371,10.3,74,810.24
371,10,71.7,703.66
371,10.4,72.7,815.68
371,10.2,70,763.52
371,10.3,68.7,770.19
371,9.8,61.7,628.71
371,10.2,70,763.52
371,10.3,68.5,626.22
371,10.3,68.7,766.13
371,10.2,66,697.74
371,10.2,70.3,764.51
371,10.3,71.3,686.96
371,9.8,68.6,599.22
371,10.2,74.7,705.99
371,9.8,75,709.99
371,9.8,68.6,595.25
371,9.9,62.5,658.05
371,9.8,75,670.9
371,10.2,70.8,727.43
371,10.3,68.7,741.54
371,10.5,70,773.49
371,9.7,68.7,633.38
371,9.9,54.9,668.78
371,9.8,74.9,738.1
371,10,71.7,745.97
371,10.5,72,748.77
371,10,61.6,634.78
371,10.4,76.7,840.8
371,10.1,76.5,793.01
371,10.1,76.5,712.51
371,10.4,64.8,704.62
371,10.4,58,648.58
371,10.4,64.8,710.03
371,11.7,50,796.92
371,12,53,855.11
950,12.6,70,701.2
950,15.3,100,1332.29
950,15.7,86,1230.86
950,16,87.5,1308.52
950,12.6,70,704.55
950,17.3,105,1778.22
950,22.4,94,2702.11
950,23.4,90,2794.95
950,25.2,99,3540.36
950,25.3,103,3672.4
950,34.8,118,7707.25
950,37.2,113,8491.6
950,11.3,69,533.79
950,17,90.5,1475.92
950,20.9,97,2383.96
950,11.6,97,699.66
950,23,95,2842.56
950,24.4,93,3103.38
950,24.6,81.5,2869.91
950,24.9,100,3474.92
950,14,90,1030.48
950,14.1,91,1029.41
950,16,71,1097.87
950,10.2,75,461.59
950,10.3,62,424.49
950,10.7,74,451.53
950,11.2,74,549.31
950,9.2,58,280.23
950,23.4,80,2529.9
950,9.4,75,396.46
950,9.9,67,421.64
950,9.8,64.5,338.38
950,9.9,66,407.57
950,10,81,468.88
950,10.1,69,443.42
950,10.7,75,525.53
950,12.8,72,729.84
950,13.2,71,774
950,13.9,82,944.45
950,12.5,62,610.36
950,17.8,96,1719.94
950,18.9,85,1770.94
950,19.6,104,2203.65
950,11.4,62,537.77
950,12.3,92,818.01
950,13.3,66,743.28
950,17.5,85,1529.12
950,17.6,92.5,1646.65
950,19.6,85,1879.22
950,13.6,78,872.55
950,14.3,76.8,937.15
950,14.3,76.8,940.33
950,15.2,72,1001.91
950,19.8,89.5,1999.11
950,13.4,92,903.1
950,14.7,68,902.58
950,14.7,73,932.38
950,12.7,87,817.08
950,14,99,1093.37
950,14.8,90,1063.23
950,10.9,69,516.94
950,10.9,64,493.07
950,10.9,65,435.58
950,11.7,81,631.95
950,14.6,87,1046.65
950,14.6,82,1033.65
950,14.5,73,928.28
950,14.4,74,894.83
950,12.4,72,661.08
950,14.9,69,948.54
950,14.8,63,867.93
950,19.1,101,2027.5
950,19.4,104,2144.23
950,11.9,76,682.62
950,18.1,92,1729.65
950,18.6,79,1590.82
950,12,77,639.13
950,12,92,758.84
950,15.2,80,1092.03
950,19.8,70,1584.21
950,19.9,90,2052.22
950,17.5,71,1306.33
950,17.6,78,1412.3
950,18,87,1651.51
950,18.9,82,1718.17
950,19.2,79,1728.29
950,19.6,78,1713.31
950,19.7,84,1899.35
950,19.4,85.5,1883.33
950,19.5,85,1886.29
950,19.6,90,1978.44
950,19.6,93,2053.55
950,19.7,89,2007.39
950,17.4,96,1654.99
950,17.6,96,1635.85
950,17.8,96,1716.81
950,18.9,106,2085.23
950,17.2,87,1490.79
950,19.8,87,1969.38
950,19.9,86,1962.15
950,15,75,1049.5
950,17.2,90.5,1560.54
950,15.7,70,1063.02
950,17.2,84,1438.26
950,17.2,95,1608.97
950,17.2,74,1311.65
950,17.1,77,1356.69
950,17.1,74,1294.5
950,17,83,1392.42
950,16.8,73,1249.81
950,16.3,83,1295.63
950,15,95,1175.88
950,16.2,79,1229.82
950,16.8,79,1334.56
950,16.7,75,1246.27
950,15.1,96,1258.87
950,18.4,74,1486.93
950,15.2,95,1229.3
950,17.7,74,1378.43
950,19.8,87,1971.37
950,15.7,104,1416.66
950,15.7,85,1242.05
950,15.9,88,1292.02
950,16.1,87,1322.54
950,16.2,89,1339.25
950,16.4,94.5,1426.76
950,17,85,1429.21
950,17,90,1459.91
950,19.9,87,1990.27
950,17.1,74,1303.64
950,17.6,98,1678.94
950,18.1,79,1540.44
950,18.5,85,1699.23
950,18.7,81,1678.77
950,18.8,77,1606.58
950,18.9,87,1730.94
950,16.9,79,1368.42
950,19.3,85,1815.8
950,19.4,82,1825.91
950,19.4,99,2122.04
950,19.5,85,1886.29
950,19.6,85,1869.43
950,19.6,89,1980.38
950,19.6,94,1947.44
950,19.7,82,1863.7
950,16.8,76,1285.05
950,15.5,76,1087.39
950,27,92,3804.09
950,28.5,76.5,3573.58
950,28.5,76.5,3573.58
950,28.8,87,4070.15
950,29.6,94,4658.43
950,29.6,94,4649.64
950,29.6,82,4090.68
950,30.1,96,4889.43
950,22.4,85,2469.31
950,23.7,112,3476.69
950,31.6,97,5418.7
950,24.2,90,3010.44
950,24.2,96,3178.12
950,24.3,97,3253.55
950,24.6,84,2937.85
950,24.9,97,3410.08
950,25.5,103,3744.82
950,25.7,100,3723.21
950,16.8,81,1359.14
950,26.1,97,3706.95
950,26.4,85,3410.05
950,26.5,79,3205.35
950,15.2,82.5,1139.18
950,15.3,83,1145.97
950,17.6,78,1429.92
950,18.1,74,1469.35
950,18.3,76.5,1524.09
950,18.5,70,1444.72
950,15,78,1056.46
950,18.7,78,1606.88
105,11.4,80,705.38
105,11.4,75,721.32
105,10.3,76.3,532.21
105,10.2,66.6,442.89
105,10.9,75.1,610.5
105,9.6,77.2,469.05
125,11.5,72.2,640.78
125,11.3,53.4,483.21
125,12.4,75.9,803.61
125,12.2,71.2,745.04
125,13,71.5,807.06
125,13.4,72.2,875.39
125,11.4,65.3,593.51
125,11.2,67.1,598.84
125,10.1,62.5,435.37
125,10.1,62.5,434.71
129,14.5,82.2,1048.25
950,14.5,73,927.17
950,14.8,62.8,865.56
950,15.7,70,1063.02
950,16,71,1101.92
950,17.1,77,1356.69
950,12.6,70.3,707.06
950,25,91,3232.76
950,25.1,86.1,3117.38
950,13.3,66,743.28
950,25.7,90,3369.05
950,31.9,95.2,5437.61
950,34.2,105,6774.94
950,17.1,74.2,1296.02
950,17.2,74.5,1317.82
950,24.6,81.5,2873
950,21.1,89.3,2298.42
950,15,77.6,1051.82
950,15.3,83.4,1148.35
950,10.3,62,423.3
950,9.9,67,421.64
950,9.9,66,407.57
950,10.7,75,528.52
950,11.9,76.2,673.94
950,13.2,71,774.92
950,12.8,72.2,730.7
950,12.9,64,659.74
950,11.3,69,533.09
950,16.1,82,1259.61
950,12.5,62,609.5
950,15.2,72,1000.69
950,14.9,69.2,956.76
950,11.4,62,538.48
950,12.6,70,702.04
950,15.5,75.7,1083.64
950,19.8,70,1584.21
950,17.5,84.7,1526.02
950,17.5,71.3,1309.55
950,19.6,78,1711.32
950,19.7,82,1873.62
950,19.8,89.5,2001.09
950,19.7,84.1,1903.3
950,18.2,76.5,1508.57
950,15.7,82,1203.37
950,17.1,74,1302.12
950,18,87,1654.77
950,18.1,78.7,1535.38
950,18.5,85,1699.23
950,18.8,77.2,1604.75
950,18.9,87,1730.94
950,19.2,79.4,1733.97
950,19.4,81.8,1820.15
950,19.5,78,1736.32
950,19.6,84.6,1873.35
950,29.4,88.2,4318.76
950,29.6,82.4,4113.04
950,31.6,97,5418.7
950,24.2,89.6,2998.61
950,24.6,84.4,2947.1
950,25.3,98,3545.21
950,26.5,79.1,3212.56
950,22.3,80.8,2362.08
950,18.5,70.4,1450.11
125,12.2,72.5,738.85
371,26,85,5623.75
371,11,71,807.74
371,11.3,72,783.65
371,11,74.7,831.33
371,26,89,5874.34
371,26,87,5737.31
371,26.2,91,6063.73
371,28,88,6737.06
371,28.1,86.1,6665.01
371,28.8,76.5,6280.19
371,29,79,6551.57
371,10.6,64.2,763.04
371,10.9,60,649.56
371,11.3,61,820.52
371,11.4,63.2,788.91
371,10.9,70,878.62
371,10.7,71.5,754.95
371,10.6,69.8,839.58
371,11,74.8,965.15
371,10.8,76,764.59
371,11,78,826.63
371,11.3,75.1,828.09
105,10,58.5,438.17
125,14.4,43.2,634.18
125,13.1,53.1,636.4
105,16.5,72,1414.33
105,9.5,70.6,429.72
12,5.2,34.1,54.34
12,5.2,28,59.02
12,7.8,45,170.92
12,9,46.9,238.61
12,10.4,52.1,310.21
12,10.1,63,357.29
12,5.8,54,100.93
12,5.1,35.2,60.42
371,11.5,64,884.29
950,13.6,77.8,871.6
950,14.4,74,898.11
950,14.6,82,1031.48
950,16.9,79,1368.42
950,21.9,93,2559
950,23,95,2866.37
950,23.4,89.7,2786.64
950,25.2,99,3540.36
950,26.1,97,3734.18
950,26.1,91,3532.53
950,28,97,4202.94
950,30,95,4749.6
950,16.2,89,1341.89
950,16.2,79,1231.18
950,16.3,83,1295.63
950,17.7,74,1380.06
950,21.5,92,2419.39
950,22,99,2706.82
950,22.7,95,2784.77
950,23.9,89.4,2933.52
950,24.9,100,3496.49
950,10.1,69,443.97
950,13.4,82,885.03
950,10.9,69,517.58
950,18.9,85,1769.13
950,15.7,78,1126.14
950,15.9,82.5,1229.4
950,17,83,1392.42
950,19.6,93,2051.63
950,18.6,79,1589.04
950,17.6,92.5,1649.74
950,19.9,90,2052.22
950,17.6,78,1415.51
950,15,75,1009.82
950,19.4,85.5,1883.33
950,19.6,90,1972.64
950,17.2,95,1619.18
950,17.2,90.5,1560.54
950,19.8,87,1971.37
950,19.8,87,1971.37
950,19.9,86,1962.15
950,19.9,87,1988.26
950,16,76,1180.72
950,16.7,75,1246.27
950,15.2,82.5,1139.18
950,17.2,84,1438.26
950,18.9,82,1719.99
950,19.3,85,1813.9
950,19.6,89,1978.44
950,19.7,88.7,2003.49
950,15.7,86.4,1247.01
950,26.9,93,3806.09
950,28.8,87,4129.04
950,25.2,92,3308.25
950,24.3,97,3244.72
950,24.9,97,3406.98
950,25.7,85,3238.48
950,26.1,97,3706.95
950,18.7,78,1608.69
125,12.1,42.5,451.34
12,4.2,30.4,39.59
12,4.9,28,57.87
105,8,40.9,190.25
105,8,41.1,188.31
105,8,40.9,188.79
105,8,41,185.38
105,8,40,172.02
105,8,41.2,181.45
105,8,39.1,185.87
105,8,42.1,200.35
105,8,43.1,216.8
105,13.1,57.1,670.57
105,14,81.3,1077.22
105,10.1,68,497.75
105,9.2,54,341.45
105,11.8,68,672.41
105,12.7,66.9,731.93
105,13.2,58,706.29
105,12.5,65.1,727.44
105,10,67,493.14
105,10.6,63.8,531.84
105,9.8,66.1,473.25
105,10.2,60,470.7
105,10,67,464.52
105,11.3,63,539.18
105,9.5,62,420.91
105,11.6,65.1,618.16
105,11.8,63.9,660.2
105,10.2,67,504.75
105,10.9,63,568.65
105,10.3,60,462.04
105,10.6,58,467.64
105,9.9,65.1,480.78
105,9.2,66.1,398.29
105,10,63,476.81
105,10.2,60.1,485.62
105,6.5,58.9,147.41
105,7.6,59.9,261.68
105,8.9,65.1,372.85
105,8.4,61,320.25
105,8.9,65.1,368.03
105,6.8,53,203.33
105,8.6,53,310.03
105,8.5,61,327.29
105,9.6,57.9,413.3
105,9.3,61.9,412.77
105,8.8,69,379.38
105,10.8,66.9,583.5
105,10,63,452.69
105,10.9,60,542.7
105,10.7,63,547.22
105,10.3,68,503.28
105,9.8,62,458.19
105,10.8,71.1,589.13
105,10.1,63.9,492.19
105,10.6,63,515.05
105,9.2,60,394.67
105,11.3,71.1,629.6
105,11.2,57,559.15
105,11.2,67.1,610.29
105,11.3,64.9,590.7
105,11,62,573.55
105,8.1,66,300.05
105,8.7,57.1,327.34
105,7,43.1,151.53
105,7.6,59.9,246.7
105,9.1,66.1,382.1
105,9.5,62,393.28
125,6,41,102.53
125,7.5,46,221.13
125,8.6,63.9,340.92
125,9.8,69,442.88
125,9.5,58.9,388.37
125,6,40.9,102.18
125,7.5,45.9,222.35
125,8.6,64,340.45
125,9.8,69,450.04
125,9.5,58.9,387.79
105,10.1,74.6,499.6
105,9.8,76,498.09
125,14.5,65,971.87
105,11,69,600.34
105,9,55,319.35
105,9,55,305.73
105,8,47,206.99
105,8,38.1,166
105,8,47,192.19
105,8,44,191.22
105,9,42.1,256.37
105,9,35,227.22
105,8,44.9,215.88
105,8,32.1,154.8
105,8.5,43,219.23
105,8.3,46,212.23
105,9.3,45.1,250.63
105,9.3,44,257.6
105,8,54,264.92
105,8,56.1,256.45
105,8,60.9,264.08
105,9,60.1,345.31
105,8,63.1,270.35
105,8,60.1,289.79
105,8,64.1,293.34
105,9,52.1,300.77
105,9,57.1,341.14
105,9,54,332.19
105,8,58.1,272.83
105,10,61.1,431.78
105,10,61.1,422.14
105,9,63,343.23
105,9,39.1,218.71
105,9,53.1,297.44
105,9,59,349.46
105,9,57.1,325.8
105,9,61,346.35
105,8,57.1,259.01
105,8,57,257.73
105,9,57.9,333.25
105,8,54.1,256.02
105,8,57.1,261.97
105,9,41,238.64
105,9,56,328.47
105,10,61.1,451.43
105,9,64.1,354.61
105,10,60.2,459.55
105,10,63.1,439.44
105,8,66.2,283.01
105,13,77.2,893.27
105,13,71.2,841.8
105,12,63,642.9
105,12,61.1,612.12
105,11,61.8,547.75
105,10,65.1,451.43
125,7.1,37.8,142.24
125,7.7,48,214.37
125,7.3,57.7,228.99
125,8.2,50,275.53
125,9.6,56,362.68
125,8.7,50,277.08
125,14.1,85.1,1154.12
125,15,97.7,1417.48
125,15.2,87.7,1370.37
125,15.5,99.8,1584.57
125,11.3,80.1,698.55
125,11.3,93.5,772.41
125,11.4,82.2,727.56
125,11.5,74.2,698.62
125,12.7,73.8,839.59
125,16.6,94.5,1719.71
125,17.3,100,1924.03
125,17.9,99.8,2072.38
125,18,99.9,2111.86
125,18.4,92.4,2032.91
125,18.4,109.7,2352.52
125,18.8,99.9,2274.27
125,18.8,104.6,2364.61
125,19.1,100.6,2332.78
125,19.1,105.8,2451.87
125,19.4,95.9,2314.76
125,20,96.7,2476.58
125,20.1,96.7,2463.95
125,20.2,103.9,2675.04
125,21,93,2668.25
125,16.8,95.8,1752.59
125,16.8,98.9,1797.56
125,17.1,95.7,1823.04
125,11.1,84,694.03
125,11.9,74.9,742.01
125,11.7,85.2,797.56
125,12.2,68.9,755.61
125,13.8,90,1157.3
125,6.5,63.5,194.04
125,6,17.3,67.61
125,7.4,68.8,249.73
125,8.8,72.4,405.84
125,9.3,76.6,472.47
125,9,69.3,418.14
125,9,68.8,392.99
125,9.3,67.7,437.11
125,8.5,69.8,366.05
125,9.2,77.9,468.03
125,9,70,420.02
125,9.2,72.2,458.6
125,10.5,95,681.14
125,11.6,77.5,742.91
125,10.7,78.6,624.93
125,10.8,95,718.18
71,6.3,38,124.71
71,4.1,25,37.92
371,25.8,82.3,5411.5
371,26.2,91,6063.73
371,28.1,86.1,6651.07
371,11,71,808.93
371,11.3,75.1,833.11
125,13,86.3,976.81
125,13,88.3,991.86
125,13.2,107.9,1210.08
125,14,97.9,1257.1
125,13.3,85.1,1005.27
125,15,82.9,1218.24
125,15.1,89.1,1335.71
125,15.1,107.1,1569.46
125,15.1,91.8,1363.73
125,15.8,93.9,1556.29
125,15,90.4,1348.12
125,14.2,78.1,1055.24
125,11.5,93.2,819.99
125,12.6,90.1,962.61
125,12.6,86.4,915.41
125,12.9,96.1,1057.13
125,12.9,85.1,973.98
125,17.7,100.9,2011.95
125,17.7,94.9,1930.93
125,17.7,87.8,1797.73
125,16.7,78,1430.92
125,14.8,73.3,1067.87
125,17,92.4,1724.48
125,11.9,71,710.39
125,11.7,67.9,663.5
125,12.5,75.9,815.52
125,12.2,70.1,725.5
125,12.2,75.7,762.63
125,12.2,81.7,826.22
125,7.8,58.1,262.99
125,7.8,60.8,277.13
125,7.4,64,278.99
125,8.8,74.8,406.28
125,8,67,299.94
125,9.2,59.9,383.13
125,5.5,55,102.95
125,6.7,57,196.27
125,6.7,53.9,192.1
125,5.5,52.2,88.05
125,9.2,62.9,384.21
125,7.8,36.1,168.18
125,10.5,85.4,640.94
125,10.8,87.3,707.17
125,15.6,95.1,1516.79
125,20,84.7,2157.96
125,10.2,75.2,561.47
125,10.4,80.2,610.19
125,10.4,87.7,652.71
125,10.7,85.2,641.66
125,10,69.9,504.54
125,10.1,57,425.47
125,10.8,85.6,680.97
125,10.8,87.3,709.63
131,9,65.6,452
131,7.2,63.3,270.42
131,7.9,65,340
131,6.2,59.4,180.27
131,10.5,65,615.3
131,10,66.9,572.86
131,8.3,65.3,379.61
131,7.8,58.7,297.08
131,6,52.5,144.73
131,8.6,57.7,360.11
131,5.8,50.5,127.26
131,7.8,55.4,279.41
131,6.8,53.5,198.1
131,4.5,46.3,51.44
125,1.9,19.5,6.17
125,4.3,31.5,44.21
125,6.1,34,116.64
125,5,33.5,66.77
125,9.7,41,368.09
125,4.3,27,44.21
125,8.7,39.5,285.08
125,5.1,39,76.07
125,6,37.3,117.15
125,3,23.7,18.5
125,5.5,35.9,91.43
125,8,45.3,253.74
125,4.9,33.5,60.68
125,6,37.6,117.61
125,9.6,40.1,355.86
17,22.1,129,3890.59
17,20.1,145.1,3692.01
17,35.1,185.1,13978.77
17,20.7,103.8,2745.31
17,25.7,84.2,3450.42
17,13.1,85.3,931.92
17,25.5,140.5,5608.23
17,29.5,169,9066.23
17,28.6,162.8,8198.5
17,33.5,145.6,9867.88
17,31.4,160.2,9632.77
17,27.6,124.3,5757.72
17,18.7,110.4,2398.7
17,38.6,183.3,16584.36
17,28.3,176.9,8824.56
17,20.7,172.9,4787.57
17,25.2,144.6,5654.12
17,24.3,132.5,4803.75
17,21.9,141.2,4214.12
17,26.7,166.1,7357.26
17,37.6,176.8,15158.29
17,21.4,133.2,3784.94
17,16.8,120.7,2145.7
17,15.4,94.3,1406.22
17,28.3,145.7,7123.79
17,19.4,120.3,2814.41
17,17.2,101.1,1866.71
17,27.6,137.2,6371.28
17,32,152.4,9471.04
17,13.9,117.3,1453.52
17,15.8,123.3,1955.06
17,22.2,109,3302.36
17,24.8,151.1,5753.34
17,22.1,158.9,4895.33
17,17.2,148.2,2825.28
17,24.4,157.6,5846.09
17,24,151.7,5429.06
17,16.4,111.9,1890.63
17,14.6,115.2,1563.43
17,13.1,107.2,1178.45
17,25.1,156,6098.38
17,20.2,119.8,3028.39
202,24,168.6,7806.7
202,20.5,105.8,3548.39
202,15.7,84.2,1730.72
202,29.2,99.9,6234.73
202,18.5,102.4,2867.16
202,23.7,100.5,4317.28
202,17.6,93.4,2369.66
202,29.6,182.7,12182.12
202,24.4,190.9,9164.71
202,30.2,186.6,12894.41
202,19,129.3,3919.41
202,22.7,132,5421.52
202,12.8,89.6,1325.71
202,20,118.2,3856.93
202,14.5,112.2,2127.72
202,32,160.6,12193.45
202,21.6,148.4,5679.16
202,33.1,153.6,12350.68
202,23.3,130,5574.3
202,23.8,151.7,6858.34
202,17.3,75.9,1817.45
202,21.9,117.2,4461.92
202,23.6,149.1,6632.91
202,23,162.2,6965.12
202,13.5,117.4,1947.75
202,20.3,161.3,5618.19
202,27.1,185.8,10647.98
202,24.7,139.5,6664.66
202,21,127.6,4570.01
202,17.5,107.2,2751.1
202,20.6,134.3,4687.06
202,31.8,191.8,14514.07
202,15.3,154.2,3242.95
202,23.2,133.5,5699.22
202,29.4,167.3,10973.49
202,29.4,165.2,10827.29
202,26.3,152.9,8211.26
202,17.7,123.1,3291.39
202,39,189.6,20586.48
202,29.5,156.3,10267.32
202,24,166.3,7691.38
202,26.2,171.2,9215.28
202,16,134.6,3095.45
202,24.6,114,5296.53
202,24.9,132.5,6385.6
202,27.1,131.7,7353.46
202,23.2,130.1,5537.92
202,20.1,118.4,3897.25
202,24,134.5,6091.72
202,24.3,131.8,6085.71
202,28.1,196.6,12014.92
202,35.4,207.6,18982.46
202,22.5,113.5,4510.53
202,29.3,148.8,9624.72
202,39.8,168.9,18974.51
202,26.1,163,8684.89
202,23.8,138.6,6207.63
202,20.1,121.8,4024.74
202,27.9,135.6,7988.52
202,19.8,137.7,4511.53
202,20.3,137,4676.92
202,19.9,132.6,4358.83
202,20.9,115.3,4042.4
202,29,154.1,9814.52
202,32.4,149.1,11521.44
202,28.7,159.2,9980.08
202,29.5,144.1,9410.34
202,26.6,122.4,6570.08
202,20.3,126.4,4268.85
202,21.1,140.1,5118.7
202,25.6,131.7,6656.44
202,22.5,148.4,6084.41
202,25.5,112.9,5582.65
202,23.4,127.8,5509.99
202,21.2,110.6,3952.8
202,23.6,105.8,4534.83
202,22.1,116.2,4489.12
202,29.1,119.3,7493.81
202,26.6,148.1,8088.87
202,29.4,118.2,7556.78
202,28.6,137.8,8491.24
202,29.9,139.7,9320.86
202,19.2,149.8,4716.09
202,22.1,124.4,4845.74
202,22.2,126.2,4962.69
202,30.9,142.4,10085.01
202,23.5,126.7,5497.61
202,20.5,115.5,3918.54
202,14.5,118.2,2257.57
202,30.1,143.2,9685.31
202,11.2,105.7,1219.34
202,29.6,166.2,11026.57
202,16.7,140.5,3487.81
202,19.5,140,4481.59
202,33.2,177.2,14425.43
202,21.8,165.1,6490.47
202,15.9,116.1,2575.17
202,12.9,102.8,1568.14
202,19,126.2,3811.94
202,18.5,110.7,3135.44
202,12.4,97.1,1373.74
202,18.1,129.7,3628.23
202,14.5,124.2,2367.43
202,20.8,165.8,6030.25
202,17.8,123.8,3344.21
202,15,114.9,2312.75
202,28,147.3,8792.68
202,12.6,86.2,1233.14
202,23.2,147.4,6361.46
202,27.2,149.6,8500.81
202,17.6,124.3,3297.47
202,15.1,126.3,2606.59
202,22,142.5,5598.54
202,23.1,149.7,6423.93
202,23.8,121.6,5369.14
202,21.4,146.2,5498.45
202,37.1,159.2,15725.99
202,25,155.4,7659.33
202,19.7,132.4,4278.24
202,23.4,156.1,6876.17
202,28.6,154.2,9585.8
202,15.5,108.8,2287.4
202,20.3,152.1,5261.75
202,35.9,188.8,17683.37
202,23.9,151.1,6877.53
211,34.7,175.8,10821.75
211,17.5,101.1,1666.13
211,18.7,83.4,1596.29
211,11.2,52.6,376.62
211,24.3,95.3,3033.48
211,19.2,83.9,1691.5
211,27.4,52.4,2266.03
211,12.1,32.8,294.53
211,20.1,126.7,2699.62
211,23.5,79.2,2401.34
211,18.9,118.1,2239.09
211,23.4,131.8,3786.51
211,28.6,164.5,6926.19
211,14.4,77.3,884.5
211,23.3,117.2,3370.04
211,17.4,97.3,1590.62
211,24.8,112.2,3665.67
211,25,117.6,3888.58
211,24.7,103.4,3374.95
211,17.8,95.2,1631.5
211,17.3,98.4,1588.68
211,22.1,101,2647.88
211,27,112.7,4358.63
211,28.5,123.5,5278.26
211,20.6,114,2572.23
211,19.6,90.3,1883.6
211,27.3,138.9,5398.95
211,29.5,114,5253.67
211,32.5,138.3,7607.42
211,27.9,145.2,5873.24
211,20.6,90.9,2092.14
211,31.3,98.8,5189.76
211,22.5,89.3,2453.78
211,35.7,93.2,6400.84
211,26.4,102.8,3832.59
211,36.1,153.3,10312.65
211,23.7,130.7,3853.66
211,40.5,178.9,14963.05
211,47,183.3,20590.88
211,21.8,129.7,3241.21
211,22.8,112.4,3106.41
211,19.5,114.1,2308.33
211,20.4,80.6,1840.62
211,29.8,132.9,6170.58
211,25.4,112.7,3859.83
211,35.7,169.7,11081.93
211,26.1,131.6,4697.59
211,20,132.9,2793.51
211,26.2,160.6,5690.91
211,40,113.8,9626.23
211,30,128.3,6053.92
211,32.8,130.1,7324.22
211,30.6,131.2,6428.07
211,36.9,131.1,9327.27
211,25.3,119.6,4044
211,29.2,151.9,6703.95
211,25,141.8,4619.91
211,20.9,108.6,2532.07
211,29.2,146.3,6474.99
211,27.3,131.9,5147.58
211,24.7,127.5,4089.05
211,23.7,129.6,3823.76
211,22.8,121.9,3346.55
211,21.4,138.9,3328.33
211,25.5,131.4,4479.08
211,23.5,131.2,3802.69
211,20.2,132.2,2835.39
211,21,131.9,3056.34
211,37.7,115.7,8683.09
211,24.7,97.4,3196.29
211,15.4,116.1,1465.94
211,25.9,102.8,3689.46
211,19,106.4,2056.17
211,22.7,110.8,3039.22
211,18.2,113.1,1996.27
211,12,85.6,670.73
211,28.2,137.1,5689.77
211,25.4,168.2,5585.95
211,30.2,102.3,4987.61
211,23.7,127.1,3755.76
211,23.5,106.8,3148.24
211,26.8,106,4060.88
211,25.9,108.1,3862.5
211,20.3,102.1,2258.55
