latitude,longitude,address,driving_time_to_campus,walking_time_to_campus,bicycling_time_to_campus,transit_time_to_campus,driving_time_cluster,walking_time_cluster,bicycling_time_cluster,transit_time_cluster
40.56999999999989,-123.14999999999932,"HR9X+XX Hayfork, CA, USA",149,2040,669,305,0,0,0,0
40.56999999999989,-123.1399999999993,"HV95+XX Hayfork, CA, USA",146,2040,668,301,0,0,0,0
40.56999999999989,-123.1199999999993,"HV9H+XX Hayfork, CA, USA",156,2100,674,328,0,0,0,0
40.56999999999989,-123.10999999999927,"769 Barker Valley Rd, Hayfork, CA 96041, USA",152,2100,674,295,0,0,0,0
40.56999999999989,-123.09999999999928,"12350 CA-3, Hayfork, CA 96041, USA",151,2160,676,277,0,0,0,0
40.56999999999989,-123.08999999999928,"HW95+XX Hayfork, CA, USA",153,2160,681,287,0,0,0,0
40.56999999999989,-123.07999999999927,"HW9C+X2 Hayfork, CA, USA",155,2160,686,293,0,0,0,0
40.56999999999989,-123.06999999999928,"HW9H+XX Hayfork, CA, USA",154,2160,686,299,0,0,0,0
40.56999999999989,-123.05999999999926,"1651 Summit Creek Rd, Hayfork, CA 96041, USA",155,2160,688,332,0,0,0,0
40.579999999999885,-124.16999999999985,"HRHJ+X2 Fortuna, CA, USA",39,1379,324,532,1,0,0,0
40.579999999999885,-124.15999999999984,"HRHR+X2 Fortuna, CA, USA",34,952,264,120,1,1,1,1
40.579999999999885,-124.14999999999982,"HVH2+X2 Fortuna, CA, USA",32,944,257,76,1,1,1,1
40.579999999999885,-124.13999999999982,"3030 Nellie Wy, Fortuna, CA 95540, USA",35,936,255,77,1,1,1,1
40.579999999999885,-124.1299999999998,"3885 Rohnerville Rd, Fortuna, CA 95540, USA",36,923,250,81,1,1,1,1
40.579999999999885,-124.1199999999998,"3653 Loop Rd, Fortuna, CA 95540, USA",39,939,255,105,1,1,1,1
40.579999999999885,-124.1099999999998,"560 Dick Smith Rd, Fortuna, CA 95540, USA",40,950,259,116,1,1,1,1
40.579999999999885,-123.10999999999927,"HVHR+X2 Hayfork, CA, USA",155,2160,677,304,0,0,0,0
40.579999999999885,-123.09999999999928,"HVHX+XX Hayfork, CA, USA",155,2160,678,293,0,0,0,0
40.579999999999885,-123.08999999999928,"HWH5+XX Hayfork, CA, USA",153,2160,684,281,0,0,0,0
40.579999999999885,-123.07999999999927,"13660 CA-3, Hayfork, CA 96041, USA",155,2160,687,297,0,0,0,0
40.579999999999885,-123.06999999999928,"HWHH+XX Hayfork, CA, USA",149,2160,687,278,0,0,0,0
40.579999999999885,-123.05999999999926,"14842 CA-3, Hayfork, CA 96041, USA",148,2220,690,294,0,0,0,0
40.579999999999885,-123.04999999999926,"15147 CA-3, Hayfork, CA 96041, USA",150,2220,692,298,0,0,0,0
40.579999999999885,-123.01999999999924,"HXHH+XX Hayfork, CA, USA",148,2220,699,313,0,0,0,0
40.579999999999885,-123.00999999999924,"HXHR+X2 Hayfork, CA, USA",145,2280,704,286,0,0,0,0
40.58999999999988,-124.17999999999984,"HRRC+22 Fortuna, CA, USA",37,1364,325,393,1,0,0,0
40.58999999999988,-124.16999999999985,"HRRJ+22 Fortuna, CA, USA",35,973,264,109,1,1,1,1
40.58999999999988,-124.15999999999984,"180 Dinsmore Dr, Fortuna, CA 95540, USA",34,970,263,91,1,1,1,1
40.58999999999988,-124.14999999999982,"277 S 15th St, Fortuna, CA 95540, USA",34,960,260,71,1,1,1,1
40.58999999999988,-124.13999999999982,"2515 Virginia Dr, Fortuna, CA 95540, USA",35,947,256,74,1,1,1,1
40.58999999999988,-124.1299999999998,"293 Hilltop Dr, Fortuna, CA 95540, USA",37,943,255,89,1,1,1,1
40.58999999999988,-124.1199999999998,"1890 Loop Rd, Fortuna, CA 95540, USA",38,949,258,114,1,1,1,1
